oa_code,All people,Very good health,Good health,Fair health,Bad health,Very bad health
S00089765,141,102,25,11,3,-
S00089766,104,53,39,8,3,1
S00089767,64,44,19,1,-,-
S00089768,62,45,16,1,-,-
S00089769,57,43,10,2,2,-
S00089770,102,69,30,3,-,-
S00089771,94,62,26,4,2,-
S00089772,93,65,19,8,-,1
S00089773,108,66,32,4,6,-
S00089774,82,49,28,4,1,-
S00089775,73,47,19,5,1,1
S00089776,94,50,37,5,2,-
S00089777,91,60,23,8,-,-
S00089778,139,84,44,8,3,-
S00089779,92,39,32,15,5,1
S00089780,70,40,25,1,2,2
S00089781,89,44,37,7,1,-
S00089782,71,34,33,3,1,-
S00089783,79,10,30,27,5,7
S00089784,59,35,17,4,2,1
S00089785,153,76,52,17,7,1
S00089786,102,44,41,15,2,-
S00089787,81,45,28,4,4,-
S00089788,68,42,21,3,2,-
S00089789,115,73,31,7,4,-
S00089790,282,165,86,24,2,5
S00089791,66,24,24,7,11,-
S00089792,73,36,23,11,3,-
S00089793,77,47,22,6,1,1
S00089794,71,43,21,2,2,3
S00089795,152,89,43,10,8,2
S00089796,121,77,39,4,1,-
S00089797,90,54,33,3,-,-
S00089798,97,62,29,3,3,-
S00089799,141,78,51,11,1,-
S00089800,107,66,39,2,-,-
S00089801,83,13,28,26,11,5
S00089802,182,80,66,26,8,2
S00089803,83,30,38,14,-,1
S00089804,124,47,49,19,5,4
S00089805,73,32,28,7,6,-
S00089806,113,59,40,11,1,2
S00089807,81,34,23,16,4,4
S00089808,82,46,22,8,5,1
S00089809,92,40,31,11,9,1
S00089810,66,31,28,6,-,1
S00089811,77,31,34,8,3,1
S00089812,98,47,32,10,7,2
S00089813,168,80,63,22,3,-
S00089814,69,15,23,19,10,2
S00089815,94,40,32,16,4,2
S00089816,124,58,45,16,3,2
S00089817,124,54,43,16,11,-
S00089818,93,55,28,9,1,-
S00089819,174,97,49,17,8,3
S00089820,124,61,46,13,2,2
S00089821,114,58,36,12,5,3
S00089822,105,49,40,12,4,-
S00089823,104,47,43,12,2,-
S00089824,166,79,49,30,4,4
S00089825,147,56,47,32,10,2
S00089826,114,68,32,9,5,-
S00089827,126,63,47,14,1,1
S00089828,73,8,11,35,14,5
S00089829,93,40,33,16,4,-
S00089830,124,62,37,17,5,3
S00089831,114,51,41,17,4,1
S00089832,87,26,34,20,6,1
S00089833,145,65,56,23,-,1
S00089834,92,44,31,15,2,-
S00089835,90,37,31,16,3,3
S00089836,166,75,50,26,10,5
S00089837,154,63,56,20,13,2
S00089838,142,49,46,31,13,3
S00089839,87,47,21,13,3,3
S00089840,85,32,30,16,7,-
S00089841,131,74,41,12,4,-
S00089842,82,32,37,10,3,-
S00089843,141,71,44,22,3,1
S00089844,113,46,46,16,4,1
S00089845,137,68,42,18,5,4
S00089846,86,43,24,15,4,-
S00089847,82,46,18,15,2,1
S00089848,123,58,55,10,-,-
S00089849,134,58,60,11,4,1
S00089850,149,67,49,19,9,5
S00089851,82,35,32,6,6,3
S00089852,97,19,28,39,9,2
S00089853,130,47,52,20,8,3
S00089854,95,10,27,43,13,2
S00089855,132,53,46,20,11,2
S00089856,152,65,56,22,7,2
S00089857,116,49,46,14,4,3
S00089858,87,40,33,10,4,-
S00089859,116,66,38,10,1,1
S00089860,102,59,35,5,3,-
S00089861,85,46,26,9,3,1
S00089862,121,56,37,17,8,3
S00089863,158,74,61,17,4,2
S00089864,170,84,58,22,4,2
S00089865,137,58,66,12,1,-
S00089866,81,25,34,12,6,4
S00089867,116,67,34,10,4,1
S00089868,60,19,23,15,2,1
S00089869,159,90,59,5,5,-
S00089870,127,67,44,14,2,-
S00089871,126,48,39,25,7,7
S00089872,147,76,47,21,3,-
S00089873,180,97,57,21,5,-
S00089874,130,63,50,14,2,1
S00089875,133,41,52,31,4,5
S00089876,109,56,42,9,-,2
S00089877,106,46,43,11,6,-
S00089878,93,37,30,15,8,3
S00089879,131,83,36,9,2,1
S00089880,151,76,51,20,2,2
S00089881,170,94,50,15,6,5
S00089882,113,54,42,13,2,2
S00089883,91,35,43,11,-,2
S00089884,111,72,32,4,1,2
S00089885,120,59,34,17,7,3
S00089886,98,34,38,21,2,3
S00089887,100,51,33,9,6,1
S00089888,75,41,25,7,2,-
S00089889,58,12,18,18,9,1
S00089890,111,74,28,6,3,-
S00089891,236,88,71,52,15,10
S00089892,130,98,29,2,1,-
S00089893,128,51,38,28,7,4
S00089894,148,79,53,13,3,-
S00089895,82,62,16,1,2,1
S00089896,81,33,31,9,7,1
S00089897,109,48,35,19,6,1
S00089898,129,55,52,16,3,3
S00089899,116,69,32,15,-,-
S00089900,101,49,44,7,1,-
S00089901,93,57,28,6,2,-
S00089902,157,75,66,11,4,1
S00089903,136,61,54,16,3,2
S00089904,99,48,36,11,2,2
S00089905,104,55,31,13,5,-
S00089906,93,42,31,15,5,-
S00089907,109,53,34,17,4,1
S00089908,116,53,42,18,2,1
S00089909,57,29,14,9,3,2
S00089910,116,70,31,10,5,-
S00089911,159,56,72,19,10,2
S00089912,112,43,43,17,6,3
S00089913,85,40,33,10,2,-
S00089914,83,41,22,12,7,1
S00089915,96,32,43,14,5,2
S00089916,113,39,36,24,8,6
S00089917,110,63,38,6,2,1
S00089918,98,64,21,9,4,-
S00089919,100,53,35,11,-,1
S00089920,126,62,40,13,10,1
S00089921,94,40,33,16,5,-
S00089922,87,41,29,14,2,1
S00089923,99,43,32,20,2,2
S00089924,85,47,30,5,3,-
S00089925,93,32,33,20,7,1
S00089926,120,65,33,15,6,1
S00089927,98,39,46,9,3,1
S00089928,142,77,47,10,5,3
S00089929,132,60,54,13,5,-
S00089930,81,41,26,8,4,2
S00089931,101,41,33,21,6,-
S00089932,114,46,48,12,5,3
S00089933,86,37,31,9,8,1
S00089934,93,45,36,8,2,2
S00089935,128,57,51,14,4,2
S00089936,69,20,27,16,4,2
S00089937,82,43,26,10,3,-
S00089938,114,55,31,19,8,1
S00089939,136,55,50,19,11,1
S00089940,104,44,34,22,3,1
S00089941,116,63,37,12,4,-
S00089942,65,29,19,11,5,1
S00089943,97,37,26,22,9,3
S00089944,58,2,21,22,9,4
S00089945,170,71,64,25,9,1
S00089946,113,62,35,14,2,-
S00089947,101,45,36,13,7,-
S00089948,145,88,45,11,1,-
S00089949,115,50,30,23,10,2
S00089950,108,43,45,15,5,-
S00089951,97,42,37,15,2,1
S00089952,125,51,45,19,7,3
S00089953,64,18,23,14,7,2
S00089954,132,46,45,27,11,3
S00089955,173,80,64,21,7,1
S00089956,55,4,12,25,11,3
S00089957,107,53,32,14,8,-
S00089958,102,53,38,6,3,2
S00089959,114,37,46,18,8,5
S00089960,86,33,37,8,7,1
S00089961,84,25,38,16,3,2
S00089962,73,27,19,17,7,3
S00089963,91,32,32,21,5,1
S00089964,87,10,17,38,18,4
S00089965,162,88,39,28,5,2
S00089966,165,78,52,28,5,2
S00089967,115,48,41,16,9,1
S00089968,92,52,22,10,7,1
S00089969,97,35,36,19,6,1
S00089970,93,43,33,16,1,-
S00089971,171,83,57,20,8,3
S00089972,110,59,31,13,5,2
S00089973,108,50,40,10,5,3
S00089974,100,42,36,21,1,-
S00089975,121,53,45,16,6,1
S00089976,107,56,34,9,5,3
S00089977,103,52,35,10,5,1
S00089978,131,51,42,25,10,3
S00089979,104,42,39,14,8,1
S00089980,104,45,30,18,9,2
S00089981,56,3,17,25,7,4
S00089982,94,44,25,16,7,2
S00089983,79,32,32,10,4,1
S00089984,104,48,42,12,2,-
S00089985,114,66,23,19,6,-
S00089986,80,34,25,13,7,1
S00089987,88,46,19,15,5,3
S00089988,113,62,22,15,11,3
S00089989,106,44,41,18,3,-
S00089990,91,35,23,27,6,-
S00089991,105,54,35,14,2,-
S00089992,135,77,34,18,4,2
S00089993,107,74,26,4,2,1
S00089994,107,80,22,4,1,-
S00089995,98,71,18,8,1,-
S00089996,58,35,14,5,4,-
S00089997,136,88,34,13,1,-
S00089998,155,86,52,14,3,-
S00089999,110,71,31,3,4,1
S00090000,105,71,29,5,-,-
S00090001,85,55,21,6,3,-
S00090002,161,73,50,24,9,5
S00090003,130,60,44,17,7,2
S00090004,83,32,23,18,8,2
S00090005,56,27,11,16,2,-
S00090006,99,35,19,29,12,4
S00090007,204,95,72,25,9,3
S00090008,79,20,25,22,6,6
S00090009,108,54,36,16,2,-
S00090010,103,48,33,13,7,2
S00090011,115,53,45,11,3,3
S00090012,138,81,31,18,8,-
S00090013,106,38,44,16,7,1
S00090014,136,67,52,9,8,-
S00090015,106,59,31,13,3,-
S00090016,100,55,24,12,7,2
S00090017,128,80,32,9,6,1
S00090018,136,55,56,20,5,-
S00090019,54,31,15,3,3,2
S00090020,53,32,10,8,3,-
S00090021,117,42,50,14,11,-
S00090022,114,58,33,13,6,4
S00090023,73,31,27,12,2,1
S00090024,137,59,38,27,11,2
S00090025,158,74,57,23,4,-
S00090026,69,25,23,14,3,4
S00090027,145,69,45,22,7,2
S00090028,141,88,43,10,-,-
S00090029,117,56,42,15,4,-
S00090030,102,53,27,16,3,3
S00090031,184,101,51,26,3,3
S00090032,122,61,40,14,7,-
S00090033,161,81,52,21,5,2
S00090034,128,58,42,18,8,2
S00090035,93,25,49,15,3,1
S00090036,156,76,56,20,3,1
S00090037,126,66,34,18,7,1
S00090038,105,55,31,12,7,-
S00090039,141,67,57,10,7,-
S00090040,171,87,52,23,4,5
S00090041,69,40,16,10,3,-
S00090042,118,45,45,21,4,3
S00090043,143,78,43,18,4,-
S00090044,155,81,47,20,5,2
S00090045,201,103,75,20,3,-
S00090046,54,18,21,11,3,1
S00090047,102,51,31,15,4,1
S00090048,130,57,49,18,6,-
S00090049,157,88,42,17,7,3
S00090050,110,52,41,10,5,2
S00090051,151,56,58,26,9,2
S00090052,131,73,38,12,7,1
S00090053,121,45,48,19,6,3
S00090054,188,98,56,20,12,2
S00090055,175,67,30,63,13,2
S00090056,99,50,36,12,-,1
S00090057,104,51,44,5,3,1
S00090058,56,4,18,19,12,3
S00090059,149,58,64,14,10,3
S00090060,119,73,33,11,1,1
S00090061,125,76,35,9,5,-
S00090062,84,33,26,16,7,2
S00090063,106,57,36,10,2,1
S00090064,171,106,41,19,5,-
S00090065,62,30,19,7,4,2
S00090066,81,42,23,13,2,1
S00090067,101,41,45,14,-,1
S00090068,108,44,46,14,3,1
S00090069,154,77,51,21,5,-
S00090070,214,97,80,26,10,1
S00090071,117,70,34,11,2,-
S00090072,130,76,43,7,3,1
S00090073,130,62,53,12,2,1
S00090074,121,52,49,18,1,1
S00090075,133,73,46,11,3,-
S00090076,142,89,33,16,3,1
S00090077,114,65,46,2,1,-
S00090078,155,64,73,12,5,1
S00090079,142,84,39,14,3,2
S00090080,100,56,35,9,-,-
S00090081,118,62,46,8,1,1
S00090082,80,38,29,7,4,2
S00090083,111,42,45,19,5,-
S00090084,148,75,45,23,4,1
S00090085,132,78,42,9,3,-
S00090086,140,86,39,14,1,-
S00090087,107,49,36,18,4,-
S00090088,99,42,38,13,5,1
S00090089,109,53,32,17,6,1
S00090090,63,37,14,11,1,-
S00090091,163,91,61,9,2,-
S00090092,69,36,14,13,6,-
S00090093,55,16,21,13,4,1
S00090094,142,85,43,10,4,-
S00090095,142,76,44,13,8,1
S00090096,103,40,43,12,6,2
S00090097,73,42,25,4,1,1
S00090098,89,31,29,23,4,2
S00090099,189,71,72,29,12,5
S00090100,131,74,42,14,1,-
S00090101,131,60,53,13,3,2
S00090102,113,66,42,4,-,1
S00090103,148,72,56,13,7,-
S00090104,125,61,48,15,1,-
S00090105,93,45,32,12,2,2
S00090106,173,98,53,15,4,3
S00090107,156,86,46,18,3,3
S00090108,125,66,54,4,1,-
S00090109,115,73,30,8,3,1
S00090110,138,74,50,12,2,-
S00090111,76,31,31,12,1,1
S00090112,170,84,72,11,3,-
S00090113,107,43,51,11,2,-
S00090114,129,80,42,5,2,-
S00090115,105,60,27,14,4,-
S00090116,150,97,40,11,1,1
S00090117,140,72,56,10,2,-
S00090118,151,79,52,16,3,1
S00090119,216,155,47,12,1,1
S00090120,141,76,53,12,-,-
S00090121,241,142,78,18,3,-
S00090122,117,71,36,7,1,2
S00090123,99,53,43,3,-,-
S00090124,105,24,31,31,15,4
S00090125,75,12,13,31,14,5
S00090126,134,59,38,31,4,2
S00090127,136,68,42,17,7,2
S00090128,107,63,33,6,3,2
S00090129,135,58,53,20,3,1
S00090130,125,55,52,14,4,-
S00090131,140,87,41,7,3,2
S00090132,150,84,46,16,4,-
S00090133,184,111,57,12,3,1
S00090134,143,95,34,10,4,-
S00090135,143,80,51,9,3,-
S00090136,134,78,50,6,-,-
S00090137,119,67,42,9,1,-
S00090138,111,68,35,5,1,2
S00090139,124,83,32,7,2,-
S00090140,106,63,36,6,1,-
S00090141,94,71,21,2,-,-
S00090142,119,44,52,18,4,1
S00090143,84,42,30,11,1,-
S00090144,87,24,44,14,4,1
S00090145,110,46,48,11,4,1
S00090146,84,20,36,18,8,2
S00090147,85,28,39,16,2,-
S00090148,85,31,37,13,3,1
S00090149,162,69,65,18,4,6
S00090150,82,27,32,17,2,4
S00090151,88,29,33,19,6,1
S00090152,93,33,32,25,3,-
S00090153,119,55,35,23,3,3
S00090154,121,68,35,14,4,-
S00090155,109,49,47,8,5,-
S00090156,140,55,45,30,9,1
S00090157,165,65,69,24,6,1
S00090158,104,45,54,4,-,1
S00090159,135,62,46,18,4,5
S00090160,128,50,52,15,10,1
S00090161,112,53,38,16,4,1
S00090162,138,70,53,9,5,1
S00090163,97,46,34,11,4,2
S00090164,133,70,51,9,1,2
S00090165,128,63,41,19,4,1
S00090166,122,71,36,10,3,2
S00090167,91,53,30,6,2,-
S00090168,97,48,37,10,2,-
S00090169,91,37,25,21,6,2
S00090170,113,54,44,13,2,-
S00090171,58,35,17,5,1,-
S00090172,120,53,41,21,1,4
S00090173,131,74,36,19,2,-
S00090174,144,72,61,10,1,-
S00090175,134,77,46,10,-,1
S00090176,70,31,28,8,1,2
S00090177,118,53,38,18,7,2
S00090178,134,63,44,22,4,1
S00090179,155,66,59,18,10,2
S00090180,132,49,48,29,4,2
S00090181,145,73,48,19,4,1
S00090182,127,70,45,9,3,-
S00090183,158,102,44,9,3,-
S00090184,83,42,25,14,2,-
S00090185,83,40,28,10,5,-
S00090186,114,42,48,18,4,2
S00090187,112,60,38,12,2,-
S00090188,105,50,35,13,5,2
S00090189,68,25,30,10,3,-
S00090190,160,66,41,35,14,4
S00090191,132,63,53,14,1,1
S00090192,99,52,28,10,7,2
S00090193,122,59,39,17,4,3
S00090194,98,40,38,16,-,4
S00090195,109,62,38,7,2,-
S00090196,101,54,36,8,2,1
S00090197,98,47,39,11,1,-
S00090198,104,53,34,14,1,2
S00090199,77,42,29,6,-,-
S00090200,104,39,46,16,2,1
S00090201,123,78,34,6,3,2
S00090202,105,55,37,7,5,1
S00090203,109,55,40,12,2,-
S00090204,128,51,47,23,6,1
S00090205,117,60,42,12,2,1
S00090206,93,54,27,8,2,2
S00090207,96,47,37,10,2,-
S00090208,97,46,36,9,3,3
S00090209,99,60,23,14,1,1
S00090210,84,35,41,7,1,-
S00090211,60,30,23,6,1,-
S00090212,64,39,14,9,1,1
S00090213,71,33,26,10,1,1
S00090214,99,38,45,14,1,1
S00090215,144,80,52,9,1,2
S00090216,110,62,36,10,2,-
S00090217,97,50,36,10,1,-
S00090218,112,69,34,5,2,2
S00090219,119,68,39,10,2,-
S00090220,96,66,19,10,-,1
S00090221,143,80,47,15,1,-
S00090222,211,124,64,16,5,2
S00090223,159,63,52,35,6,3
S00090224,146,85,42,14,4,1
S00090225,78,55,20,2,1,-
S00090226,160,116,34,9,-,1
S00090227,217,135,56,20,3,3
S00090228,164,67,76,15,6,-
S00090229,175,75,75,18,6,1
S00090230,93,61,26,6,-,-
S00090231,112,66,41,4,1,-
S00090232,86,35,37,12,1,1
S00090233,87,44,37,6,-,-
S00090234,106,64,28,11,3,-
S00090235,130,64,53,9,2,2
S00090236,100,51,31,14,3,1
S00090237,97,56,19,17,4,1
S00090238,71,41,23,3,3,1
S00090239,120,58,44,12,3,3
S00090240,146,92,34,16,4,-
S00090241,148,86,40,17,3,2
S00090242,129,64,43,14,4,4
S00090243,90,35,30,22,2,1
S00090244,90,41,30,16,1,2
S00090245,168,75,63,17,11,2
S00090246,59,24,25,7,3,-
S00090247,118,76,34,7,1,-
S00090248,53,25,13,11,3,1
S00090249,172,98,61,12,1,-
S00090250,139,85,37,16,1,-
S00090251,143,80,51,9,2,1
S00090252,175,122,45,6,2,-
S00090253,176,83,74,15,3,1
S00090254,126,57,54,14,1,-
S00090255,150,70,54,18,6,2
S00090256,161,76,65,18,2,-
S00090257,143,62,60,17,2,2
S00090258,154,78,63,11,2,-
S00090259,95,55,30,7,2,1
S00090260,131,81,37,12,1,-
S00090261,93,27,44,18,2,2
S00090262,70,24,25,18,2,1
S00090263,151,84,57,8,2,-
S00090264,136,77,39,17,3,-
S00090265,125,55,43,24,1,2
S00090266,108,59,36,10,2,1
S00090267,80,42,29,7,1,1
S00090268,98,42,37,16,2,1
S00090269,139,95,41,2,1,-
S00090270,127,76,41,9,1,-
S00090271,175,111,52,11,1,-
S00090272,100,57,26,11,4,2
S00090273,62,8,20,22,8,4
S00090274,87,49,32,5,1,-
S00090275,55,31,17,6,-,1
S00090276,105,56,32,16,-,1
S00090277,125,53,46,20,4,2
S00090278,135,52,55,18,9,1
S00090279,152,66,52,25,8,1
S00090280,91,40,30,14,3,4
S00090281,128,71,44,9,3,1
S00090282,107,52,45,7,3,-
S00090283,92,28,38,18,6,2
S00090284,92,45,23,17,5,2
S00090285,83,32,37,9,5,-
S00090286,92,49,28,9,5,1
S00090287,110,63,41,3,2,1
S00090288,152,72,53,19,7,1
S00090289,68,38,22,5,3,-
S00090290,82,38,28,12,3,1
S00090291,100,45,35,16,4,-
S00090292,124,61,33,22,6,2
S00090293,110,55,34,14,6,1
S00090294,113,56,37,18,2,-
S00090295,137,66,56,13,2,-
S00090296,104,49,35,14,6,-
S00090297,151,70,63,15,3,-
S00090298,87,40,35,12,-,-
S00090299,124,81,29,12,2,-
S00090300,115,53,42,11,4,5
S00090301,82,48,24,10,-,-
S00090302,101,54,37,7,3,-
S00090303,221,117,45,55,4,-
S00090304,150,87,50,11,2,-
S00090305,196,134,59,2,1,-
S00090306,185,128,47,9,1,-
S00090307,170,128,36,6,-,-
S00090308,127,82,27,10,5,3
S00090309,154,120,28,5,1,-
S00090310,132,84,41,6,1,-
S00090311,178,137,31,9,1,-
S00090312,85,52,25,8,-,-
S00090313,183,111,61,10,1,-
S00090314,253,103,78,40,30,2
S00090315,91,57,30,3,1,-
S00090316,175,105,53,11,5,1
S00090317,184,114,62,7,1,-
S00090318,172,109,50,9,2,2
S00090319,80,31,33,13,3,-
S00090320,68,49,17,2,-,-
S00090321,103,71,25,7,-,-
S00090322,99,65,29,3,2,-
S00090323,92,62,25,4,1,-
S00090324,75,39,27,7,2,-
S00090325,95,56,29,5,4,1
S00090326,84,42,25,14,3,-
S00090327,72,55,11,6,-,-
S00090328,55,26,23,4,-,2
S00090329,73,20,35,13,5,-
S00090330,55,24,19,9,3,-
S00090331,171,93,59,15,3,1
S00090332,108,64,26,13,5,-
S00090333,126,51,52,18,3,2
S00090334,50,29,15,6,-,-
S00090335,70,51,14,5,-,-
S00090336,133,55,47,23,7,1
S00090337,138,59,59,12,6,2
S00090338,59,27,23,4,3,2
S00090339,52,26,18,8,-,-
S00090340,96,49,34,9,3,1
S00090341,69,32,28,6,2,1
S00090342,73,37,20,11,2,3
S00090343,96,28,48,12,7,1
S00090344,59,17,31,11,-,-
S00090345,120,83,31,4,1,1
S00090346,97,39,38,13,5,2
S00090347,157,75,57,22,2,1
S00090348,178,92,57,19,8,2
S00090349,108,54,36,11,4,3
S00090350,107,64,31,10,2,-
S00090351,69,30,19,16,3,1
S00090352,89,35,39,8,6,1
S00090353,64,32,23,7,1,1
S00090354,194,111,69,10,3,1
S00090355,65,17,35,11,2,-
S00090356,94,52,35,7,-,-
S00090357,224,141,71,11,-,1
S00090358,158,103,43,8,3,1
S00090359,119,57,39,16,4,3
S00090360,92,51,32,6,3,-
S00090361,80,46,23,9,1,1
S00090362,138,69,55,13,-,1
S00090363,55,17,8,24,5,1
S00090364,71,28,29,11,2,1
S00090365,112,59,39,9,3,2
S00090366,78,42,26,7,3,-
S00090367,54,25,19,6,3,1
S00090368,52,19,18,11,4,-
S00090369,149,84,41,17,4,3
S00090370,125,74,38,9,2,2
S00090371,117,54,42,15,4,2
S00090372,98,62,29,7,-,-
S00090373,60,33,21,6,-,-
S00090374,120,60,49,9,1,1
S00090375,63,34,27,1,1,-
S00090376,129,93,25,7,2,2
S00090377,96,58,28,8,2,-
S00090378,78,45,27,5,-,1
S00090379,82,32,36,8,4,2
S00090380,117,68,30,16,2,1
S00090381,117,71,31,11,3,1
S00090382,55,34,17,3,1,-
S00090383,88,60,23,5,-,-
S00090384,69,42,23,1,3,-
S00090385,158,86,48,17,4,3
S00090386,77,52,22,3,-,-
S00090387,76,54,17,3,1,1
S00090388,122,55,48,12,6,1
S00090389,130,95,22,6,5,2
S00090390,93,71,17,3,2,-
S00090391,96,66,16,11,3,-
S00090392,98,46,33,18,1,-
S00090393,129,54,54,17,4,-
S00090394,90,68,19,3,-,-
S00090395,107,89,15,3,-,-
S00090396,80,45,21,12,2,-
S00090397,74,50,22,2,-,-
S00090398,60,37,20,2,1,-
S00090399,215,135,64,12,3,1
S00090400,128,84,32,11,1,-
S00090401,100,77,14,7,2,-
S00090402,113,68,29,11,4,1
S00090403,166,119,43,3,1,-
S00090404,190,118,53,16,1,2
S00090405,170,123,40,5,2,-
S00090406,131,84,38,8,1,-
S00090407,212,158,42,10,2,-
S00090408,67,55,8,4,-,-
S00090409,112,57,42,10,3,-
S00090410,112,54,36,15,2,5
S00090411,78,55,23,-,-,-
S00090412,59,32,21,5,1,-
S00090413,93,57,23,10,2,1
S00090414,114,59,38,12,5,-
S00090415,169,90,34,40,5,-
S00090416,115,66,35,11,2,1
S00090417,68,31,25,8,3,1
S00090418,50,30,14,5,1,-
S00090419,95,40,46,7,-,2
S00090420,94,44,35,9,5,1
S00090421,149,95,48,4,2,-
S00090422,75,40,27,6,2,-
S00090423,250,126,88,29,7,-
S00090424,69,46,19,1,2,1
S00090425,108,58,39,10,1,-
S00090426,102,56,38,6,1,1
S00090427,83,66,14,3,-,-
S00090428,240,195,38,5,2,-
S00090429,96,62,27,4,2,1
S00090430,98,72,14,11,1,-
S00090431,118,95,18,4,1,-
S00090432,63,47,9,5,1,1
S00090433,107,76,27,4,-,-
S00090434,113,87,23,2,1,-
S00090435,58,24,18,12,3,1
S00090436,139,96,29,10,2,2
S00090437,109,52,38,15,3,1
S00090438,59,42,13,4,-,-
S00090439,69,43,17,6,2,1
S00090440,135,97,28,9,1,-
S00090441,162,88,45,19,5,5
S00090442,97,28,41,20,6,2
S00090443,61,15,19,20,5,2
S00090444,224,138,63,17,5,1
S00090445,111,76,27,7,1,-
S00090446,75,54,21,-,-,-
S00090447,135,59,53,18,5,-
S00090448,62,41,14,5,2,-
S00090449,76,51,20,3,2,-
S00090450,73,33,25,11,4,-
S00090451,62,50,7,5,-,-
S00090452,73,37,24,11,1,-
S00090453,61,39,19,3,-,-
S00090454,148,103,33,11,1,-
S00090455,80,31,37,8,4,-
S00090456,55,22,20,10,2,1
S00090457,59,29,18,11,1,-
S00090458,117,64,36,12,3,2
S00090459,87,38,28,16,4,1
S00090460,128,43,45,24,12,4
S00090461,69,38,23,6,2,-
S00090462,114,62,25,23,3,1
S00090463,86,43,29,9,4,1
S00090464,74,40,26,3,4,1
S00090465,134,63,49,15,5,2
S00090466,78,39,27,8,4,-
S00090467,102,32,41,18,9,2
S00090468,111,74,27,9,1,-
S00090469,89,46,35,4,1,3
S00090470,74,28,21,16,6,3
S00090471,88,24,39,18,4,3
S00090472,102,39,42,9,10,2
S00090473,89,50,33,5,-,1
S00090474,110,44,53,9,4,-
S00090475,93,49,29,10,4,1
S00090476,94,42,36,11,3,2
S00090477,92,37,31,15,7,2
S00090478,127,63,44,14,5,1
S00090479,115,10,38,42,22,3
S00090480,67,3,16,35,10,3
S00090481,69,23,31,12,2,1
S00090482,64,15,24,17,5,3
S00090483,86,25,49,11,1,-
S00090484,85,48,34,2,1,-
S00090485,75,42,22,10,1,-
S00090486,77,23,31,17,3,3
S00090487,64,23,23,12,5,1
S00090488,115,61,36,14,4,-
S00090489,73,37,27,5,4,-
S00090490,118,55,29,26,6,2
S00090491,58,35,17,4,2,-
S00090492,62,24,15,12,9,2
S00090493,75,25,26,16,7,1
S00090494,78,26,38,8,5,1
S00090495,90,40,28,17,4,1
S00090496,241,152,72,14,3,-
S00090497,93,55,28,9,1,-
S00090498,87,51,27,7,1,1
S00090499,181,119,50,12,-,-
S00090500,113,70,39,4,-,-
S00090501,107,77,26,3,1,-
S00090502,88,61,23,3,-,1
S00090503,67,33,21,11,1,1
S00090504,162,79,53,23,7,-
S00090505,132,86,35,7,2,2
S00090506,100,57,39,2,1,1
S00090507,159,111,43,3,2,-
S00090508,84,62,17,4,-,1
S00090509,156,105,34,12,3,2
S00090510,139,80,54,4,1,-
S00090511,64,40,21,3,-,-
S00090512,70,38,25,7,-,-
S00090513,101,41,31,20,9,-
S00090514,90,49,25,9,7,-
S00090515,100,59,31,9,-,1
S00090516,95,49,26,12,6,2
S00090517,109,51,32,15,6,5
S00090518,93,62,22,8,1,-
S00090519,78,20,24,20,12,2
S00090520,115,33,43,32,5,2
S00090521,63,38,22,1,2,-
S00090522,70,38,19,12,1,-
S00090523,836,550,243,35,7,1
S00090524,112,66,33,11,1,1
S00090525,76,50,23,3,-,-
S00090526,89,49,27,8,3,2
S00090527,125,76,36,11,2,-
S00090528,132,55,46,20,5,6
S00090529,102,50,39,10,3,-
S00090530,86,35,29,16,6,-
S00090531,122,69,32,16,4,1
S00090532,85,36,29,14,2,4
S00090533,52,17,23,9,3,-
S00090534,93,53,30,9,1,-
S00090535,85,42,30,9,4,-
S00090536,76,32,30,11,2,1
S00090537,106,38,47,10,10,1
S00090538,127,80,40,6,-,1
S00090539,129,74,45,10,-,-
S00090540,93,50,37,4,2,-
S00090541,117,82,32,2,1,-
S00090542,74,46,24,2,2,-
S00090543,146,100,32,11,2,1
S00090544,90,59,26,5,-,-
S00090545,75,59,12,4,-,-
S00090546,97,16,36,38,7,-
S00090547,104,59,18,24,2,1
S00090548,86,49,30,7,-,-
S00090549,66,40,20,4,1,1
S00090550,89,61,26,1,-,1
S00090551,95,66,25,2,2,-
S00090552,82,55,19,8,-,-
S00090553,195,133,52,7,2,1
S00090554,96,51,39,5,-,1
S00090555,51,38,12,1,-,-
S00090556,148,73,46,25,3,1
S00090557,73,44,24,3,2,-
S00090558,92,50,36,6,-,-
S00090559,102,69,25,7,1,-
S00090560,107,68,31,5,2,1
S00090561,133,94,34,4,1,-
S00090562,137,103,31,2,-,1
S00090563,84,44,30,9,1,-
S00090564,111,70,38,3,-,-
S00090565,84,55,24,3,2,-
S00090566,68,45,19,4,-,-
S00090567,109,79,29,1,-,-
S00090568,107,63,31,10,2,1
S00090569,100,70,28,1,1,-
S00090570,97,68,27,1,1,-
S00090571,88,43,36,7,2,-
S00090572,120,65,37,14,4,-
S00090573,90,46,30,9,5,-
S00090574,70,44,19,7,-,-
S00090575,173,91,60,18,4,-
S00090576,90,60,23,7,-,-
S00090577,116,79,34,3,-,-
S00090578,60,46,12,2,-,-
S00090579,92,67,19,5,-,1
S00090580,140,110,24,6,-,-
S00090581,85,37,30,12,5,1
S00090582,140,89,45,5,1,-
S00090583,52,37,14,-,-,1
S00090584,84,50,27,6,1,-
S00090585,95,57,32,5,1,-
