oa_code,All people,Very good health,Good health,Fair health,Bad health,Very bad health
S00124752,106,51,37,13,5,-
S00124753,83,34,27,13,6,3
S00124754,66,27,25,9,4,1
S00124755,98,52,31,9,2,4
S00124756,129,52,50,19,8,-
S00124757,103,38,34,27,3,1
S00124758,142,66,44,19,8,5
S00124759,131,68,31,23,6,3
S00124760,97,46,37,10,4,-
S00124761,94,36,34,16,7,1
S00124762,83,19,24,20,14,6
S00124763,91,24,37,22,8,-
S00124764,59,11,22,19,7,-
S00124765,63,24,15,17,5,2
S00124766,92,48,24,15,2,3
S00124767,89,37,19,29,3,1
S00124768,108,42,33,18,12,3
S00124769,82,25,34,17,5,1
S00124770,177,85,62,22,5,3
S00124771,84,43,22,13,4,2
S00124772,79,22,31,19,5,2
S00124773,131,64,49,14,3,1
S00124774,60,19,20,12,5,4
S00124775,63,21,17,18,6,1
S00124776,79,38,21,13,5,2
S00124777,53,26,14,10,2,1
S00124778,64,25,18,10,7,4
S00124779,70,34,18,14,3,1
S00124780,195,67,60,45,14,9
S00124781,58,12,18,22,4,2
S00124782,122,44,43,23,10,2
S00124783,54,29,19,3,2,1
S00124784,116,50,39,18,6,3
S00124785,145,71,45,18,10,1
S00124786,105,56,32,13,3,1
S00124787,144,44,68,24,7,1
S00124788,122,56,40,22,2,2
S00124789,61,14,24,20,3,-
S00124790,101,51,22,18,9,1
S00124791,149,56,56,27,7,3
S00124792,128,48,51,18,7,4
S00124793,119,59,31,22,6,1
S00124794,98,39,21,26,9,3
S00124795,133,64,43,20,3,3
S00124796,101,44,34,13,7,3
S00124797,191,103,47,26,11,4
S00124798,152,63,54,26,8,1
S00124799,55,19,24,8,2,2
S00124800,97,46,26,14,9,2
S00124801,72,40,23,5,3,1
S00124802,74,35,21,11,5,2
S00124803,158,105,38,9,5,1
S00124804,93,43,33,12,4,1
S00124805,102,39,43,13,7,-
S00124806,122,60,26,21,10,5
S00124807,68,39,21,4,2,2
S00124808,211,100,75,24,10,2
S00124809,202,91,69,24,14,4
S00124810,185,98,58,21,6,2
S00124811,143,74,41,24,4,-
S00124812,98,42,37,16,3,-
S00124813,105,45,38,16,6,-
S00124814,122,59,41,13,9,-
S00124815,102,41,32,16,9,4
S00124816,91,40,28,13,9,1
S00124817,160,63,57,27,11,2
S00124818,59,29,19,7,3,1
S00124819,108,57,38,9,3,1
S00124820,120,55,47,14,3,1
S00124821,127,62,39,19,5,2
S00124822,99,62,28,9,-,-
S00124823,135,66,39,20,10,-
S00124824,78,40,23,8,6,1
S00124825,69,42,13,11,3,-
S00124826,143,83,43,13,3,1
S00124827,118,55,44,13,5,1
S00124828,74,28,20,18,7,1
S00124829,125,69,30,22,4,-
S00124830,130,78,37,10,4,1
S00124831,108,55,29,18,6,-
S00124832,99,50,33,13,2,1
S00124833,92,52,19,13,7,1
S00124834,104,41,32,23,7,1
S00124835,95,54,17,16,8,-
S00124836,91,50,29,9,1,2
S00124837,144,51,53,25,10,5
S00124838,169,77,66,18,6,2
S00124839,62,21,23,13,3,2
S00124840,97,46,19,20,7,5
S00124841,141,71,43,23,3,1
S00124842,84,36,25,13,8,2
S00124843,157,68,66,17,4,2
S00124844,86,30,31,22,3,-
S00124845,104,49,43,9,3,-
S00124846,111,56,38,11,4,2
S00124847,82,40,26,11,4,1
S00124848,126,63,37,18,7,1
S00124849,129,55,44,23,5,2
S00124850,155,89,39,15,7,5
S00124851,68,38,14,12,3,1
S00124852,81,27,23,19,10,2
S00124853,176,58,49,55,9,5
S00124854,141,73,50,13,5,-
S00124855,82,50,22,6,4,-
S00124856,126,64,31,20,10,1
S00124857,156,88,41,21,5,1
S00124858,170,71,60,28,11,-
S00124859,83,43,18,13,6,3
S00124860,88,33,32,16,7,-
S00124861,99,38,32,19,7,3
S00124862,86,38,29,7,8,4
S00124863,68,29,23,8,7,1
S00124864,126,68,36,11,9,2
S00124865,96,54,26,12,3,1
S00124866,164,77,51,23,8,5
S00124867,82,37,34,10,1,-
S00124868,192,87,71,24,6,4
S00124869,194,95,58,27,10,4
S00124870,123,62,39,13,8,1
S00124871,135,73,40,14,4,4
S00124872,116,55,36,17,7,1
S00124873,111,60,31,11,6,3
S00124874,91,49,30,6,5,1
S00124875,87,35,34,16,2,-
S00124876,158,84,43,25,5,1
S00124877,181,84,52,30,11,4
S00124878,100,57,27,9,7,-
S00124879,69,15,15,22,13,4
S00124880,198,112,71,9,4,2
S00124881,142,66,42,16,11,7
S00124882,192,94,61,25,9,3
S00124883,178,81,55,29,9,4
S00124884,205,106,57,28,13,1
S00124885,104,33,32,26,7,6
S00124886,124,60,36,18,8,2
S00124887,146,71,48,15,10,2
S00124888,140,64,37,29,9,1
S00124889,238,140,58,28,6,6
S00124890,159,70,59,18,9,3
S00124891,163,125,27,8,1,2
S00124892,151,77,43,20,5,6
S00124893,125,79,25,15,6,-
S00124894,122,63,36,14,6,3
S00124895,128,50,41,26,9,2
S00124896,134,79,33,16,5,1
S00124897,114,83,22,7,2,-
S00124898,152,97,37,13,5,-
S00124899,154,90,46,16,2,-
S00124900,137,81,41,12,2,1
S00124901,94,51,30,7,6,-
S00124902,86,41,28,9,8,-
S00124903,152,67,56,26,3,-
S00124904,182,109,53,12,6,2
S00124905,107,59,24,17,6,1
S00124906,68,31,24,10,3,-
S00124907,128,70,35,16,5,2
S00124908,159,86,36,21,14,2
S00124909,131,60,41,23,7,-
S00124910,164,73,50,27,9,5
S00124911,146,70,43,21,9,3
S00124912,160,94,43,12,9,2
S00124913,76,42,15,9,7,3
S00124914,137,60,39,26,10,2
S00124915,61,30,20,7,3,1
S00124916,108,46,38,10,9,5
S00124917,126,64,47,11,3,1
S00124918,109,50,37,13,6,3
S00124919,168,86,51,20,9,2
S00124920,114,54,33,17,9,1
S00124921,112,41,37,17,14,3
S00124922,84,36,23,14,8,3
S00124923,129,89,31,8,1,-
S00124924,211,119,62,19,7,4
S00124925,104,61,29,6,5,3
S00124926,146,63,59,15,8,1
S00124927,133,54,47,27,5,-
S00124928,146,71,48,20,6,1
S00124929,122,41,45,28,6,2
S00124930,90,44,28,13,4,1
S00124931,113,52,38,16,6,1
S00124932,110,65,27,15,2,1
S00124933,130,50,35,27,10,8
S00124934,141,60,56,19,5,1
S00124935,107,46,34,17,6,4
S00124936,122,69,33,18,2,-
S00124937,75,25,29,16,4,1
S00124938,196,72,51,40,16,17
S00124939,138,65,37,25,6,5
S00124940,101,46,22,22,9,2
S00124941,127,64,28,23,12,-
S00124942,111,52,34,17,5,3
S00124943,132,68,45,16,1,2
S00124944,166,67,55,27,12,5
S00124945,126,47,35,27,15,2
S00124946,121,70,32,12,4,3
S00124947,112,48,38,19,7,-
S00124948,65,42,17,5,1,-
S00124949,71,33,26,11,-,1
S00124950,144,66,49,28,-,1
S00124951,126,75,40,9,1,1
S00124952,130,77,35,15,3,-
S00124953,105,42,34,19,7,3
S00124954,158,99,45,13,1,-
S00124955,140,70,45,20,3,2
S00124956,126,69,40,12,4,1
S00124957,143,77,40,19,5,2
S00124958,130,58,47,16,7,2
S00124959,91,48,33,9,1,-
S00124960,104,54,40,7,2,1
S00124961,165,91,52,14,8,-
S00124962,165,101,45,17,2,-
S00124963,114,36,28,28,16,6
S00124964,175,69,62,35,7,2
S00124965,150,82,50,11,6,1
S00124966,177,98,54,17,6,2
S00124967,148,79,43,18,6,2
S00124968,119,66,33,16,3,1
S00124969,144,80,44,13,6,1
S00124970,159,80,50,18,7,4
S00124971,159,87,39,19,8,6
S00124972,148,68,43,25,9,3
S00124973,110,53,33,20,3,1
S00124974,103,57,28,12,5,1
S00124975,87,43,21,20,3,-
S00124976,107,68,35,3,1,-
S00124977,239,106,66,41,24,2
S00124978,123,72,29,16,3,3
S00124979,147,83,34,24,3,3
S00124980,115,51,36,14,11,3
S00124981,151,73,44,19,11,4
S00124982,98,43,27,16,6,6
S00124983,98,41,36,14,6,1
S00124984,85,32,34,15,4,-
S00124985,142,65,43,18,13,3
S00124986,127,50,42,25,7,3
S00124987,94,47,23,13,10,1
S00124988,150,72,49,23,4,2
S00124989,112,44,31,29,6,2
S00124990,164,60,52,27,15,10
S00124991,161,84,46,20,7,4
S00124992,118,63,22,18,10,5
S00124993,197,104,52,25,12,4
S00124994,152,66,50,20,12,4
S00124995,97,47,33,13,3,1
S00124996,165,85,47,25,4,4
S00124997,182,88,47,27,15,5
S00124998,106,57,28,13,6,2
S00124999,108,49,32,18,4,5
S00125000,119,62,34,19,4,-
S00125001,142,63,45,27,6,1
S00125002,217,155,43,15,3,1
S00125003,102,24,38,22,12,6
S00125004,103,43,31,14,10,5
S00125005,179,126,46,5,2,-
S00125006,119,62,41,13,2,1
S00125007,86,49,23,11,3,-
S00125008,135,89,37,7,2,-
S00125009,101,45,33,14,5,4
S00125010,103,54,31,15,3,-
S00125011,149,99,31,16,2,1
S00125012,187,109,49,20,6,3
S00125013,208,131,50,19,4,4
S00125014,128,70,42,16,-,-
S00125015,135,51,64,16,4,-
S00125016,111,59,29,19,4,-
S00125017,78,34,17,18,5,4
S00125018,115,55,43,11,3,3
S00125019,109,39,45,18,6,1
S00125020,174,107,50,13,4,-
S00125021,128,58,50,14,4,2
S00125022,141,84,45,9,2,1
S00125023,160,90,39,22,7,2
S00125024,110,52,32,16,8,2
S00125025,135,55,40,15,19,6
S00125026,140,70,35,23,7,5
S00125027,170,68,75,21,5,1
S00125028,108,57,38,10,3,-
S00125029,94,47,36,9,1,1
S00125030,73,35,23,8,3,4
S00125031,156,70,51,21,14,-
S00125032,129,53,45,22,7,2
S00125033,126,60,43,14,8,1
S00125034,193,83,62,32,13,3
S00125035,117,66,35,11,4,1
S00125036,129,73,41,8,6,1
S00125037,85,39,27,15,4,-
S00125038,119,57,29,20,11,2
S00125039,181,114,39,19,8,1
S00125040,158,74,47,25,9,3
S00125041,184,93,56,23,9,3
S00125042,182,92,69,14,5,2
S00125043,99,38,43,12,2,4
S00125044,162,72,51,22,13,4
S00125045,166,90,36,27,7,6
S00125046,75,27,23,17,6,2
S00125047,147,63,35,26,14,9
S00125048,105,58,34,13,-,-
S00125049,108,63,29,14,2,-
S00125050,168,102,42,19,4,1
S00125051,82,29,17,19,16,1
S00125052,137,55,33,32,12,5
S00125053,98,33,26,26,9,4
S00125054,88,36,29,17,6,-
S00125055,89,38,32,17,2,-
S00125056,141,65,56,10,7,3
S00125057,76,33,27,8,8,-
S00125058,117,56,38,17,6,-
S00125059,112,62,28,12,8,2
S00125060,110,47,40,15,8,-
S00125061,94,30,31,20,11,2
S00125062,116,56,32,16,12,-
S00125063,69,11,17,20,17,4
S00125064,87,34,18,25,8,2
S00125065,54,21,15,13,2,3
S00125066,75,19,37,14,3,2
S00125067,102,43,23,20,11,5
S00125068,71,27,16,17,11,-
S00125069,63,25,23,7,5,3
S00125070,95,35,37,14,9,-
S00125071,112,55,29,17,9,2
S00125072,79,42,20,12,5,-
S00125073,121,61,34,16,8,2
S00125074,121,52,36,22,10,1
S00125075,132,71,38,16,4,3
S00125076,97,50,24,15,6,2
S00125077,122,52,30,28,8,4
S00125078,101,60,12,18,4,7
S00125079,202,98,49,37,17,1
S00125080,137,60,42,21,13,1
S00125081,99,49,26,15,8,1
S00125082,64,33,26,5,-,-
S00125083,96,46,19,21,9,1
S00125084,51,7,15,19,8,2
S00125085,159,89,39,22,8,1
S00125086,138,82,29,20,4,3
S00125087,86,38,25,11,9,3
S00125088,96,36,35,18,5,2
S00125089,83,25,24,24,9,1
S00125090,156,58,56,22,14,6
S00125091,80,35,21,12,11,1
S00125092,72,28,29,13,1,1
S00125093,72,32,28,8,3,1
S00125094,196,110,57,23,5,1
S00125095,73,32,18,15,6,2
S00125096,111,44,42,18,7,-
S00125097,79,27,21,21,8,2
S00125098,83,34,27,19,1,2
S00125099,185,116,54,12,2,1
S00125100,179,96,56,19,2,6
S00125101,103,62,33,7,-,1
S00125102,87,52,30,3,2,-
S00125103,96,18,19,42,12,5
S00125104,54,19,18,12,4,1
S00125105,70,41,12,15,1,1
S00125106,81,52,18,9,2,-
S00125107,135,79,35,14,4,3
S00125108,87,55,20,12,-,-
S00125109,153,74,51,19,5,4
S00125110,119,79,26,12,2,-
S00125111,99,38,31,23,5,2
S00125112,195,122,54,11,6,2
S00125113,59,36,20,3,-,-
S00125114,98,74,16,7,-,1
S00125115,83,55,18,7,2,1
S00125116,74,33,25,12,3,1
S00125117,109,59,24,13,8,5
S00125118,103,38,32,23,8,2
S00125119,99,39,44,13,1,2
S00125120,69,33,17,15,3,1
S00125121,57,32,18,6,1,-
S00125122,101,30,45,20,4,2
S00125123,68,27,20,15,3,3
S00125124,57,19,16,16,6,-
S00125125,50,20,19,8,1,2
S00125126,104,50,31,17,5,1
S00125127,77,29,26,18,3,1
S00125128,642,235,242,131,19,15
S00125129,207,121,56,14,11,5
S00125130,92,41,31,15,3,2
S00125131,57,21,15,12,6,3
S00125132,144,76,39,22,7,-
S00125133,57,27,17,11,1,1
S00125134,106,36,38,18,11,3
S00125135,131,71,33,13,10,4
S00125136,122,82,20,13,5,2
S00125137,74,42,19,7,4,2
S00125138,89,51,28,6,3,1
S00125139,105,62,34,7,1,1
S00125140,98,39,31,14,7,7
S00125141,87,46,21,10,8,2
S00125142,173,52,46,58,12,5
S00125143,119,62,37,12,5,3
S00125144,67,27,14,15,11,-
S00125145,135,82,28,20,4,1
S00125146,102,59,32,6,4,1
S00125147,189,126,53,9,1,-
S00125148,76,36,26,8,6,-
S00125149,70,28,23,16,2,1
S00125150,62,37,16,7,2,-
S00125151,113,59,32,16,3,3
S00125152,89,60,19,8,2,-
S00125153,77,34,33,7,2,1
S00125154,151,33,50,37,19,12
S00125155,90,40,30,16,4,-
S00125156,83,49,24,7,3,-
S00125157,216,152,54,8,1,1
S00125158,96,39,34,16,5,2
S00125159,121,53,49,13,6,-
S00125160,96,33,30,24,6,3
S00125161,62,16,11,23,11,1
S00125162,158,115,28,11,4,-
S00125163,153,113,29,10,-,1
S00125164,119,65,38,6,10,-
S00125165,127,69,37,14,5,2
S00125166,89,23,31,21,10,4
S00125167,98,36,33,19,5,5
S00125168,77,26,30,16,5,-
S00125169,105,53,26,17,7,2
S00125170,61,35,14,6,6,-
S00125171,122,50,44,19,7,2
S00125172,141,78,49,8,3,3
S00125173,205,120,57,24,4,-
S00125174,175,93,50,22,8,2
S00125175,94,61,23,9,1,-
S00125176,85,33,23,13,11,5
S00125177,72,39,22,8,2,1
S00125178,78,32,26,18,1,1
S00125179,144,65,43,23,10,3
S00125180,108,52,28,18,8,2
S00125181,78,30,26,11,10,1
S00125182,67,28,21,7,8,3
S00125183,88,52,26,7,3,-
S00125184,68,30,25,11,2,-
S00125185,67,38,19,6,4,-
S00125186,59,28,19,9,3,-
S00125187,144,74,43,16,8,3
S00125188,124,83,28,10,3,-
S00125189,206,130,52,21,3,-
S00125190,62,20,18,15,6,3
S00125191,104,48,29,14,12,1
S00125192,128,74,36,13,3,2
S00125193,116,69,20,19,6,2
S00125194,120,69,33,8,10,-
S00125195,76,44,22,7,3,-
S00125196,78,26,31,14,7,-
S00125197,83,43,23,11,4,2
S00125198,122,68,30,14,7,3
S00125199,80,47,26,5,2,-
S00125200,102,53,37,10,-,2
S00125201,78,47,12,13,4,2
S00125202,66,38,19,8,1,-
S00125203,107,50,29,17,10,1
S00125204,75,25,23,17,8,2
S00125205,68,30,26,7,4,1
S00125206,67,29,20,12,3,3
S00125207,153,74,45,26,7,1
S00125208,109,60,34,10,4,1
S00125209,143,106,28,8,1,-
S00125210,139,85,39,11,3,1
S00125211,133,95,32,4,2,-
S00125212,110,47,45,15,1,2
S00125213,87,44,14,19,9,1
S00125214,76,30,23,15,4,4
S00125215,183,127,45,4,6,1
S00125216,112,74,29,5,4,-
S00125217,163,126,30,5,2,-
S00125218,158,93,38,13,10,4
S00125219,158,110,37,9,2,-
S00125220,194,158,26,9,1,-
S00125221,69,49,14,3,3,-
S00125222,85,23,17,21,22,2
S00125223,97,49,27,15,5,1
S00125224,81,38,27,8,5,3
S00125225,73,44,22,5,1,1
S00125226,111,65,27,13,6,-
S00125227,102,45,30,20,4,3
S00125228,191,128,43,14,4,2
S00125229,166,113,43,8,2,-
S00125230,103,62,21,16,3,1
S00125231,163,107,42,11,3,-
S00125232,126,73,27,13,9,4
S00125233,119,74,28,13,2,2
S00125234,137,67,43,18,8,1
S00125235,55,17,25,9,3,1
S00125236,54,27,15,7,5,-
S00125237,72,25,18,13,10,6
S00125238,82,44,29,6,3,-
S00125239,73,41,20,8,3,1
S00125240,74,41,18,12,2,1
S00125241,179,93,54,22,6,4
S00125242,103,48,27,8,15,5
S00125243,106,44,29,28,3,2
S00125244,69,25,27,14,1,2
S00125245,88,38,26,17,6,1
S00125246,224,138,55,18,8,5
S00125247,81,35,28,12,6,-
S00125248,128,65,39,18,5,1
S00125249,84,35,28,19,2,-
S00125250,182,83,67,24,6,2
S00125251,78,43,21,9,3,2
S00125252,124,42,24,27,24,7
S00125253,150,82,51,12,2,3
S00125254,140,92,37,7,3,1
S00125255,87,52,31,4,-,-
S00125256,93,56,21,9,7,-
S00125257,116,49,37,14,8,8
S00125258,257,99,67,62,18,11
S00125259,123,69,29,17,8,-
S00125260,194,134,45,11,3,1
S00125261,224,141,58,15,8,2
S00125262,120,77,34,5,2,2
S00125263,103,35,29,11,24,4
S00125264,130,83,24,16,5,2
S00125265,87,32,25,22,6,2
S00125266,74,34,27,9,4,-
S00125267,102,56,32,10,3,1
S00125268,134,53,41,25,11,4
S00125269,96,40,34,13,8,1
S00125270,105,47,27,21,7,3
S00125271,94,61,25,5,3,-
S00125272,64,24,19,12,9,-
S00125273,112,72,25,9,6,-
S00125274,98,39,27,16,10,6
S00125275,57,33,13,8,3,-
S00125276,66,48,12,4,1,1
S00125277,153,69,43,26,10,5
S00125278,92,49,20,18,5,-
S00125279,166,94,43,25,4,-
S00125280,113,45,33,29,6,-
S00125281,65,33,15,14,3,-
S00125282,63,23,24,14,2,-
S00125283,116,54,37,15,8,2
S00125284,66,3,10,38,12,3
S00125285,68,38,16,8,4,2
S00125286,56,17,25,11,2,1
S00125287,144,75,51,13,4,1
S00125288,87,45,28,8,5,1
S00125289,146,77,42,16,8,3
S00125290,107,60,31,11,4,1
S00125291,156,73,49,19,13,2
S00125292,101,59,25,12,4,1
S00125293,130,78,27,17,6,2
S00125294,114,35,34,24,13,8
S00125295,60,15,15,20,5,5
S00125296,61,26,18,11,3,3
S00125297,111,47,34,18,9,3
S00125298,57,30,18,6,3,-
S00125299,88,21,31,25,5,6
S00125300,85,30,33,12,8,2
S00125301,80,31,29,17,1,2
S00125302,125,63,37,15,9,1
S00125303,60,14,20,14,11,1
S00125304,64,19,19,20,2,4
S00125305,76,30,21,17,6,2
S00125306,80,19,36,20,4,1
S00125307,71,24,21,16,8,2
S00125308,72,28,27,9,7,1
S00125309,63,17,20,16,7,3
S00125310,70,22,21,23,3,1
S00125311,103,42,35,18,7,1
S00125312,68,26,22,11,9,-
S00125313,72,23,18,24,7,-
S00125314,65,23,20,16,4,2
S00125315,85,31,29,17,6,2
S00125316,65,26,24,6,8,1
S00125317,77,28,35,11,3,-
S00125318,64,26,23,9,6,-
S00125319,65,23,21,16,4,1
S00125320,78,28,28,17,4,1
S00125321,80,26,33,17,3,1
S00125322,70,21,31,12,6,-
S00125323,85,34,26,17,4,4
S00125324,80,39,19,16,4,2
S00125325,81,27,24,19,8,3
S00125326,63,28,17,11,4,3
S00125327,83,24,24,24,7,4
S00125328,55,16,20,14,5,-
S00125329,166,73,42,29,20,2
S00125330,96,38,26,17,9,6
S00125331,50,23,9,14,3,1
S00125332,110,49,32,15,11,3
S00125333,54,22,16,10,5,1
S00125334,144,68,49,14,10,3
S00125335,132,67,43,18,4,-
S00125336,53,19,18,11,5,-
S00125337,102,36,32,18,12,4
S00125338,81,32,32,12,4,1
S00125339,74,35,33,5,1,-
S00125340,176,95,56,13,8,4
S00125341,84,34,36,11,1,2
S00125342,127,54,34,15,15,9
S00125343,102,66,25,8,1,2
S00125344,127,83,33,8,3,-
S00125345,125,58,37,14,10,6
S00125346,74,34,24,14,2,-
S00125347,96,47,29,14,6,-
S00125348,50,23,15,10,2,-
S00125349,67,21,29,10,6,1
S00125350,89,41,27,11,7,3
S00125351,97,44,40,7,4,2
S00125352,56,23,24,5,4,-
S00125353,56,19,20,12,4,1
S00125354,119,45,52,14,5,3
S00125355,152,95,43,8,5,1
S00125356,85,46,29,9,1,-
S00125357,129,55,46,18,6,4
S00125358,96,43,36,14,3,-
S00125359,146,72,44,17,9,4
S00125360,63,28,21,9,1,4
S00125361,79,30,35,10,3,1
S00125362,99,45,31,18,3,2
S00125363,65,46,14,5,-,-
S00125364,202,138,46,17,-,1
S00125365,166,93,47,18,5,3
S00125366,54,20,15,15,4,-
S00125367,149,83,44,12,8,2
S00125368,77,33,31,9,4,-
S00125369,114,51,41,16,5,1
S00125370,138,66,39,22,7,4
S00125371,139,85,28,18,7,1
S00125372,96,39,31,20,6,-
S00125373,104,72,27,4,-,1
S00125374,212,138,57,12,3,2
S00125375,251,197,41,12,1,-
S00125376,77,43,28,3,2,1
S00125377,189,130,34,17,5,3
S00125378,151,97,38,9,3,4
S00125379,188,138,32,12,5,1
S00125380,128,72,43,9,4,-
S00125381,247,185,44,11,2,5
S00125382,236,167,58,9,2,-
S00125383,197,143,35,14,3,2
S00125384,87,36,27,17,4,3
S00125385,147,62,57,14,12,2
S00125386,185,119,33,22,9,2
S00125387,214,121,61,22,10,-
S00125388,357,219,92,31,12,3
S00125389,76,44,23,7,2,-
S00125390,114,77,29,7,1,-
S00125391,115,80,24,10,-,1
S00125392,121,82,29,10,-,-
S00125393,205,142,52,8,2,1
S00125394,114,56,35,13,5,5
S00125395,87,37,30,12,5,3
S00125396,101,41,43,16,1,-
S00125397,152,82,48,17,4,1
S00125398,126,59,38,13,11,5
S00125399,119,53,42,18,6,-
S00125400,104,31,31,20,14,8
S00125401,89,39,31,11,6,2
S00125402,117,44,29,26,14,4
S00125403,92,31,25,25,11,-
S00125404,111,32,23,29,21,6
S00125405,91,37,28,21,5,-
S00125406,73,34,16,16,5,2
S00125407,123,83,29,10,-,1
S00125408,101,43,40,16,2,-
S00125409,70,38,20,7,3,2
S00125410,113,40,36,21,14,2
S00125411,111,42,32,25,11,1
S00125412,99,41,36,12,8,2
S00125413,121,74,20,19,7,1
S00125414,94,41,20,25,4,4
S00125415,202,121,63,10,4,4
S00125416,244,167,59,17,-,1
S00125417,70,49,15,4,-,2
S00125418,110,78,18,8,4,2
S00125419,141,102,32,6,1,-
S00125420,89,54,24,7,4,-
S00125421,233,142,58,24,6,3
S00125422,80,34,26,15,4,1
S00125423,150,89,45,12,3,1
S00125424,68,31,20,11,5,1
S00125425,170,89,52,22,4,3
S00125426,158,64,54,25,14,1
S00125427,184,138,34,11,-,1
S00125428,123,72,38,8,3,2
S00125429,164,110,34,11,7,2
S00125430,186,136,41,9,-,-
S00125431,74,56,13,4,1,-
S00125432,155,80,57,13,4,1
S00125433,127,93,23,8,3,-
S00125434,119,92,25,2,-,-
S00125435,144,103,33,6,2,-
S00125436,137,58,44,26,8,1
S00125437,116,76,30,7,3,-
S00125438,139,73,44,17,3,2
S00125439,154,80,40,21,10,3
S00125440,125,64,35,14,11,1
S00125441,93,57,21,11,4,-
S00125442,64,28,20,8,6,2
S00125443,88,39,25,18,5,1
S00125444,107,46,27,22,10,2
S00125445,60,22,18,11,7,2
S00125446,66,20,22,10,9,5
S00125447,101,48,30,17,4,2
S00125448,105,54,18,23,9,1
S00125449,136,73,40,16,7,-
S00125450,93,42,30,18,3,-
S00125451,64,29,14,10,7,4
S00125452,71,13,30,16,11,1
S00125453,74,33,21,12,6,2
S00125454,87,52,13,12,6,4
S00125455,133,58,41,27,7,-
S00125456,196,140,29,16,8,3
S00125457,69,31,10,7,17,4
S00125458,55,10,14,19,8,4
S00125459,84,22,28,21,13,-
S00125460,102,49,30,19,4,-
S00125461,91,57,21,9,4,-
S00125462,140,74,38,19,8,1
S00125463,133,79,38,12,3,1
S00125464,85,30,24,16,13,2
S00125465,94,37,33,18,6,-
S00125466,173,95,53,20,4,1
S00125467,51,25,15,6,5,-
S00125468,159,109,36,11,3,-
S00125469,92,36,32,16,4,4
S00125470,101,40,25,23,10,3
S00125471,80,26,23,16,10,5
S00125472,76,30,18,18,6,4
S00125473,151,71,35,28,12,5
S00125474,182,124,31,23,3,1
S00125475,98,32,29,17,14,6
S00125476,105,50,37,15,2,1
S00125477,124,69,35,15,5,-
S00125478,106,63,18,11,8,6
S00125479,85,51,22,9,3,-
S00125480,130,63,25,19,13,10
S00125481,84,40,25,17,2,-
S00125482,79,38,19,12,9,1
S00125483,85,51,26,5,3,-
S00125484,117,51,32,23,10,1
S00125485,81,36,23,18,3,1
S00125486,127,60,30,22,14,1
S00125487,82,31,32,12,5,2
S00125488,79,46,18,13,1,1
S00125489,170,82,50,20,12,6
S00125490,71,28,15,15,10,3
S00125491,70,24,21,14,7,4
S00125492,148,103,34,7,3,1
S00125493,82,45,20,9,7,1
S00125494,127,67,34,23,2,1
S00125495,106,52,36,17,1,-
S00125496,71,39,19,9,3,1
S00125497,102,42,41,14,5,-
S00125498,113,60,34,16,2,1
S00125499,67,36,21,8,2,-
S00125500,88,34,26,11,14,3
S00125501,96,39,32,17,7,1
S00125502,84,35,25,13,8,3
S00125503,109,59,20,20,10,-
S00125504,80,26,20,20,9,5
S00125505,142,75,41,19,4,3
S00125506,69,32,26,9,1,1
S00125507,188,127,43,12,3,3
S00125508,161,116,33,9,3,-
S00125509,133,87,35,11,-,-
S00125510,181,122,45,8,5,1
S00125511,208,144,51,10,2,1
S00125512,239,170,57,11,1,-
S00125513,122,78,29,8,6,1
S00125514,172,105,48,13,4,2
S00125515,136,60,46,24,2,4
S00125516,96,61,20,12,3,-
S00125517,163,112,36,12,2,1
S00125518,70,36,24,6,3,1
S00125519,270,183,61,22,3,1
S00125520,113,53,43,9,6,2
S00125521,138,66,39,17,9,7
S00125522,144,92,40,9,3,-
S00125523,74,15,20,21,13,5
S00125524,73,25,24,14,8,2
S00125525,86,41,25,16,4,-
S00125526,75,33,21,15,3,3
S00125527,79,32,29,11,7,-
S00125528,110,51,26,25,7,1
S00125529,60,24,21,9,5,1
S00125530,205,135,54,13,2,1
S00125531,214,160,46,4,3,1
S00125532,203,141,46,13,3,-
S00125533,114,78,27,6,2,1
S00125534,106,25,25,23,20,13
S00125535,80,28,27,14,8,3
S00125536,129,52,36,20,15,6
S00125537,121,60,30,20,8,3
S00125538,145,53,48,28,12,4
S00125539,133,87,33,8,4,1
S00125540,144,64,46,22,9,3
S00125541,146,52,39,33,16,6
S00125542,210,162,38,9,1,-
S00125543,104,42,30,21,8,3
S00125544,201,149,33,13,6,-
S00125545,82,37,17,23,3,2
S00125546,123,64,38,13,7,1
S00125547,165,102,43,18,2,-
S00125548,99,48,19,18,12,2
S00125549,151,94,39,10,6,2
S00125550,90,60,25,2,2,1
S00125551,171,127,33,8,2,1
S00125552,92,56,28,6,1,1
S00125553,57,31,15,7,3,1
S00125554,202,132,47,17,6,-
S00125555,74,25,16,17,13,3
S00125556,111,29,42,27,10,3
S00125557,104,50,31,15,7,1
S00125558,91,32,28,24,6,1
S00125559,107,59,30,14,4,-
S00125560,77,34,21,13,8,1
S00125561,93,55,26,11,1,-
S00125562,85,26,26,19,11,3
S00125563,105,55,40,7,2,1
S00125564,61,13,20,16,7,5
S00125565,82,15,17,34,14,2
S00125566,124,77,34,9,4,-
S00125567,231,170,49,8,4,-
S00125568,161,109,43,7,2,-
S00125569,153,101,46,2,4,-
S00125570,254,150,82,16,5,1
S00125571,77,57,17,2,1,-
S00125572,286,189,73,19,3,2
