oa_code,All people,Church of Scotland,Roman Catholic,Other Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated
S00128064,99,21,23,5,1,-,-,-,-,-,42,7
S00128065,81,24,14,-,-,-,-,1,-,1,34,7
S00128066,111,26,38,-,-,-,-,1,-,-,43,3
S00128067,78,26,15,-,1,-,-,-,1,-,34,1
S00128068,89,28,20,-,-,-,-,-,-,-,39,2
S00128069,73,31,22,2,-,-,-,1,-,-,17,-
S00128070,75,10,31,1,-,-,-,1,-,-,23,9
S00128071,79,18,12,-,-,-,-,9,-,-,31,9
S00128072,154,20,32,13,1,3,-,-,-,-,70,15
S00128073,80,22,23,-,-,-,-,-,-,-,29,6
S00128074,98,12,41,6,-,-,-,-,-,-,36,3
S00128075,82,20,18,2,-,-,-,-,-,-,33,9
S00128076,86,20,24,3,-,-,-,-,-,-,29,10
S00128077,124,36,18,2,-,-,-,2,1,-,58,7
S00128078,79,30,25,4,-,-,-,-,-,-,11,9
S00128079,62,18,15,1,-,-,-,-,-,-,25,3
S00128080,115,37,36,-,-,-,-,-,-,-,30,12
S00128081,62,16,16,-,-,-,-,-,-,-,22,8
S00128082,99,20,21,1,-,-,-,-,-,-,52,5
S00128083,97,25,24,1,-,-,-,-,-,-,40,7
S00128084,121,19,37,6,-,-,-,-,-,-,50,9
S00128085,98,20,20,15,-,-,-,-,-,-,38,5
S00128086,84,15,19,1,-,-,-,-,-,-,42,7
S00128087,131,22,33,3,-,-,-,1,-,1,61,10
S00128088,103,28,19,2,1,-,-,-,-,-,50,3
S00128089,81,28,12,2,-,-,-,-,-,-,34,5
S00128090,105,28,25,3,-,-,-,1,-,-,43,5
S00128091,93,27,15,2,-,-,-,-,-,-,35,14
S00128092,92,14,26,1,-,-,-,-,-,-,46,5
S00128093,101,22,14,4,-,-,-,-,-,-,53,8
S00128094,89,29,12,6,-,-,-,-,-,-,33,9
S00128095,97,24,19,3,-,-,-,5,-,-,38,8
S00128096,98,27,28,4,-,-,-,-,-,-,33,6
S00128097,130,35,42,8,-,-,-,-,-,-,36,9
S00128098,131,45,30,5,1,-,-,-,-,-,29,21
S00128099,74,30,12,1,-,-,-,-,-,-,31,-
S00128100,108,22,27,4,-,-,-,-,-,-,45,10
S00128101,130,35,30,1,-,-,-,-,-,-,54,10
S00128102,95,33,28,-,-,-,-,-,-,-,27,7
S00128103,87,24,13,3,-,-,-,-,-,-,41,6
S00128104,102,30,26,3,-,-,-,-,-,-,31,12
S00128105,84,30,21,4,-,2,-,-,-,1,20,6
S00128106,82,24,6,5,-,-,-,-,-,-,31,16
S00128107,65,16,10,1,-,-,-,-,-,-,33,5
S00128108,151,51,29,4,-,-,-,-,-,-,61,6
S00128109,118,30,23,7,1,-,-,-,-,-,49,8
S00128110,127,18,17,16,-,-,-,-,-,-,71,5
S00128111,144,36,37,4,-,1,-,-,-,-,54,12
S00128112,215,63,37,2,1,-,-,3,-,2,96,11
S00128113,109,29,30,6,1,-,-,-,-,-,31,12
S00128114,103,48,19,1,-,-,-,-,-,-,29,6
S00128115,96,34,15,7,-,-,-,-,-,1,30,9
S00128116,77,44,14,1,-,-,-,-,-,1,16,1
S00128117,84,43,21,11,-,-,-,-,-,-,6,3
S00128118,134,36,37,7,-,-,-,2,-,-,40,12
S00128119,101,38,23,1,-,-,-,-,-,1,32,6
S00128120,112,44,26,4,-,-,-,-,-,-,25,13
S00128121,106,46,31,6,-,-,-,-,-,-,20,3
S00128122,115,50,32,4,-,-,-,-,-,1,25,3
S00128123,121,39,42,2,-,-,-,1,-,-,26,11
S00128124,112,39,25,9,-,2,-,-,-,1,29,7
S00128125,186,38,38,1,-,4,-,-,-,-,91,14
S00128126,87,32,13,5,-,1,-,-,-,-,30,6
S00128127,128,31,31,6,-,-,-,5,-,-,47,8
S00128128,106,23,25,3,-,-,-,2,-,1,50,2
S00128129,174,51,34,15,-,2,-,-,-,-,44,28
S00128130,51,10,12,3,-,-,1,-,-,-,22,3
S00128131,119,30,31,13,-,-,-,3,1,-,31,10
S00128132,89,12,23,2,-,2,-,7,1,-,34,8
S00128133,124,49,23,17,-,-,-,-,5,-,29,1
S00128134,92,24,24,-,-,-,-,-,-,-,38,6
S00128135,90,16,21,-,1,-,-,-,-,-,46,6
S00128136,99,28,32,6,-,-,-,-,-,-,30,3
S00128137,158,44,45,8,-,2,-,6,1,-,42,10
S00128138,52,19,10,4,-,-,-,-,6,-,11,2
S00128139,100,25,29,5,-,-,-,-,-,-,30,11
S00128140,96,25,16,2,-,6,-,4,2,1,26,14
S00128141,113,27,23,-,-,-,-,-,-,-,55,8
S00128142,60,24,9,3,-,-,-,-,-,-,13,11
S00128143,57,35,9,3,-,-,-,-,-,-,7,3
S00128144,210,79,40,6,-,1,-,6,10,-,56,12
S00128145,101,37,14,3,-,-,-,1,2,-,39,5
S00128146,139,43,29,7,-,2,-,10,-,2,36,10
S00128147,94,26,22,5,-,-,-,-,-,-,35,6
S00128148,86,14,22,-,2,-,-,-,-,-,39,9
S00128149,71,29,19,-,-,-,-,-,-,-,20,3
S00128150,117,27,32,8,-,2,-,-,-,-,41,7
S00128151,134,25,34,1,-,3,-,8,2,-,56,5
S00128152,115,16,20,5,-,1,-,5,-,1,61,6
S00128153,128,36,29,3,-,3,-,6,-,-,39,12
S00128154,136,27,26,7,-,-,-,1,-,5,64,6
S00128155,104,30,24,-,2,-,-,-,-,-,40,8
S00128156,130,42,17,11,-,-,-,-,-,-,53,7
S00128157,127,41,26,1,-,-,-,-,-,-,50,9
S00128158,76,30,26,-,-,-,-,-,-,-,17,3
S00128159,68,19,19,2,-,-,-,3,2,-,19,4
S00128160,87,41,9,5,-,-,-,-,-,-,30,2
S00128161,123,35,24,-,-,-,-,2,-,-,50,12
S00128162,105,36,28,1,-,-,-,-,7,-,24,9
S00128163,112,24,21,6,1,-,-,-,2,1,52,5
S00128164,72,20,11,1,1,-,-,1,-,-,34,4
S00128165,73,21,16,1,-,-,-,-,-,-,33,2
S00128166,58,7,10,-,3,1,-,-,-,-,28,9
S00128167,74,15,11,4,10,-,-,-,-,-,28,6
S00128168,137,33,32,2,-,-,-,6,-,-,50,14
S00128169,82,23,14,1,-,-,-,-,-,-,37,7
S00128170,143,24,29,8,-,1,-,-,-,-,73,8
S00128171,107,33,24,3,-,-,-,1,-,-,36,10
S00128172,103,26,34,-,-,-,-,-,-,-,42,1
S00128173,108,35,14,-,-,-,-,1,-,-,53,5
S00128174,115,23,25,2,-,-,-,5,-,-,59,1
S00128175,103,14,20,-,-,-,-,-,-,-,61,8
S00128176,118,33,37,3,-,-,-,1,-,-,41,3
S00128177,127,46,31,5,-,-,-,-,-,-,33,12
S00128178,100,30,12,1,-,-,-,-,-,-,50,7
S00128179,81,19,24,1,-,-,-,1,-,-,34,2
S00128180,112,28,20,6,-,-,-,-,-,1,55,2
S00128181,125,50,21,1,-,-,-,-,-,-,44,9
S00128182,91,29,26,1,-,-,-,-,-,1,26,8
S00128183,90,22,18,9,-,-,-,-,-,-,38,3
S00128184,83,33,20,1,-,-,-,-,-,1,27,1
S00128185,225,108,45,7,-,-,-,-,-,-,38,27
S00128186,88,34,33,1,-,-,-,-,-,1,14,5
S00128187,109,32,41,1,-,-,-,12,9,-,12,2
S00128188,92,51,17,1,-,-,-,-,4,-,10,9
S00128189,98,46,14,4,-,-,-,-,4,-,23,7
S00128190,134,54,27,9,-,-,-,-,-,-,34,10
S00128191,87,29,14,1,-,-,-,-,-,-,34,9
S00128192,103,30,21,3,-,-,-,-,-,-,34,15
S00128193,101,22,21,7,-,-,-,1,-,-,43,7
S00128194,106,42,21,6,-,1,-,-,2,-,28,6
S00128195,115,50,18,2,-,-,-,-,-,-,36,9
S00128196,120,42,25,2,-,1,-,-,1,-,41,8
S00128197,154,59,29,1,-,1,-,-,-,-,53,11
S00128198,135,47,24,2,-,-,-,-,-,1,47,14
S00128199,80,26,14,3,-,-,-,-,-,-,21,16
S00128200,93,35,16,6,-,-,-,-,-,-,29,7
S00128201,143,44,28,1,-,2,-,7,2,-,52,7
S00128202,96,43,19,-,-,-,-,-,-,1,18,15
S00128203,103,23,28,2,-,-,-,-,-,-,43,7
S00128204,76,31,12,1,-,-,-,-,5,-,20,7
S00128205,150,50,32,7,1,-,-,-,5,-,47,8
S00128206,165,61,21,9,-,-,-,-,-,-,62,12
S00128207,63,23,8,-,-,-,-,-,-,-,27,5
S00128208,60,20,17,-,-,-,-,-,-,-,20,3
S00128209,62,13,11,3,-,-,-,2,-,-,20,13
S00128210,119,40,30,5,-,-,-,1,7,-,26,10
S00128211,100,28,23,5,-,-,-,-,-,-,38,6
S00128212,78,39,11,3,-,-,-,1,-,-,18,6
S00128213,92,28,31,8,-,-,-,4,-,-,13,8
S00128214,73,35,14,2,-,-,-,-,-,-,16,6
S00128215,57,26,8,1,-,-,-,-,-,-,19,3
S00128216,86,40,15,4,-,-,-,5,-,-,18,4
S00128217,102,43,18,2,-,-,-,-,-,-,31,8
S00128218,94,26,16,6,1,-,-,-,-,-,30,15
S00128219,77,25,8,6,-,-,-,-,-,-,26,12
S00128220,114,47,21,12,-,-,-,-,2,-,26,6
S00128221,111,41,17,5,-,-,-,2,-,-,34,12
S00128222,59,30,6,-,-,-,-,-,-,-,23,-
S00128223,52,15,10,3,-,-,-,-,-,-,19,5
S00128224,109,35,33,3,-,-,-,-,-,1,30,7
S00128225,135,52,29,5,-,-,-,-,5,-,28,16
S00128226,118,47,37,3,1,-,-,-,-,-,20,10
S00128227,112,44,19,6,-,1,-,-,4,-,30,8
S00128228,158,58,32,8,-,1,-,-,-,1,49,9
S00128229,159,47,33,7,-,1,-,1,6,-,57,7
S00128230,109,53,18,7,-,-,-,2,-,-,24,5
S00128231,87,36,26,6,-,-,-,-,-,1,17,1
S00128232,92,37,20,3,-,-,-,-,-,-,30,2
S00128233,134,56,18,5,-,-,-,-,-,-,47,8
S00128234,95,34,23,1,-,-,1,-,-,-,29,7
S00128235,103,30,29,4,-,-,-,-,3,1,30,6
S00128236,148,71,34,8,-,-,-,-,7,-,21,7
S00128237,119,51,25,2,-,1,-,-,-,-,38,2
S00128238,122,59,23,5,-,-,-,-,-,-,29,6
S00128239,154,67,42,12,-,-,-,-,6,-,20,7
S00128240,117,61,25,4,2,-,-,2,-,-,17,6
S00128241,122,70,25,10,-,-,-,-,2,-,15,-
S00128242,186,75,46,8,2,-,-,2,3,-,40,10
S00128243,124,36,33,8,1,-,-,-,11,-,29,6
S00128244,118,49,37,1,-,1,-,7,-,-,20,3
S00128245,91,18,36,1,-,-,-,6,5,-,24,1
S00128246,126,46,16,7,-,-,-,8,9,-,33,7
S00128247,96,30,23,5,-,-,1,-,3,-,27,7
S00128248,77,19,23,3,-,-,-,4,-,-,25,3
S00128249,66,29,12,-,-,-,-,-,-,-,20,5
S00128250,109,42,29,5,1,-,-,-,1,-,25,6
S00128251,158,58,36,3,-,-,-,4,6,-,45,6
S00128252,180,71,33,13,-,-,-,-,4,-,46,13
S00128253,133,50,27,4,-,-,-,7,-,-,36,9
S00128254,166,76,37,-,-,-,-,-,10,-,41,2
S00128255,192,66,51,10,-,-,-,2,9,-,44,10
S00128256,134,28,24,13,1,-,-,1,-,1,53,13
S00128257,149,53,34,4,-,-,-,-,-,-,41,17
S00128258,101,39,11,10,1,-,-,-,-,-,33,7
S00128259,111,17,13,2,-,-,1,-,-,1,59,18
S00128260,84,35,10,8,-,1,-,-,-,-,24,6
S00128261,181,48,15,6,1,-,-,-,-,-,82,29
S00128262,126,50,11,-,-,-,-,-,-,-,57,8
S00128263,93,40,5,5,1,-,-,-,-,-,36,6
S00128264,160,47,12,21,-,-,-,-,-,-,69,11
S00128265,167,72,22,11,-,-,-,1,-,1,54,6
S00128266,163,62,18,12,-,-,-,-,-,-,52,19
S00128267,141,51,11,6,-,-,-,-,4,-,52,17
S00128268,135,48,29,2,-,1,-,-,-,-,43,12
S00128269,92,41,7,3,-,-,-,-,-,-,32,9
S00128270,125,56,36,6,-,2,-,-,-,-,16,9
S00128271,122,36,43,-,1,-,-,-,-,-,36,6
S00128272,131,54,32,6,4,-,-,-,-,-,31,4
S00128273,128,34,33,6,-,-,-,-,-,-,55,-
S00128274,140,64,41,1,-,-,-,-,-,-,32,2
S00128275,144,44,55,2,-,-,-,3,-,-,30,10
S00128276,110,33,23,12,-,-,-,-,-,-,36,6
S00128277,148,63,19,9,1,-,-,-,-,-,46,10
S00128278,122,54,17,8,-,-,-,-,-,-,40,3
S00128279,132,49,10,8,-,-,-,-,-,1,53,11
S00128280,187,78,15,11,-,-,-,-,-,2,70,11
S00128281,128,44,25,5,-,1,1,-,-,-,48,4
S00128282,83,47,7,3,-,-,-,-,-,-,26,-
S00128283,96,28,12,5,-,-,-,8,-,-,34,9
S00128284,98,41,8,5,-,-,-,5,-,-,33,6
S00128285,120,51,24,5,-,-,-,-,-,1,37,2
S00128286,97,47,15,-,-,1,-,-,-,-,31,3
S00128287,105,25,29,1,-,-,-,-,-,-,31,19
S00128288,105,36,22,8,-,-,-,-,-,-,30,9
S00128289,101,27,22,4,-,-,-,1,-,-,40,7
S00128290,76,36,7,3,-,-,-,-,-,-,26,4
S00128291,130,51,19,13,-,-,-,-,-,-,41,6
S00128292,134,43,17,6,-,1,-,-,-,1,56,10
S00128293,124,47,19,11,-,-,-,-,-,-,47,-
S00128294,86,36,17,2,-,-,-,-,-,-,27,4
S00128295,145,49,26,16,-,-,-,-,-,-,36,18
S00128296,135,43,16,3,-,-,-,-,-,-,63,10
S00128297,94,38,18,2,-,-,-,-,-,-,28,8
S00128298,171,63,13,7,-,-,-,-,-,-,82,6
S00128299,84,24,18,3,-,-,-,-,-,-,39,-
S00128300,116,43,15,1,-,-,-,-,-,-,45,12
S00128301,111,36,14,8,-,-,-,5,-,-,42,6
S00128302,155,69,25,16,-,-,-,-,-,-,35,10
S00128303,130,50,12,6,-,-,-,8,-,-,51,3
S00128304,75,41,13,3,-,-,-,-,-,-,13,5
S00128305,180,70,21,9,-,-,-,-,-,-,64,16
S00128306,106,44,11,6,1,-,-,-,-,-,35,9
S00128307,84,28,13,4,-,-,-,-,-,-,37,2
S00128308,143,59,19,8,-,-,-,3,3,-,44,7
S00128309,199,77,39,6,-,-,-,-,-,-,61,16
S00128310,161,74,28,1,-,-,-,-,-,-,31,27
S00128311,133,41,30,7,-,-,-,-,-,-,45,10
S00128312,99,26,34,6,-,-,-,1,-,-,27,5
S00128313,162,61,29,15,-,-,-,-,-,-,47,10
S00128314,133,53,34,2,-,-,-,-,-,-,37,7
S00128315,60,18,12,3,-,-,-,-,-,-,26,1
S00128316,97,39,15,-,1,-,-,7,-,-,30,5
S00128317,136,45,36,5,-,-,-,-,-,-,38,12
S00128318,118,40,23,5,-,-,-,1,-,-,46,3
S00128319,158,67,34,7,-,-,-,-,-,-,45,5
S00128320,165,66,38,7,4,-,-,4,2,-,38,6
S00128321,99,48,16,6,-,-,-,-,-,-,24,5
S00128322,188,65,47,8,-,-,-,-,-,-,52,16
S00128323,166,80,32,7,-,-,-,3,-,-,27,17
S00128324,152,66,26,7,-,1,-,-,-,-,43,9
S00128325,149,79,10,4,-,-,-,-,-,-,42,14
S00128326,172,61,28,6,-,-,-,11,5,-,50,11
S00128327,135,73,29,2,-,-,-,2,-,-,22,7
S00128328,105,51,14,9,-,-,-,-,-,-,23,8
S00128329,106,38,30,6,-,-,-,-,-,-,27,5
S00128330,79,39,8,6,-,-,-,-,-,-,20,6
S00128331,115,56,15,6,-,-,-,4,-,-,24,10
S00128332,120,61,8,14,-,-,-,-,-,2,29,6
S00128333,114,49,24,4,-,-,-,-,-,1,31,5
S00128334,120,44,18,6,-,-,-,-,-,-,43,9
S00128335,76,25,23,1,-,-,-,2,-,-,22,3
S00128336,201,74,51,10,1,-,-,-,-,-,50,15
S00128337,149,73,24,12,-,-,-,5,-,-,28,7
S00128338,116,44,17,-,-,-,-,-,-,-,44,11
S00128339,173,53,28,6,-,2,-,3,-,-,65,16
S00128340,146,50,40,2,1,-,-,-,-,-,45,8
S00128341,107,37,17,5,-,-,-,-,-,-,33,15
S00128342,119,49,21,3,-,-,-,-,-,-,33,13
S00128343,149,56,38,5,-,-,-,-,-,2,40,8
S00128344,117,37,23,2,-,-,-,-,-,-,41,14
S00128345,102,36,28,-,-,-,-,-,-,-,33,5
S00128346,132,52,12,1,-,-,-,-,-,-,58,9
S00128347,98,48,27,-,1,-,-,-,-,-,20,2
S00128348,96,23,16,2,-,-,-,-,-,-,47,8
S00128349,148,60,28,1,-,-,-,4,-,-,43,12
S00128350,156,73,23,6,-,-,-,-,-,1,42,11
S00128351,102,53,30,-,-,-,-,-,-,-,16,3
S00128352,100,20,28,12,-,-,-,-,-,1,33,6
S00128353,92,24,34,-,-,-,-,-,-,-,29,5
S00128354,180,48,47,8,-,-,-,-,-,-,61,16
S00128355,155,65,29,1,-,-,-,-,-,2,53,5
S00128356,142,43,24,7,-,-,-,-,-,-,57,11
S00128357,149,54,29,8,-,-,-,2,-,4,35,17
S00128358,130,60,22,3,-,-,-,3,-,5,18,19
S00128359,155,78,27,11,-,-,-,-,-,1,26,12
S00128360,157,70,27,5,-,-,-,-,-,-,39,16
S00128361,156,44,33,15,-,-,-,-,-,-,60,4
S00128362,176,49,28,7,-,-,-,2,-,-,78,12
S00128363,109,56,21,-,-,-,-,-,-,-,28,4
S00128364,86,21,29,8,-,-,-,-,-,-,23,5
S00128365,108,34,14,6,-,-,-,-,-,-,39,15
S00128366,153,57,30,10,-,-,-,5,5,-,40,6
S00128367,122,30,33,10,1,4,-,-,-,-,40,4
S00128368,84,24,31,2,-,-,-,-,-,-,20,7
S00128369,150,33,41,3,-,-,-,-,-,-,60,13
S00128370,198,49,38,13,-,-,-,-,1,-,82,15
S00128371,121,41,21,4,1,-,-,-,-,-,50,4
S00128372,138,47,27,6,-,1,-,-,-,-,46,11
S00128373,120,44,23,5,-,-,-,-,-,-,43,5
S00128374,95,37,17,1,-,-,-,-,-,-,37,3
S00128375,174,51,39,10,-,-,-,-,-,-,55,19
S00128376,149,57,37,3,-,-,-,5,-,-,36,11
S00128377,124,32,26,3,1,-,-,-,-,1,58,3
S00128378,187,57,55,11,-,-,-,-,-,-,55,9
S00128379,120,40,23,2,1,-,-,-,-,-,42,12
S00128380,96,22,25,-,-,-,-,-,-,-,45,4
S00128381,146,58,43,5,-,-,-,-,-,-,34,6
S00128382,166,60,38,16,-,-,-,-,-,-,35,17
S00128383,152,32,53,4,-,-,-,-,-,-,42,21
S00128384,160,50,26,9,-,-,-,-,-,2,62,11
S00128385,135,37,31,5,2,-,-,-,-,-,51,9
S00128386,122,50,18,10,-,-,-,-,-,-,35,9
S00128387,101,36,23,1,-,-,-,-,-,2,31,8
S00128388,91,35,29,5,-,-,-,-,-,-,13,9
S00128389,95,29,18,1,-,-,-,-,-,-,34,13
S00128390,120,34,44,1,-,-,-,-,-,-,36,5
S00128391,149,42,29,5,-,-,-,-,-,-,59,14
S00128392,168,81,33,7,3,-,-,-,-,-,38,6
S00128393,198,61,34,12,-,-,-,-,-,2,85,4
S00128394,65,23,17,2,-,-,-,1,-,-,13,9
S00128395,85,39,16,7,-,-,-,-,-,-,17,6
S00128396,100,24,30,1,-,-,-,-,1,-,35,9
S00128397,91,29,7,8,-,-,-,-,-,1,44,2
S00128398,132,50,35,5,-,-,-,2,-,-,33,7
S00128399,135,37,29,3,-,-,-,-,-,-,61,5
S00128400,130,46,26,2,1,-,-,-,-,-,46,9
S00128401,133,40,15,3,-,-,-,1,-,-,69,5
S00128402,65,26,19,1,-,-,-,-,-,-,18,1
S00128403,182,64,45,6,-,-,-,2,-,-,53,12
S00128404,168,44,55,11,-,-,-,-,-,2,43,13
S00128405,122,53,25,4,-,-,-,-,-,-,38,2
S00128406,178,51,41,15,-,-,-,-,-,-,59,12
S00128407,197,68,46,3,-,-,-,-,-,-,61,19
S00128408,96,24,25,8,-,-,-,2,-,-,28,9
S00128409,84,30,16,6,-,-,-,-,-,-,29,3
S00128410,67,27,13,7,-,-,-,-,6,-,10,4
S00128411,192,94,31,6,-,-,-,-,-,-,48,13
S00128412,88,38,13,-,-,-,1,-,-,-,29,7
S00128413,109,43,23,2,-,-,-,-,-,-,30,11
S00128414,95,42,13,3,-,-,-,-,-,-,33,4
S00128415,148,67,25,5,-,-,-,6,-,-,31,14
S00128416,107,49,25,2,-,-,-,-,1,-,27,3
S00128417,97,50,20,3,-,-,-,-,-,-,22,2
S00128418,106,48,23,8,-,-,-,-,-,-,23,4
S00128419,94,51,8,1,-,-,-,-,-,-,27,7
S00128420,142,45,25,5,1,-,-,-,-,-,62,4
S00128421,154,71,27,4,-,-,-,-,-,1,39,12
S00128422,188,77,37,12,-,-,-,-,-,-,44,18
S00128423,186,87,28,7,-,-,-,-,-,-,50,14
S00128424,143,46,27,5,-,-,-,-,-,-,53,12
S00128425,200,94,25,14,-,-,-,-,-,1,60,6
S00128426,150,60,17,4,-,-,-,-,-,-,47,22
S00128427,158,86,18,10,-,-,-,-,-,-,37,7
S00128428,119,30,20,17,1,-,-,-,-,1,38,12
S00128429,162,75,18,6,1,-,-,-,-,-,46,16
S00128430,150,69,17,5,-,-,-,-,-,1,47,11
S00128431,125,58,16,6,-,-,-,-,-,-,37,8
S00128432,94,47,8,5,-,-,-,-,-,-,25,9
S00128433,67,30,11,1,-,-,-,-,-,-,21,4
S00128434,85,26,15,7,-,-,-,-,-,-,34,3
S00128435,135,46,22,2,-,-,-,-,-,-,48,17
S00128436,130,50,23,3,-,-,-,5,-,-,35,14
S00128437,92,40,11,-,-,-,-,-,-,-,31,10
S00128438,113,44,13,7,-,-,-,1,-,-,43,5
S00128439,105,40,28,2,2,-,-,2,-,-,30,1
S00128440,141,67,22,1,-,-,-,-,-,-,42,9
S00128441,143,79,12,7,-,-,-,-,-,1,34,10
S00128442,80,52,13,1,-,-,-,-,-,-,13,1
S00128443,106,47,20,-,-,-,-,-,-,-,30,9
S00128444,189,96,29,7,-,-,-,-,-,-,39,18
S00128445,141,63,16,8,-,-,-,-,-,-,47,7
S00128446,128,70,6,8,-,-,-,-,-,-,40,4
S00128447,218,95,44,5,-,-,-,-,-,-,60,14
S00128448,187,71,31,14,-,-,1,-,-,1,56,13
S00128449,132,79,18,3,-,-,-,-,-,-,27,5
S00128450,162,84,22,14,-,-,-,-,-,-,30,12
S00128451,186,65,22,10,-,-,-,-,-,-,71,18
S00128452,136,58,22,2,5,-,1,-,-,-,41,7
S00128453,92,28,31,2,-,2,-,-,-,1,21,7
S00128454,119,36,35,6,-,-,-,-,4,-,32,6
S00128455,109,18,34,-,-,-,-,1,-,-,46,10
S00128456,190,32,47,15,-,3,-,11,3,-,73,6
S00128457,85,25,8,3,-,-,-,-,-,-,42,7
S00128458,127,55,25,6,-,-,-,-,-,-,33,8
S00128459,57,14,13,3,-,-,-,-,-,-,24,3
S00128460,98,30,22,13,-,-,-,-,-,-,28,5
S00128461,75,12,19,5,-,3,-,-,-,-,29,7
S00128462,87,22,32,-,-,-,-,-,2,-,25,6
S00128463,122,45,30,4,-,2,-,-,1,-,35,5
S00128464,72,15,8,8,1,-,-,1,-,1,34,4
S00128465,88,39,13,-,-,-,-,5,-,-,27,4
S00128466,98,44,18,2,1,-,-,-,-,-,29,4
S00128467,60,28,11,1,-,-,-,-,-,-,14,6
S00128468,125,42,17,12,1,-,-,-,-,-,46,7
S00128469,116,35,6,16,-,-,-,-,-,-,43,16
S00128470,148,41,31,12,-,1,-,1,-,-,57,5
S00128471,81,26,7,10,-,-,-,-,-,-,35,3
S00128472,75,15,7,3,-,-,-,1,-,-,41,8
S00128473,150,58,6,10,-,-,-,3,-,-,57,16
S00128474,132,48,17,18,-,-,-,-,-,1,39,9
S00128475,64,17,11,12,-,-,-,-,-,-,21,3
S00128476,150,70,20,5,-,-,-,-,-,-,44,11
S00128477,125,36,19,3,-,-,-,1,-,5,55,6
S00128478,59,33,4,5,-,-,1,-,-,-,13,3
S00128479,83,35,16,2,-,2,-,4,-,-,22,2
S00128480,150,66,31,1,1,-,-,-,-,-,43,8
S00128481,98,31,18,4,-,-,-,-,-,-,44,1
S00128482,85,48,17,4,-,-,-,-,-,-,8,8
S00128483,86,35,17,7,-,-,-,2,-,-,20,5
S00128484,61,23,14,1,-,-,-,-,-,-,20,3
S00128485,68,16,15,-,-,-,-,-,-,-,36,1
S00128486,104,42,12,-,-,-,-,-,-,-,40,10
S00128487,162,60,33,8,-,-,-,1,-,-,51,9
S00128488,199,55,75,-,2,-,-,-,-,-,49,18
S00128489,137,60,24,5,-,-,-,-,-,-,34,14
S00128490,111,55,19,-,-,-,-,-,-,-,33,4
S00128491,131,62,19,4,-,-,-,-,5,-,39,2
S00128492,60,18,8,8,-,-,-,-,-,-,25,1
S00128493,74,32,12,5,-,-,-,-,-,-,24,1
S00128494,79,38,12,-,-,-,-,-,-,-,20,9
S00128495,129,43,24,6,-,-,1,1,-,-,47,7
S00128496,150,74,31,1,-,-,-,-,-,-,35,9
S00128497,119,36,29,9,1,-,-,-,-,-,39,5
S00128498,194,60,53,1,-,-,-,-,-,-,72,8
S00128499,135,43,45,4,-,-,1,-,-,1,31,10
S00128500,109,48,18,4,-,-,-,-,-,-,33,6
S00128501,82,31,24,4,-,-,-,-,-,-,20,3
S00128502,163,58,28,10,-,1,-,-,-,-,57,9
S00128503,110,28,37,1,-,-,-,-,-,-,42,2
S00128504,89,31,23,6,-,-,-,-,-,-,27,2
S00128505,61,13,15,9,-,-,-,-,-,-,21,3
S00128506,93,37,10,7,-,-,-,-,-,-,25,14
S00128507,78,7,18,-,-,-,-,-,-,-,45,8
S00128508,70,22,15,1,-,-,-,-,-,-,32,-
S00128509,96,41,29,1,-,-,-,1,-,1,21,2
S00128510,143,55,49,-,-,-,-,-,-,-,33,6
S00128511,84,28,20,7,-,-,-,-,-,-,21,8
S00128512,75,36,10,-,-,-,-,-,-,-,18,11
S00128513,115,59,13,5,-,-,-,-,-,-,23,15
S00128514,81,41,23,-,-,-,-,-,-,-,14,3
S00128515,128,59,18,10,-,-,-,-,-,-,30,11
S00128516,121,48,38,-,-,-,-,-,-,-,28,7
S00128517,57,16,14,1,1,-,-,-,-,-,21,4
S00128518,50,13,18,-,-,-,-,-,-,-,18,1
S00128519,91,26,38,2,-,-,-,-,-,-,22,3
S00128520,81,30,23,5,-,-,-,-,-,2,14,7
S00128521,131,28,39,7,-,-,-,-,-,-,41,16
S00128522,64,25,19,-,-,-,-,-,-,-,12,8
S00128523,67,23,16,2,-,-,-,-,-,-,23,3
S00128524,117,48,28,3,-,-,-,-,-,-,31,7
S00128525,71,15,17,1,-,-,-,1,-,-,32,5
S00128526,59,11,15,1,-,-,-,-,1,-,28,3
S00128527,103,23,19,5,-,-,-,-,1,-,41,14
S00128528,91,15,28,1,-,-,-,-,-,-,36,11
S00128529,279,35,39,19,5,9,5,16,-,-,140,11
S00128530,153,69,22,11,-,-,-,-,-,-,36,15
S00128531,86,21,27,5,-,-,-,-,-,-,26,7
S00128532,64,27,8,3,-,-,1,1,-,-,17,7
S00128533,149,46,51,6,-,-,-,-,-,1,44,1
S00128534,101,45,10,2,-,-,-,6,-,-,26,12
S00128535,51,14,15,1,-,-,-,5,-,-,12,4
S00128536,85,25,26,4,-,-,-,-,-,-,27,3
S00128537,179,77,36,6,-,-,-,-,-,-,49,11
S00128538,114,36,26,-,-,-,1,-,-,-,39,12
S00128539,177,69,30,6,-,-,-,-,-,-,58,14
S00128540,101,22,15,3,-,-,-,-,-,-,17,44
S00128541,317,171,53,13,1,1,1,-,-,-,51,26
S00128542,56,25,22,-,-,-,-,-,-,-,7,2
S00128543,186,80,17,3,-,-,-,-,-,-,72,14
