oa_code,All households,One person household: Aged 65 and over,One person household: Aged under 65,One family only: All aged 65 and over,One family only: Married or same-sex civil partnership couple: No children,One family only: Married or same-sex civil partnership couple: With dependent children,One family only: Married or same-sex civil partnership couple: All children non-dependent,One family only: Cohabiting couple: No children,One family only: Cohabiting couple: With dependent children,One family only: Cohabiting couple: All children non-dependent,One family only: Lone parent: With dependent children,One family only: Lone parent: All children non-dependent,Other households: With dependent children,Other households: All full-time students,Other households: All aged 65 and over,Other households: Other
S00122249,51,25,12,6,2,-,1,1,-,1,-,2,-,-,-,1
S00122250,52,11,20,2,2,2,3,3,1,-,4,2,2,-,-,-
S00122251,36,6,9,2,6,7,3,-,1,-,1,1,-,-,-,-
S00122252,63,10,5,4,11,10,11,1,2,-,3,3,2,-,1,-
S00122253,69,11,12,5,10,15,5,1,1,-,2,3,2,-,-,2
S00122254,52,8,8,3,10,6,11,-,-,-,5,1,-,-,-,-
S00122255,54,22,9,9,1,1,3,-,1,-,3,5,-,-,-,-
S00122256,47,29,5,5,5,-,-,-,-,1,-,1,-,-,-,1
S00122257,34,4,5,5,8,2,6,1,-,-,2,-,-,-,-,1
S00122258,56,7,10,4,6,6,9,1,-,-,4,3,2,-,-,4
S00122259,40,3,16,-,4,2,3,5,2,-,2,2,1,-,-,-
S00122260,50,4,3,6,11,13,6,1,1,1,1,1,1,-,-,1
S00122261,52,11,4,9,3,10,2,1,1,-,6,2,2,-,-,1
S00122262,45,5,3,6,7,3,6,2,4,1,-,1,4,-,-,3
S00122263,56,11,7,3,10,6,5,1,1,-,7,5,-,-,-,-
S00122264,25,3,4,4,2,2,1,1,1,-,2,3,2,-,-,-
S00122265,33,7,3,6,3,4,6,1,1,-,-,1,-,-,-,1
S00122266,44,4,17,1,3,4,2,2,-,1,9,1,-,-,-,-
S00122267,61,10,8,9,8,8,8,-,-,-,4,2,3,-,-,1
S00122268,40,2,12,-,3,4,2,1,1,-,9,6,-,-,-,-
S00122269,42,6,4,3,10,8,5,1,-,1,-,4,-,-,-,-
S00122270,44,12,2,11,6,6,4,1,1,-,1,-,-,-,-,-
S00122271,44,7,2,8,10,11,2,2,1,-,1,-,-,-,-,-
S00122272,43,8,7,8,2,8,-,-,2,1,5,1,-,-,-,1
S00122273,85,6,61,3,4,1,-,2,3,-,-,4,-,-,-,1
S00122274,45,3,36,-,3,1,-,1,1,-,-,-,-,-,-,-
S00122275,62,30,23,3,3,1,1,1,-,-,-,-,-,-,-,-
S00122276,72,9,35,7,3,-,-,7,1,1,6,1,1,-,1,-
S00122277,53,1,37,-,-,2,3,2,2,-,4,1,-,-,-,1
S00122278,45,7,22,1,3,-,-,2,1,-,4,4,1,-,-,-
S00122279,50,9,29,1,1,1,1,3,-,-,3,1,-,-,-,1
S00122280,53,17,14,10,4,3,-,1,-,1,1,-,-,-,-,2
S00122281,45,8,28,-,1,1,-,5,1,-,1,-,-,-,-,-
S00122282,43,8,17,2,2,4,1,4,2,-,2,1,-,-,-,-
S00122283,41,9,23,-,2,3,-,3,-,-,-,1,-,-,-,-
S00122284,43,5,19,-,5,4,1,1,2,-,3,3,-,-,-,-
S00122285,63,26,26,2,3,-,-,-,-,-,2,-,-,-,4,-
S00122286,35,4,19,-,3,3,-,1,1,-,2,2,-,-,-,-
S00122287,46,17,15,2,5,3,2,-,-,-,1,1,-,-,-,-
S00122288,48,7,13,6,7,2,3,-,5,-,1,2,-,-,1,1
S00122289,53,13,25,2,6,-,1,1,3,-,1,1,-,-,-,-
S00122290,43,8,19,3,-,2,-,-,2,-,5,1,-,-,1,2
S00122291,40,6,12,1,3,2,-,6,4,-,2,2,2,-,-,-
S00122292,68,10,32,4,7,4,3,3,1,-,1,2,1,-,-,-
S00122293,52,9,23,5,6,-,2,1,2,-,1,2,1,-,-,-
S00122294,66,8,23,2,9,3,3,3,3,-,9,3,-,-,-,-
S00122295,42,7,15,2,3,2,-,1,3,-,5,2,-,-,-,2
S00122296,39,3,24,-,3,2,3,1,-,-,2,-,-,-,-,1
S00122297,61,12,13,3,6,7,-,2,6,-,4,1,2,-,3,2
S00122298,59,5,17,4,11,1,1,3,2,-,5,6,1,-,1,2
S00122299,48,1,12,-,2,6,-,1,4,-,11,6,3,-,1,1
S00122300,38,2,18,-,1,1,-,1,2,1,3,2,-,-,-,7
S00122301,47,5,14,-,3,1,-,-,5,-,17,2,-,-,-,-
S00122302,43,9,5,4,4,5,2,-,1,1,5,3,4,-,-,-
S00122303,41,-,3,7,3,5,1,-,5,-,7,5,2,-,-,3
S00122304,49,6,5,3,6,6,2,2,7,-,8,2,2,-,-,-
S00122305,59,11,14,2,4,3,3,3,3,1,5,7,2,-,-,1
S00122306,55,4,14,2,3,7,5,1,5,-,7,4,2,-,-,1
S00122307,56,14,6,9,10,8,3,1,2,-,1,2,-,-,-,-
S00122308,47,3,8,4,5,3,3,1,3,-,10,4,2,-,-,1
S00122309,50,2,6,5,7,6,4,2,2,-,9,5,1,-,-,1
S00122310,62,7,14,2,5,4,4,3,4,-,11,6,1,-,-,1
S00122311,47,10,7,3,5,4,-,3,4,-,7,-,2,-,-,2
S00122312,42,4,6,2,8,3,2,3,2,-,6,5,-,-,-,1
S00122313,62,8,15,4,6,8,2,1,3,2,3,6,1,-,1,2
S00122314,39,5,7,1,5,3,2,1,2,-,7,4,-,-,-,2
S00122315,57,7,6,1,8,13,5,1,1,-,8,5,1,-,-,1
S00122316,45,1,3,3,2,4,1,2,5,1,17,5,-,-,-,1
S00122317,50,7,6,3,2,6,5,2,3,-,10,4,2,-,-,-
S00122318,41,5,3,4,3,5,4,2,1,2,5,6,-,-,-,1
S00122319,59,5,9,3,5,4,7,2,2,1,11,5,2,-,-,3
S00122320,54,8,4,9,6,6,1,1,3,-,8,5,3,-,-,-
S00122321,50,9,6,3,6,7,4,2,3,-,6,2,-,-,1,1
S00122322,69,11,8,10,8,6,9,2,1,-,7,2,4,-,-,1
S00122323,63,10,11,5,6,8,8,1,1,-,6,5,2,-,-,-
S00122324,36,3,4,5,7,3,4,1,2,-,4,1,1,-,-,1
S00122325,44,5,6,2,6,9,1,3,2,-,3,3,1,-,-,3
S00122326,67,12,7,8,9,7,11,3,1,2,3,4,-,-,-,-
S00122327,64,19,8,4,3,7,4,1,4,-,7,3,3,-,-,1
S00122328,52,5,22,1,2,3,2,-,2,-,7,6,1,-,-,1
S00122329,26,2,6,-,-,2,1,1,3,-,7,4,-,-,-,-
S00122330,57,2,6,7,8,8,8,2,3,-,6,5,1,-,-,1
S00122331,52,1,9,1,8,7,3,-,6,2,10,3,-,-,1,1
S00122332,48,2,9,2,2,9,5,1,4,1,6,5,1,-,-,1
S00122333,41,3,5,3,2,6,4,3,2,-,7,4,2,-,-,-
S00122334,47,7,8,2,2,-,5,3,7,1,7,4,-,-,-,1
S00122335,34,1,1,-,7,15,2,2,3,-,2,-,-,-,-,1
S00122336,47,2,10,2,1,2,5,1,3,1,14,4,1,-,-,1
S00122337,44,6,14,3,1,4,5,1,3,1,2,4,-,-,-,-
S00122338,43,6,15,1,5,4,1,2,2,1,4,1,1,-,-,-
S00122339,46,6,8,1,2,3,1,-,4,-,11,4,3,-,-,3
S00122340,40,5,7,5,7,3,5,-,2,1,2,3,-,-,-,-
S00122341,49,7,8,1,3,5,3,2,2,1,11,3,3,-,-,-
S00122342,73,7,17,-,6,7,6,1,4,1,15,4,1,-,1,3
S00122343,58,3,15,1,3,8,1,2,8,-,14,2,-,-,-,1
S00122344,48,7,12,-,1,4,4,-,2,-,16,-,1,-,-,1
S00122345,30,6,9,2,2,-,1,1,1,-,7,1,-,-,-,-
S00122346,53,3,21,-,2,4,2,1,3,-,11,2,1,-,1,2
S00122347,51,1,10,-,8,9,2,6,3,-,8,-,2,-,-,2
S00122348,57,9,9,3,12,9,1,3,4,-,-,4,1,-,-,2
S00122349,71,13,19,4,14,11,3,-,-,-,5,1,-,-,1,-
S00122350,56,8,27,5,3,1,-,6,1,-,4,-,1,-,-,-
S00122351,41,2,13,2,3,5,1,1,1,-,7,4,-,-,-,2
S00122352,49,6,20,3,5,2,1,2,1,-,6,1,2,-,-,-
S00122353,49,6,8,1,6,5,2,2,2,1,12,2,2,-,-,-
S00122354,58,6,8,6,8,8,8,1,2,1,6,4,-,-,-,-
S00122355,76,10,12,7,7,8,8,-,3,1,15,5,-,-,-,-
S00122356,74,9,32,4,9,2,-,5,3,-,6,1,-,-,1,2
S00122357,71,16,25,-,3,4,4,2,4,1,10,1,1,-,-,-
S00122358,74,6,23,1,10,5,2,8,5,-,7,1,-,-,-,6
S00122359,42,7,10,4,7,2,2,4,-,-,3,2,1,-,-,-
S00122360,32,6,4,1,11,4,4,1,-,-,1,-,-,-,-,-
S00122361,52,9,6,10,9,4,3,1,1,-,5,2,1,-,1,-
S00122362,60,7,2,9,15,12,9,2,1,-,1,1,-,-,-,1
S00122363,44,1,10,5,9,7,7,2,1,-,1,1,-,-,-,-
S00122364,48,13,6,9,3,3,3,3,2,-,4,2,-,-,-,-
S00122365,41,7,21,1,3,-,2,1,2,-,3,1,-,-,-,-
S00122366,51,14,13,3,2,3,1,1,4,1,7,2,-,-,-,-
S00122367,67,10,16,6,8,5,4,9,1,-,4,2,1,-,-,1
S00122368,39,6,11,2,2,5,5,-,1,-,3,4,-,-,-,-
S00122369,47,9,11,4,3,1,1,2,1,-,8,5,1,-,1,-
S00122370,76,9,7,15,16,10,6,3,2,1,3,3,-,-,-,1
S00122371,45,5,7,3,12,7,2,1,1,-,2,1,-,-,1,3
S00122372,80,11,13,4,17,10,7,1,6,-,7,3,1,-,-,-
S00122373,53,6,14,4,8,2,-,1,2,-,7,7,-,-,-,2
S00122374,74,5,2,8,16,14,10,1,2,-,5,6,4,-,-,1
S00122375,67,10,3,20,13,9,7,-,-,-,-,2,2,-,-,1
S00122376,57,9,10,9,6,6,6,-,3,-,4,2,1,-,1,-
S00122377,51,6,6,5,6,10,4,1,5,-,4,3,-,-,-,1
S00122378,54,6,2,5,7,7,7,3,4,-,8,5,-,-,-,-
S00122379,41,8,12,2,2,-,-,4,1,-,8,4,-,-,-,-
S00122380,52,5,17,5,6,4,1,4,3,1,4,-,-,-,-,2
S00122381,46,3,9,1,1,3,5,-,3,1,9,4,5,-,-,2
S00122382,34,8,12,1,1,3,-,3,-,-,4,1,-,-,-,1
S00122383,54,8,24,1,6,2,2,2,1,1,4,1,-,-,-,2
S00122384,43,-,7,-,2,15,2,3,4,-,9,1,-,-,-,-
S00122385,46,8,14,3,4,6,2,1,1,1,2,3,-,-,-,1
S00122386,44,4,15,1,3,1,1,3,2,-,11,2,-,-,-,1
S00122387,45,5,14,3,3,4,1,1,6,-,7,1,-,-,-,-
S00122388,49,4,11,1,6,5,2,1,4,-,11,2,-,-,-,2
S00122389,56,1,4,-,4,6,4,-,1,3,26,4,2,-,-,1
S00122390,69,5,16,1,6,4,2,1,5,-,22,2,4,-,1,-
S00122391,66,6,7,8,2,7,7,2,5,-,11,5,3,-,-,3
S00122392,47,6,6,5,4,9,6,2,1,-,3,3,2,-,-,-
S00122393,50,4,7,5,7,5,6,5,3,-,4,1,3,-,-,-
S00122394,52,3,9,3,2,5,5,2,2,-,7,6,4,-,-,4
S00122395,58,4,6,2,4,6,5,4,7,-,9,7,1,-,-,3
S00122396,60,-,20,3,3,6,1,-,8,2,14,-,2,-,-,1
S00122397,57,3,14,1,4,4,3,-,4,-,19,4,1,-,-,-
S00122398,50,6,12,1,3,5,3,1,3,-,9,4,1,-,-,2
S00122399,47,4,8,2,5,7,6,3,1,-,5,5,1,-,-,-
S00122400,38,5,5,3,8,-,1,1,3,-,10,1,-,-,-,1
S00122401,77,6,27,1,7,5,3,4,3,1,11,6,1,-,-,2
S00122402,52,5,9,6,3,5,3,2,6,-,6,4,2,-,-,1
S00122403,46,6,3,4,4,9,3,1,1,-,8,3,3,-,-,1
S00122404,62,7,10,2,5,9,1,2,5,2,13,3,1,-,-,2
S00122405,29,2,8,1,4,2,3,-,-,-,6,2,-,-,-,1
S00122406,56,11,14,4,10,2,4,2,1,-,5,3,-,-,-,-
S00122407,51,1,16,-,1,11,3,3,2,-,9,3,1,-,-,1
S00122408,59,8,7,1,12,4,5,1,5,-,10,2,2,-,-,2
S00122409,59,4,4,4,4,6,12,2,2,-,11,5,3,-,1,1
S00122410,48,11,6,2,13,4,2,-,3,-,4,2,1,-,-,-
S00122411,57,-,8,4,4,8,6,2,5,2,14,3,-,-,-,1
S00122412,60,5,7,7,7,11,1,-,2,-,15,3,1,-,-,1
S00122413,61,3,11,5,10,8,11,3,4,-,3,2,-,-,-,1
S00122414,47,3,10,1,13,8,7,1,1,-,-,1,1,-,-,1
S00122415,46,4,9,1,10,4,6,3,-,-,5,3,1,-,-,-
S00122416,47,3,7,5,8,7,4,4,3,-,3,2,-,-,1,-
S00122417,52,6,10,8,4,1,12,2,1,-,6,-,1,-,-,1
S00122418,54,12,6,5,12,7,7,2,-,-,1,-,-,-,-,2
S00122419,70,25,14,10,6,6,1,4,1,-,1,2,-,-,-,-
S00122420,65,1,7,5,14,17,7,1,3,1,4,2,3,-,-,-
S00122421,49,3,6,8,15,5,4,1,1,-,2,4,-,-,-,-
S00122422,29,6,2,3,7,3,3,1,1,-,1,2,-,-,-,-
S00122423,67,5,3,10,18,12,6,2,4,1,3,2,1,-,-,-
S00122424,45,4,11,4,6,6,4,2,-,-,2,3,2,-,1,-
S00122425,69,3,4,14,20,9,14,-,1,-,1,2,-,-,-,1
S00122426,27,5,2,1,8,5,3,-,1,-,-,1,-,-,1,-
S00122427,37,2,8,1,4,2,2,6,1,2,6,2,1,-,-,-
S00122428,50,7,11,2,8,2,2,-,-,-,9,5,1,-,-,3
S00122429,58,18,12,12,2,5,2,2,1,-,2,2,-,-,-,-
S00122430,66,1,21,-,2,6,2,2,5,-,19,6,2,-,-,-
S00122431,63,8,5,8,9,7,4,4,4,1,7,1,3,-,-,2
S00122432,73,2,18,-,6,8,4,5,8,-,15,3,3,-,1,-
S00122433,34,4,5,1,5,2,2,2,1,-,6,3,2,-,-,1
S00122434,25,1,-,-,4,4,2,-,2,-,3,4,3,-,1,1
S00122435,23,-,5,3,4,1,2,2,1,-,2,1,1,-,-,1
S00122436,71,39,12,9,5,1,1,-,-,-,1,-,-,-,-,3
S00122437,73,18,29,3,8,6,1,1,-,-,2,2,-,-,1,2
S00122438,46,11,16,4,2,3,3,3,-,-,1,1,-,-,-,2
S00122439,40,6,6,2,3,7,4,-,2,3,6,-,1,-,-,-
S00122440,42,3,5,2,6,4,3,5,4,-,7,1,-,-,-,2
S00122441,50,15,5,7,9,3,5,1,2,-,2,1,-,-,-,-
S00122442,49,16,7,5,6,2,4,-,5,-,2,1,1,-,-,-
S00122443,54,12,8,4,4,6,5,2,3,1,5,2,-,-,-,2
S00122444,49,4,12,5,8,4,4,1,-,-,8,3,-,-,-,-
S00122445,38,5,6,1,5,2,3,4,-,1,7,2,-,-,-,2
S00122446,49,2,16,1,9,2,1,1,3,-,10,2,-,-,-,2
S00122447,44,2,15,1,2,6,2,1,3,-,3,6,2,-,-,1
S00122448,61,5,16,1,9,6,1,1,6,1,5,4,3,-,-,3
S00122449,54,20,11,1,-,2,1,2,1,1,9,4,2,-,-,-
S00122450,37,23,2,1,2,1,1,3,1,-,2,1,-,-,-,-
S00122451,75,15,13,10,8,10,4,1,2,1,7,2,2,-,-,-
S00122452,63,9,13,1,12,6,5,2,4,-,4,6,-,-,-,1
S00122453,55,5,17,2,2,5,2,2,1,2,15,1,1,-,-,-
S00122454,26,4,5,-,3,4,3,-,1,-,4,1,1,-,-,-
S00122455,37,7,7,4,7,3,4,-,1,-,-,4,-,-,-,-
S00122456,48,4,9,2,4,3,2,2,3,-,14,-,3,-,-,2
S00122457,48,6,17,3,1,3,2,2,1,-,6,5,2,-,-,-
S00122458,40,15,6,9,2,3,1,-,1,-,1,-,2,-,-,-
S00122459,43,8,7,4,6,2,2,3,2,-,7,1,-,-,-,1
S00122460,47,4,17,4,2,2,2,3,4,1,4,3,1,-,-,-
S00122461,64,12,15,4,3,5,3,4,7,-,6,1,2,-,1,1
S00122462,69,8,19,10,18,6,1,2,1,1,1,1,1,-,-,-
S00122463,60,3,19,4,3,5,1,5,9,-,6,3,-,-,-,2
S00122464,66,13,24,4,4,2,1,2,3,-,8,1,1,-,1,2
S00122465,60,6,12,6,8,6,9,3,2,-,1,1,1,-,-,5
S00122466,51,6,16,4,6,6,2,4,1,-,4,-,1,-,-,1
S00122467,52,9,6,10,9,3,7,1,-,1,4,1,1,-,-,-
S00122468,80,6,41,-,3,2,3,2,5,-,13,2,-,-,-,3
S00122469,65,12,14,1,9,4,1,5,3,-,9,4,1,-,1,1
S00122470,51,6,4,3,8,4,5,4,4,1,4,6,-,-,-,2
S00122471,50,4,11,5,5,6,5,1,4,-,2,6,1,-,-,-
S00122472,42,4,9,2,5,4,6,-,-,1,6,-,2,-,-,3
S00122473,38,7,7,2,4,4,1,1,1,-,7,2,1,-,-,1
S00122474,69,11,16,5,6,12,5,-,2,-,9,3,-,-,-,-
S00122475,69,14,8,4,8,5,4,3,4,1,11,3,3,-,-,1
S00122476,54,12,13,2,6,4,6,-,4,-,3,3,-,-,-,1
S00122477,35,3,13,1,-,6,-,-,5,-,5,1,-,-,-,1
S00122478,77,9,9,4,18,7,4,-,4,-,13,4,3,-,-,2
S00122479,42,3,5,-,11,11,5,1,1,-,2,3,-,-,-,-
S00122480,67,11,27,2,10,7,2,3,1,-,2,1,1,-,-,-
S00122481,40,4,11,1,4,4,3,1,2,2,5,2,1,-,-,-
S00122482,44,13,4,4,8,5,3,1,1,1,2,-,-,-,-,2
S00122483,42,7,2,10,10,5,4,-,1,-,2,1,-,-,-,-
S00122484,42,8,5,3,7,5,3,3,1,-,4,2,1,-,-,-
S00122485,47,11,5,1,8,2,8,3,-,1,5,3,-,-,-,-
S00122486,44,1,4,2,5,10,2,-,3,1,8,5,1,-,-,2
S00122487,40,-,1,2,3,8,3,-,5,4,10,3,1,-,-,-
S00122488,48,4,6,1,5,11,7,1,5,1,5,-,1,-,-,1
S00122489,46,6,8,1,3,6,2,-,2,1,10,5,1,-,-,1
S00122490,41,7,2,3,2,1,7,5,4,1,7,1,1,-,-,-
S00122491,43,5,5,2,-,8,1,-,1,-,15,3,2,-,-,1
S00122492,43,3,5,3,6,8,2,-,-,1,6,5,1,-,1,2
S00122493,51,3,9,2,9,4,7,1,4,-,3,7,1,-,-,1
S00122494,45,3,5,2,5,6,6,1,3,1,10,2,1,-,-,-
S00122495,45,19,4,5,7,3,1,2,-,-,1,3,-,-,-,-
S00122496,48,2,3,-,3,12,6,4,7,-,4,4,1,-,-,2
S00122497,55,12,3,13,17,6,1,-,1,-,2,-,-,-,-,-
S00122498,45,3,7,1,7,8,-,-,3,-,11,2,2,-,-,1
S00122499,63,9,3,16,13,11,8,-,1,-,-,2,-,-,-,-
S00122500,61,6,4,11,13,9,6,1,3,2,1,4,1,-,-,-
S00122501,42,6,4,6,11,6,3,1,2,-,-,3,-,-,-,-
S00122502,45,-,3,-,5,17,3,7,4,-,4,1,1,-,-,-
S00122503,38,8,2,6,8,6,-,1,1,-,3,1,1,-,-,1
S00122504,46,7,29,-,2,1,-,2,-,-,3,-,-,-,-,2
S00122505,54,8,20,7,7,-,-,3,1,-,5,2,-,-,-,1
S00122506,44,7,12,2,3,6,2,1,2,-,5,3,-,-,-,1
S00122507,73,10,3,13,20,10,7,5,1,-,-,1,-,1,-,2
S00122508,65,11,9,14,13,8,2,1,-,-,2,1,-,-,1,3
S00122509,52,5,6,8,14,11,5,-,1,-,-,-,1,-,-,1
S00122510,56,7,1,17,13,9,3,2,2,-,1,1,-,-,-,-
S00122511,48,6,3,10,12,8,3,1,1,-,1,2,-,-,-,1
S00122512,64,9,4,13,14,11,4,-,3,-,2,1,1,-,-,2
S00122513,35,5,3,7,11,1,3,1,1,-,2,-,-,-,1,-
S00122514,47,6,5,11,13,4,5,1,1,-,-,1,-,-,-,-
S00122515,35,6,12,1,5,2,3,2,1,-,2,1,-,-,-,-
S00122516,54,12,7,-,11,9,6,2,-,-,3,3,1,-,-,-
S00122517,42,1,6,6,7,13,3,-,2,-,-,3,1,-,-,-
S00122518,32,5,3,5,8,9,-,-,1,-,-,-,-,-,-,1
S00122519,50,13,12,10,4,2,-,1,-,-,3,5,-,-,-,-
S00122520,40,7,7,5,3,6,3,-,3,-,3,1,-,-,1,1
S00122521,69,14,17,9,10,8,4,-,-,-,5,1,1,-,-,-
S00122522,50,16,13,5,7,1,1,3,1,-,3,-,-,-,-,-
S00122523,53,3,4,9,16,8,3,-,3,-,3,2,-,-,1,1
S00122524,44,3,26,1,4,2,-,-,1,-,5,1,-,-,1,-
S00122525,55,9,17,5,7,6,4,2,1,-,2,1,-,-,-,1
S00122526,43,4,10,3,7,5,3,3,2,-,3,1,1,-,-,1
S00122527,36,4,4,4,4,11,3,3,-,2,1,-,-,-,-,-
S00122528,64,5,12,7,6,15,3,1,4,-,7,3,1,-,-,-
S00122529,49,8,3,4,5,18,4,1,2,-,1,1,1,1,-,-
S00122530,43,9,11,1,7,4,2,1,3,-,2,2,-,-,-,1
S00122531,48,10,2,7,11,8,5,-,1,-,3,1,-,-,-,-
S00122532,49,6,6,6,8,10,7,-,-,-,3,2,1,-,-,-
S00122533,46,10,5,7,5,7,-,2,2,-,2,2,2,-,-,2
S00122534,56,4,6,5,16,12,4,5,1,-,1,1,-,-,-,1
S00122535,42,7,4,6,8,1,3,-,-,-,7,3,1,-,-,2
S00122536,48,9,7,5,7,8,3,2,1,-,3,2,-,-,-,1
S00122537,44,7,3,8,5,6,4,-,3,1,-,2,4,-,-,1
S00122538,42,3,8,4,4,1,2,-,4,-,10,3,1,-,-,2
S00122539,39,3,4,2,4,4,4,3,3,1,3,5,2,-,-,1
S00122540,36,6,8,1,4,5,3,-,1,-,6,2,-,-,-,-
S00122541,46,5,5,5,5,5,3,1,2,-,13,1,-,-,-,1
S00122542,29,-,1,1,4,12,-,3,1,-,5,1,-,-,1,-
S00122543,63,9,17,2,7,6,4,2,1,1,9,5,-,-,-,-
S00122544,69,1,5,3,11,32,4,5,2,1,3,2,-,-,-,-
S00122545,63,6,21,7,7,4,2,3,1,-,4,6,-,-,-,2
S00122546,40,3,7,1,6,2,3,2,2,-,4,5,4,-,-,1
S00122547,57,1,19,2,2,3,1,4,5,-,16,3,1,-,-,-
S00122548,45,9,3,7,5,3,2,4,1,-,6,5,-,-,-,-
S00122549,58,9,28,1,3,3,-,4,4,-,3,1,1,-,1,-
S00122550,88,19,39,6,5,4,-,1,2,-,6,2,1,-,-,3
S00122551,59,17,11,5,6,6,2,2,1,-,1,6,-,-,2,-
S00122552,41,5,11,2,3,6,3,2,3,-,2,3,1,-,-,-
S00122553,48,13,20,1,3,2,1,-,1,-,1,5,-,-,-,1
S00122554,48,4,18,1,8,4,4,4,1,-,2,2,-,-,-,-
S00122555,43,4,6,5,2,4,6,2,3,1,6,1,2,-,-,1
S00122556,60,6,11,4,6,6,4,-,3,-,12,5,2,-,-,1
S00122557,42,5,10,1,9,3,3,-,2,-,4,2,2,-,-,1
S00122558,75,10,13,4,9,10,7,4,5,1,5,6,-,-,-,1
S00122559,63,12,12,6,7,5,2,2,5,-,8,-,1,-,1,2
S00122560,75,12,21,6,8,4,6,2,-,1,8,5,2,-,-,-
S00122561,65,7,9,2,9,7,6,3,7,1,7,3,2,-,-,2
S00122562,76,8,12,1,6,6,4,3,7,-,20,4,4,-,1,-
S00122563,64,4,14,2,8,4,5,4,2,1,12,4,1,-,-,3
S00122564,71,11,11,6,6,8,4,3,3,2,9,4,4,-,-,-
S00122565,71,8,6,3,7,12,13,-,2,2,6,6,3,-,-,3
S00122566,56,4,18,7,10,3,3,5,2,-,2,1,1,-,-,-
S00122567,75,12,18,6,6,10,4,6,3,-,4,2,2,-,-,2
S00122568,60,25,14,7,3,-,2,1,1,1,2,1,1,-,-,2
S00122569,28,5,3,2,8,2,3,3,1,-,1,-,-,-,-,-
S00122570,47,6,5,6,13,10,2,2,2,-,-,-,1,-,-,-
S00122571,49,6,8,7,10,5,3,3,1,-,2,2,-,-,-,2
S00122572,51,13,5,8,11,7,3,1,-,-,-,3,-,-,-,-
S00122573,60,5,5,6,11,18,5,1,1,-,4,2,1,-,-,1
S00122574,51,2,11,4,8,4,6,2,1,-,10,2,1,-,-,-
S00122575,42,8,8,5,8,6,3,-,-,-,1,3,-,-,-,-
S00122576,55,8,5,5,5,7,4,4,3,1,7,5,1,-,-,-
S00122577,45,10,8,8,4,4,3,1,-,-,3,2,1,-,1,-
S00122578,38,5,5,3,6,3,3,4,3,-,4,2,-,-,-,-
S00122579,44,11,8,2,7,3,1,3,2,-,4,3,-,-,-,-
S00122580,39,2,7,-,2,3,7,2,4,-,9,2,-,-,1,-
S00122581,50,9,9,-,5,7,4,2,3,-,4,3,2,-,-,2
S00122582,49,4,9,2,2,5,1,1,4,-,13,5,2,-,-,1
S00122583,42,6,11,-,-,5,1,-,4,-,11,2,1,-,-,1
S00122584,44,7,7,1,6,6,-,2,6,1,5,3,-,-,-,-
S00122585,43,7,8,2,2,3,4,1,3,-,10,2,-,-,1,-
S00122586,52,11,10,4,6,2,4,2,2,1,7,1,1,-,-,1
S00122587,71,10,9,9,8,11,7,6,5,-,4,-,1,-,-,1
S00122588,68,6,12,6,13,12,5,3,2,1,4,3,1,-,-,-
S00122589,44,19,11,5,-,-,-,-,1,-,4,2,1,-,1,-
S00122590,44,16,17,3,2,2,1,1,1,-,1,-,-,-,-,-
S00122591,40,14,13,3,3,4,-,1,-,-,1,1,-,-,-,-
S00122592,65,5,21,2,13,3,-,9,6,-,4,-,-,-,-,2
S00122593,52,3,7,8,8,5,5,3,4,-,3,5,-,-,-,1
S00122594,37,3,9,2,5,3,3,-,3,-,3,3,-,-,1,2
S00122595,53,7,17,3,4,5,1,-,4,-,6,5,-,-,-,1
S00122596,46,3,21,1,6,2,-,-,1,1,6,4,1,-,-,-
S00122597,42,6,13,1,4,1,1,1,5,1,8,1,-,-,-,-
S00122598,42,3,10,3,2,3,1,1,1,-,12,3,2,-,-,1
S00122599,46,10,8,1,1,4,8,1,1,-,9,2,1,-,-,-
S00122600,50,3,4,6,3,6,4,2,4,-,10,5,2,-,-,1
S00122601,50,11,4,8,4,5,6,3,1,-,4,4,-,-,-,-
S00122602,69,4,13,8,4,9,5,1,6,1,5,7,3,-,1,2
S00122603,66,13,10,7,6,9,3,3,2,-,10,2,-,-,1,-
S00122604,62,10,22,3,4,2,3,1,2,-,8,3,2,-,1,1
S00122605,47,17,16,3,3,1,-,3,-,-,3,1,-,-,-,-
S00122606,57,6,17,5,6,2,5,2,2,1,2,4,2,-,-,3
S00122607,54,11,19,2,2,3,-,2,1,-,11,2,1,-,-,-
S00122608,37,2,13,-,4,10,-,-,-,-,7,-,-,-,-,1
S00122609,44,16,8,8,2,5,2,-,2,-,-,1,-,-,-,-
S00122610,44,5,2,9,5,10,7,2,1,-,1,-,1,-,-,1
S00122611,41,4,5,6,11,7,4,2,-,-,1,-,-,-,1,-
S00122612,62,7,26,6,6,1,1,4,2,-,4,4,1,-,-,-
S00122613,73,18,17,4,4,8,1,2,3,-,6,4,2,-,-,4
S00122614,44,10,16,2,2,3,4,4,-,-,-,2,-,-,-,1
S00122615,27,2,2,1,6,7,5,-,-,-,-,2,2,-,-,-
S00122616,62,15,25,1,3,2,2,2,-,-,8,2,1,-,-,1
S00122617,34,2,4,-,6,8,3,3,1,1,3,1,-,-,-,2
S00122618,55,-,14,1,5,6,4,4,9,-,12,-,-,-,-,-
S00122619,51,6,14,1,7,6,2,2,5,-,6,1,-,-,-,1
