oa_code,All occupied household spaces,No central heating,Gas central heating,Electric (including storage heaters) central heating,Oil central heating,Solid fuel (for example wood coal) central heating,Other central heating,Two or more types of central heating
S00132001,68,0,67,1,0,0,0,0
S00132002,71,0,68,2,0,0,0,1
S00132003,40,0,39,1,0,0,0,0
S00132004,59,2,38,19,0,0,0,0
S00132005,74,1,38,33,0,0,1,1
S00132006,28,1,26,0,0,1,0,0
S00132007,24,0,18,5,0,0,0,1
S00132008,50,3,12,35,0,0,0,0
S00132009,50,2,26,22,0,0,0,0
S00132010,46,0,36,10,0,0,0,0
S00132011,46,5,27,14,0,0,0,0
S00132012,43,0,43,0,0,0,0,0
S00132013,47,0,43,2,0,0,0,2
S00132014,45,1,44,0,0,0,0,0
S00132015,73,0,71,2,0,0,0,0
S00132016,44,0,32,12,0,0,0,0
S00132017,61,1,60,0,0,0,0,0
S00132018,33,0,32,1,0,0,0,0
S00132019,51,0,45,4,0,0,0,2
S00132020,76,0,75,0,0,0,0,1
S00132021,77,0,73,3,0,0,0,1
S00132022,40,0,37,1,0,0,0,2
S00132023,74,0,71,1,1,0,0,1
S00132024,61,0,59,0,1,0,0,1
S00132025,51,0,48,0,0,0,1,2
S00132026,46,0,43,3,0,0,0,0
S00132027,49,1,46,1,0,0,0,1
S00132028,56,0,54,1,1,0,0,0
S00132029,41,0,40,0,0,1,0,0
S00132030,76,0,74,2,0,0,0,0
S00132031,57,0,56,1,0,0,0,0
S00132032,77,0,74,1,2,0,0,0
S00132033,66,1,62,2,0,0,0,1
S00132034,32,0,31,0,0,0,1,0
S00132035,64,0,64,0,0,0,0,0
S00132036,63,0,61,2,0,0,0,0
S00132037,43,0,26,17,0,0,0,0
S00132038,42,0,40,2,0,0,0,0
S00132039,47,0,46,1,0,0,0,0
S00132040,44,0,42,1,0,0,0,1
S00132041,73,0,71,2,0,0,0,0
S00132042,54,0,53,0,0,0,0,1
S00132043,62,0,61,0,0,0,0,1
S00132044,54,2,50,1,0,0,0,1
S00132045,48,0,46,1,1,0,0,0
S00132046,48,0,47,0,0,0,0,1
S00132047,44,0,42,0,0,2,0,0
S00132048,46,0,44,1,1,0,0,0
S00132049,37,0,35,2,0,0,0,0
S00132050,31,1,27,0,0,0,0,3
S00132051,61,2,56,0,0,0,1,2
S00132052,37,0,33,4,0,0,0,0
S00132053,42,1,39,2,0,0,0,0
S00132054,43,0,41,1,0,0,0,1
S00132055,43,0,40,2,0,0,0,1
S00132056,48,1,45,0,0,0,0,2
S00132057,60,1,55,2,0,0,0,2
S00132058,57,1,53,2,0,0,0,1
S00132059,42,1,27,13,0,0,0,1
S00132060,37,0,32,3,0,0,0,2
S00132061,40,0,18,21,0,1,0,0
S00132062,66,0,61,4,0,0,0,1
S00132063,37,0,34,2,0,0,0,1
S00132064,50,1,9,40,0,0,0,0
S00132065,51,3,6,40,0,2,0,0
S00132066,45,0,3,37,2,0,3,0
S00132067,42,0,12,28,0,2,0,0
S00132068,37,2,2,31,0,2,0,0
S00132069,54,2,4,48,0,0,0,0
S00132070,73,3,39,28,0,0,3,0
S00132071,71,3,50,13,0,0,0,5
S00132072,60,1,54,4,0,0,0,1
S00132073,56,0,40,12,0,0,1,3
S00132074,76,0,71,3,0,0,0,2
S00132075,40,0,39,1,0,0,0,0
S00132076,40,0,37,2,0,0,0,1
S00132077,32,0,32,0,0,0,0,0
S00132078,64,1,61,1,0,0,0,1
S00132079,68,0,65,2,0,0,0,1
S00132080,44,0,42,0,0,0,0,2
S00132081,36,0,35,0,0,0,0,1
S00132082,43,0,43,0,0,0,0,0
S00132083,52,0,49,1,0,0,1,1
S00132084,50,1,42,4,0,0,1,2
S00132085,66,3,58,1,0,0,0,4
S00132086,65,1,57,3,0,0,0,4
S00132087,47,0,46,1,0,0,0,0
S00132088,40,1,37,1,0,0,0,1
S00132089,46,0,46,0,0,0,0,0
S00132090,43,1,40,2,0,0,0,0
S00132091,45,0,44,1,0,0,0,0
S00132092,41,0,39,1,0,0,0,1
S00132093,45,0,42,2,0,0,0,1
S00132094,79,3,72,3,0,0,0,1
S00132095,45,0,11,32,0,0,0,2
S00132096,52,1,4,47,0,0,0,0
S00132097,42,3,7,31,1,0,0,0
S00132098,55,0,53,2,0,0,0,0
S00132099,60,0,58,2,0,0,0,0
S00132100,37,1,34,2,0,0,0,0
S00132101,88,3,62,22,0,0,0,1
S00132102,55,1,48,5,0,0,0,1
S00132103,41,0,41,0,0,0,0,0
S00132104,66,3,63,0,0,0,0,0
S00132105,47,0,47,0,0,0,0,0
S00132106,55,0,50,3,0,0,0,2
S00132107,53,1,46,4,0,0,1,1
S00132108,42,0,41,1,0,0,0,0
S00132109,49,3,29,15,0,0,0,2
S00132110,57,1,56,0,0,0,0,0
S00132111,69,0,68,0,1,0,0,0
S00132112,40,1,39,0,0,0,0,0
S00132113,44,0,42,2,0,0,0,0
S00132114,73,0,59,6,0,0,3,5
S00132115,62,0,54,5,0,0,0,3
S00132116,48,0,45,3,0,0,0,0
S00132117,48,1,44,3,0,0,0,0
S00132118,47,0,42,5,0,0,0,0
S00132119,67,1,65,0,0,0,0,1
S00132120,73,1,68,3,0,0,0,1
S00132121,63,0,58,3,0,0,0,2
S00132122,54,0,46,5,0,0,0,3
S00132123,49,0,44,2,0,0,0,3
S00132124,38,0,35,1,0,0,0,2
S00132125,57,0,46,11,0,0,0,0
S00132126,40,0,37,0,0,0,0,3
S00132127,47,0,41,3,0,0,0,3
S00132128,45,1,43,0,1,0,0,0
S00132129,49,0,49,0,0,0,0,0
S00132130,40,0,37,2,0,0,0,1
S00132131,50,0,45,5,0,0,0,0
S00132132,44,0,43,1,0,0,0,0
S00132133,61,1,20,40,0,0,0,0
S00132134,47,0,31,16,0,0,0,0
S00132135,69,4,1,64,0,0,0,0
S00132136,40,5,4,31,0,0,0,0
S00132137,32,2,27,3,0,0,0,0
S00132138,60,3,18,39,0,0,0,0
S00132139,62,5,41,13,1,0,0,2
S00132140,44,1,39,4,0,0,0,0
S00132141,42,0,40,2,0,0,0,0
S00132142,58,0,58,0,0,0,0,0
S00132143,41,0,38,0,0,0,0,3
S00132144,34,2,31,1,0,0,0,0
S00132145,51,2,38,3,0,0,1,7
S00132146,60,0,56,0,0,0,0,4
S00132147,55,0,54,0,0,0,0,1
S00132148,52,0,49,0,1,0,0,2
S00132149,41,0,40,1,0,0,0,0
S00132150,56,2,52,1,0,0,0,1
S00132151,56,0,53,1,0,0,1,1
S00132152,42,0,40,0,0,0,1,1
S00132153,58,0,54,4,0,0,0,0
S00132154,50,0,49,1,0,0,0,0
S00132155,70,1,64,3,0,0,0,2
S00132156,61,0,60,1,0,0,0,0
S00132157,41,0,36,2,0,0,1,2
S00132158,60,0,59,1,0,0,0,0
S00132159,61,0,58,1,0,0,0,2
S00132160,58,2,50,3,0,0,0,3
S00132161,51,1,48,1,0,0,0,1
S00132162,71,0,57,14,0,0,0,0
S00132163,48,0,30,17,0,1,0,0
S00132164,41,1,40,0,0,0,0,0
S00132165,62,0,42,19,0,0,0,1
S00132166,65,1,35,28,0,0,0,1
S00132167,46,3,8,34,0,0,0,1
S00132168,39,2,2,29,6,0,0,0
S00132169,60,1,1,51,6,1,0,0
S00132170,41,0,0,8,25,7,1,0
S00132171,48,0,2,10,27,9,0,0
S00132172,55,0,5,17,22,9,0,2
S00132173,48,0,0,14,16,18,0,0
S00132174,32,0,2,3,23,4,0,0
S00132175,53,0,0,10,33,9,0,1
S00132176,42,0,0,15,19,6,2,0
S00132177,47,0,0,20,16,9,1,1
S00132178,72,1,1,24,27,15,4,0
S00132179,77,1,6,44,21,2,3,0
S00132180,46,1,1,22,8,14,0,0
S00132181,74,0,0,42,16,14,1,1
S00132182,81,0,3,30,7,41,0,0
S00132183,66,0,2,40,23,1,0,0
S00132184,71,0,1,16,46,8,0,0
S00132185,53,1,49,1,1,0,0,1
S00132186,43,0,38,2,0,1,0,2
S00132187,50,0,49,0,1,0,0,0
S00132188,34,0,33,1,0,0,0,0
S00132189,57,0,53,0,0,0,0,4
S00132190,56,0,53,2,0,1,0,0
S00132191,43,6,35,1,0,0,0,1
S00132192,57,0,52,2,0,0,0,3
S00132193,48,0,40,5,0,0,0,3
S00132194,39,0,39,0,0,0,0,0
S00132195,39,0,30,7,1,0,1,0
S00132196,46,0,45,0,1,0,0,0
S00132197,51,0,17,34,0,0,0,0
S00132198,48,1,46,0,0,0,0,1
S00132199,47,0,46,1,0,0,0,0
S00132200,42,0,41,1,0,0,0,0
S00132201,52,1,48,1,0,0,0,2
S00132202,67,1,2,64,0,0,0,0
S00132203,39,0,36,3,0,0,0,0
S00132204,40,0,40,0,0,0,0,0
S00132205,71,1,51,19,0,0,0,0
S00132206,54,0,28,26,0,0,0,0
S00132207,53,0,48,4,1,0,0,0
S00132208,56,0,53,1,1,0,0,1
S00132209,55,0,55,0,0,0,0,0
S00132210,43,0,43,0,0,0,0,0
S00132211,58,0,56,2,0,0,0,0
S00132212,50,0,50,0,0,0,0,0
S00132213,47,1,6,40,0,0,0,0
S00132214,41,0,36,5,0,0,0,0
S00132215,42,2,6,34,0,0,0,0
S00132216,40,3,4,33,0,0,0,0
S00132217,43,2,9,31,1,0,0,0
S00132218,35,0,35,0,0,0,0,0
S00132219,42,0,20,22,0,0,0,0
S00132220,42,2,39,1,0,0,0,0
S00132221,54,0,51,3,0,0,0,0
S00132222,76,1,73,2,0,0,0,0
S00132223,59,0,55,2,0,0,0,2
S00132224,36,1,35,0,0,0,0,0
S00132225,41,0,38,2,0,0,0,1
S00132226,38,1,36,1,0,0,0,0
S00132227,51,1,24,26,0,0,0,0
S00132228,52,1,24,26,0,0,0,1
S00132229,54,0,36,17,0,0,1,0
S00132230,45,1,2,42,0,0,0,0
S00132231,40,2,3,35,0,0,0,0
S00132232,52,0,33,17,0,0,0,2
S00132233,60,1,40,19,0,0,0,0
S00132234,62,0,61,1,0,0,0,0
S00132235,60,0,59,0,0,0,0,1
S00132236,55,0,53,2,0,0,0,0
S00132237,81,1,79,0,0,0,0,1
S00132238,63,1,56,5,0,0,0,1
S00132239,69,0,65,3,0,0,0,1
S00132240,70,1,56,11,0,0,0,2
S00132241,78,0,78,0,0,0,0,0
S00132242,63,1,51,8,0,0,0,3
S00132243,65,10,46,8,1,0,0,0
S00132244,67,1,64,1,0,0,0,1
S00132245,49,2,39,7,0,0,0,1
S00132246,62,0,60,1,0,0,0,1
S00132247,45,0,21,24,0,0,0,0
S00132248,31,0,31,0,0,0,0,0
S00132249,45,0,44,0,0,0,0,1
S00132250,55,0,54,0,1,0,0,0
S00132251,53,0,51,1,0,0,0,1
S00132252,48,0,44,1,0,0,0,3
S00132253,53,1,51,1,0,0,0,0
S00132254,44,0,43,1,0,0,0,0
S00132255,41,0,39,2,0,0,0,0
S00132256,45,0,45,0,0,0,0,0
S00132257,50,0,45,1,0,0,2,2
S00132258,39,0,38,1,0,0,0,0
S00132259,44,0,44,0,0,0,0,0
S00132260,60,0,59,0,0,0,0,1
S00132261,72,0,69,1,0,0,0,2
S00132262,58,0,58,0,0,0,0,0
S00132263,43,0,41,1,0,0,0,1
S00132264,53,1,51,1,0,0,0,0
S00132265,45,1,41,3,0,0,0,0
S00132266,54,0,49,1,0,0,0,4
S00132267,57,0,55,0,0,0,0,2
S00132268,48,0,46,0,1,0,0,1
S00132269,22,0,19,1,0,0,0,2
S00132270,63,0,58,3,0,0,0,2
S00132271,46,0,45,0,0,0,0,1
S00132272,52,1,10,6,25,1,4,5
S00132273,25,0,25,0,0,0,0,0
S00132274,78,0,78,0,0,0,0,0
S00132275,21,0,20,0,0,0,0,1
S00132276,42,0,16,2,15,4,2,3
S00132277,44,0,43,0,0,0,0,1
S00132278,46,0,11,3,25,2,3,2
S00132279,32,1,28,2,0,0,0,1
S00132280,64,0,23,15,22,2,1,1
S00132281,56,0,51,2,1,0,1,1
S00132282,50,0,44,1,1,0,0,4
S00132283,38,0,36,1,0,0,1,0
S00132284,49,0,45,2,0,0,0,2
S00132285,49,0,48,1,0,0,0,0
S00132286,40,0,34,1,1,1,0,3
S00132287,41,1,31,7,0,0,1,1
S00132288,35,0,31,1,2,0,0,1
S00132289,47,0,47,0,0,0,0,0
S00132290,35,1,11,2,19,2,0,0
S00132291,57,1,50,3,0,3,0,0
S00132292,30,0,14,2,8,3,1,2
S00132293,48,2,44,2,0,0,0,0
S00132294,21,0,21,0,0,0,0,0
S00132295,42,1,3,38,0,0,0,0
S00132296,47,1,25,21,0,0,0,0
S00132297,63,0,61,0,0,1,0,1
S00132298,44,0,26,12,0,5,1,0
S00132299,46,0,45,0,0,0,0,1
S00132300,53,0,51,0,0,0,0,2
S00132301,81,0,79,0,1,0,0,1
S00132302,55,0,55,0,0,0,0,0
S00132303,36,0,32,2,0,0,0,2
S00132304,59,1,32,25,0,0,0,1
S00132305,22,0,22,0,0,0,0,0
S00132306,76,1,73,0,0,0,1,1
S00132307,38,0,36,2,0,0,0,0
S00132308,36,0,25,9,1,0,0,1
S00132309,36,0,27,7,1,0,0,1
S00132310,58,0,55,1,0,0,0,2
S00132311,49,0,11,2,31,3,2,0
S00132312,35,0,4,0,26,1,1,3
S00132313,31,0,8,0,17,3,1,2
S00132314,36,2,3,4,21,2,2,2
S00132315,51,0,45,5,0,0,0,1
S00132316,32,0,5,6,18,2,0,1
S00132317,54,0,51,1,0,0,0,2
S00132318,61,2,44,15,0,0,0,0
S00132319,74,2,71,0,1,0,0,0
S00132320,55,2,7,3,30,6,1,6
S00132321,41,0,41,0,0,0,0,0
S00132322,29,0,28,1,0,0,0,0
S00132323,57,2,50,5,0,0,0,0
S00132324,28,0,26,1,0,0,0,1
S00132325,75,0,55,14,4,0,1,1
S00132326,63,0,63,0,0,0,0,0
S00132327,46,0,43,2,1,0,0,0
S00132328,60,0,37,21,0,0,1,1
S00132329,33,0,29,2,0,0,0,2
S00132330,49,0,48,0,0,0,0,1
S00132331,62,1,57,0,0,0,0,4
S00132332,74,0,74,0,0,0,0,0
S00132333,40,1,5,33,0,0,0,1
S00132334,31,1,1,28,0,0,0,1
S00132335,41,0,34,1,2,3,1,0
S00132336,39,1,2,11,19,5,0,1
S00132337,34,0,32,1,0,0,1,0
S00132338,35,0,34,0,0,0,0,1
S00132339,42,2,7,1,18,12,1,1
S00132340,58,0,5,0,49,1,2,1
S00132341,35,0,6,4,17,1,4,3
S00132342,54,1,42,8,0,0,0,3
S00132343,41,0,28,10,0,0,0,3
S00132344,27,0,1,10,5,8,3,0
S00132345,23,0,23,0,0,0,0,0
S00132346,83,9,4,65,4,0,0,1
S00132347,58,1,54,1,1,0,0,1
S00132348,102,0,1,98,3,0,0,0
S00132349,20,1,1,2,14,0,1,1
S00132350,53,0,3,3,43,4,0,0
S00132351,41,1,3,4,24,7,2,0
S00132352,47,0,1,29,13,3,1,0
S00132353,41,5,4,2,15,9,5,1
S00132354,46,1,44,1,0,0,0,0
S00132355,56,1,53,1,0,0,0,1
S00132356,52,0,52,0,0,0,0,0
S00132357,55,0,54,1,0,0,0,0
S00132358,69,2,10,5,33,10,6,3
S00132359,57,0,1,36,20,0,0,0
S00132360,76,0,73,0,1,0,0,2
S00132361,53,2,48,1,0,0,0,2
S00132362,40,0,40,0,0,0,0,0
S00132363,66,0,5,14,32,10,4,1
S00132364,42,4,3,6,27,1,0,1
S00132365,39,0,8,4,23,3,0,1
S00132366,40,0,36,0,2,0,0,2
S00132367,24,2,9,3,8,0,1,1
S00132368,47,1,9,3,27,4,2,1
S00132369,64,0,63,1,0,0,0,0
S00132370,42,1,15,1,19,0,3,3
S00132371,78,0,53,25,0,0,0,0
S00132372,33,0,32,0,0,0,0,1
S00132373,52,0,51,0,0,0,0,1
S00132374,42,0,40,0,0,0,0,2
S00132375,41,1,4,5,30,0,0,1
S00132376,53,0,2,27,17,5,1,1
S00132377,31,0,4,9,15,0,1,2
S00132378,75,0,4,47,11,13,0,0
S00132379,44,0,1,34,2,6,1,0
S00132380,47,2,39,2,1,1,0,2
S00132381,45,1,40,2,2,0,0,0
S00132382,50,2,40,4,1,0,1,2
S00132383,41,0,33,4,3,0,0,1
S00132384,66,0,22,20,22,1,1,0
S00132385,27,0,24,0,2,1,0,0
S00132386,30,0,30,0,0,0,0,0
S00132387,33,0,31,1,1,0,0,0
S00132388,52,4,11,1,28,4,3,1
S00132389,40,0,34,5,0,0,0,1
S00132390,35,0,31,4,0,0,0,0
S00132391,30,0,24,4,1,0,0,1
S00132392,56,1,43,11,0,0,0,1
S00132393,51,1,47,2,1,0,0,0
S00132394,51,2,44,4,0,1,0,0
S00132395,69,0,46,19,3,0,1,0
S00132396,35,0,31,1,1,0,0,2
S00132397,53,0,50,1,1,0,0,1
S00132398,43,0,32,9,1,0,0,1
S00132399,24,0,22,0,0,2,0,0
S00132400,37,0,35,0,1,0,0,1
S00132401,46,0,4,10,28,2,1,1
S00132402,43,1,5,14,16,5,2,0
S00132403,34,0,34,0,0,0,0,0
S00132404,78,0,77,0,0,1,0,0
S00132405,45,0,41,2,1,0,0,1
S00132406,49,0,47,0,0,0,0,2
S00132407,21,1,20,0,0,0,0,0
S00132408,51,1,48,2,0,0,0,0
S00132409,51,1,47,2,0,0,0,1
S00132410,37,0,4,27,5,0,1,0
S00132411,52,0,4,17,26,5,0,0
S00132412,54,0,52,1,0,0,0,1
S00132413,63,0,42,0,16,2,2,1
S00132414,56,1,53,1,0,0,0,1
S00132415,67,0,66,1,0,0,0,0
S00132416,83,0,79,2,0,0,0,2
S00132417,53,6,22,23,1,0,0,1
S00132418,37,0,13,23,0,0,0,1
S00132419,41,0,40,1,0,0,0,0
S00132420,35,0,32,0,0,0,0,3
S00132421,44,0,39,3,1,0,0,1
S00132422,40,0,35,3,1,1,0,0
S00132423,50,1,46,1,1,0,0,1
S00132424,48,0,45,0,0,1,1,1
S00132425,26,0,22,2,0,0,1,1
S00132426,46,0,45,1,0,0,0,0
S00132427,33,0,33,0,0,0,0,0
S00132428,68,0,67,0,0,0,0,1
S00132429,31,0,30,1,0,0,0,0
S00132430,25,0,24,1,0,0,0,0
S00132431,40,2,11,3,17,5,1,1
S00132432,40,3,16,0,13,3,3,2
S00132433,38,0,37,1,0,0,0,0
S00132434,38,1,34,2,0,0,0,1
S00132435,42,0,39,2,0,0,0,1
S00132436,56,3,16,2,26,0,5,4
S00132437,42,1,7,8,14,3,5,4
S00132438,48,0,43,3,0,1,0,1
S00132439,40,2,3,35,0,0,0,0
S00132440,85,0,53,27,1,1,0,3
S00132441,50,0,46,3,1,0,0,0
S00132442,51,0,49,0,0,0,0,2
S00132443,31,0,31,0,0,0,0,0
S00132444,31,0,29,1,1,0,0,0
S00132445,53,0,6,42,2,0,3,0
S00132446,23,0,17,3,0,3,0,0
S00132447,64,1,57,3,1,2,0,0
S00132448,59,5,4,25,8,0,17,0
S00132449,46,5,10,15,0,0,16,0
S00132450,49,8,9,18,1,0,13,0
S00132451,42,5,6,10,5,1,15,0
S00132452,47,1,36,10,0,0,0,0
S00132453,34,0,25,9,0,0,0,0
S00132454,32,1,21,8,0,2,0,0
S00132455,59,2,14,42,0,0,1,0
S00132456,33,2,27,4,0,0,0,0
S00132457,52,0,50,2,0,0,0,0
S00132458,38,0,16,21,0,0,0,1
S00132459,54,2,9,43,0,0,0,0
S00132460,55,2,44,6,0,0,1,2
S00132461,32,0,20,12,0,0,0,0
S00132462,41,0,3,38,0,0,0,0
S00132463,42,0,1,41,0,0,0,0
S00132464,65,0,32,30,0,0,1,2
S00132465,25,0,17,8,0,0,0,0
S00132466,50,2,36,11,0,0,1,0
S00132467,37,0,30,7,0,0,0,0
S00132468,22,0,21,1,0,0,0,0
S00132469,58,0,19,37,1,0,0,1
S00132470,27,0,25,1,0,1,0,0
S00132471,73,2,48,21,0,0,2,0
S00132472,33,1,28,2,0,0,1,1
S00132473,48,0,43,4,0,0,0,1
S00132474,45,2,2,41,0,0,0,0
S00132475,41,0,6,35,0,0,0,0
S00132476,21,0,20,0,0,0,1,0
S00132477,61,0,58,3,0,0,0,0
S00132478,35,2,26,6,0,1,0,0
S00132479,60,1,47,11,0,0,0,1
S00132480,26,1,8,17,0,0,0,0
S00132481,60,1,46,12,0,0,0,1
S00132482,47,1,44,0,0,0,0,2
S00132483,33,0,30,1,0,0,0,2
S00132484,66,2,62,0,1,0,0,1
S00132485,24,0,23,1,0,0,0,0
S00132486,59,0,54,2,0,0,0,3
S00132487,34,0,26,3,0,0,0,5
S00132488,53,0,4,48,0,0,0,1
S00132489,37,1,2,34,0,0,0,0
S00132490,29,0,28,1,0,0,0,0
S00132491,55,0,51,4,0,0,0,0
S00132492,69,2,59,5,1,0,0,2
S00132493,72,0,71,0,1,0,0,0
S00132494,22,0,20,0,1,1,0,0
S00132495,26,0,26,0,0,0,0,0
S00132496,52,2,49,0,0,0,0,1
S00132497,30,0,22,5,2,0,1,0
S00132498,44,0,43,1,0,0,0,0
S00132499,51,1,12,3,22,5,7,1
S00132500,48,2,20,6,14,2,2,2
S00132501,73,0,43,25,2,0,1,2
S00132502,50,0,4,2,38,3,2,1
S00132503,43,0,9,2,27,2,2,1
S00132504,60,1,6,4,42,2,4,1
S00132505,44,0,8,2,22,4,4,4
S00132506,55,0,6,5,40,2,2,0
S00132507,49,0,8,4,32,1,3,1
S00132508,55,1,8,11,28,3,3,1
S00132509,57,0,8,5,33,2,4,5
S00132510,40,1,4,12,20,0,3,0
S00132511,48,0,7,3,31,4,2,1
S00132512,56,1,7,3,39,1,4,1
S00132513,25,2,3,3,13,4,0,0
S00132514,42,0,7,2,30,0,2,1
S00132515,61,0,7,34,16,2,1,1
S00132516,55,1,9,1,27,5,6,6
S00132517,39,1,3,11,18,4,1,1
S00132518,43,2,4,2,27,2,3,3
S00132519,50,1,3,13,26,1,4,2
S00132520,60,2,6,4,35,6,4,3
S00132521,49,1,8,1,32,3,4,0
S00132522,47,0,38,5,4,0,0,0
S00132523,31,2,2,25,2,0,0,0
S00132524,50,0,13,24,1,11,1,0
S00132525,41,1,6,5,25,3,1,0
S00132526,75,1,9,2,46,9,5,3
S00132527,41,0,1,8,28,1,3,0
S00132528,77,2,13,12,40,3,6,1
S00132529,53,0,4,35,13,0,1,0
S00132530,45,0,6,8,27,1,1,2
S00132531,36,0,0,18,7,11,0,0
S00132532,38,0,31,1,5,1,0,0
S00132533,47,2,40,1,1,2,0,1
S00132534,46,1,34,7,0,0,3,1
S00132535,44,0,40,1,2,1,0,0
S00132536,25,0,24,0,1,0,0,0
S00132537,59,1,40,14,3,1,0,0
S00132538,44,0,26,18,0,0,0,0
S00132539,44,0,31,11,2,0,0,0
S00132540,44,2,36,2,2,0,1,1
S00132541,66,1,52,8,1,1,1,2
S00132542,66,0,7,24,19,14,2,0
S00132543,45,0,22,12,4,7,0,0
S00132544,53,1,46,2,1,3,0,0
S00132545,64,1,57,1,2,1,0,2
S00132546,45,0,45,0,0,0,0,0
S00132547,40,0,36,2,2,0,0,0
S00132548,74,0,69,1,0,1,0,3
S00132549,51,0,48,0,2,1,0,0
S00132550,87,0,68,17,0,2,0,0
S00132551,50,0,18,31,1,0,0,0
S00132552,63,1,39,20,0,0,0,3
S00132553,68,0,59,7,0,0,0,2
S00132554,40,0,38,1,0,0,0,1
S00132555,57,0,55,1,0,0,0,1
S00132556,51,0,47,1,0,1,0,2
S00132557,37,1,34,1,1,0,0,0
S00132558,53,0,46,3,1,0,0,3
S00132559,42,0,41,0,0,0,0,1
S00132560,58,1,35,22,0,0,0,0
S00132561,28,0,26,0,1,0,0,1
S00132562,55,0,55,0,0,0,0,0
S00132563,48,0,47,0,0,0,0,1
S00132564,54,0,52,1,1,0,0,0
S00132565,72,0,70,0,0,0,0,2
S00132566,55,0,55,0,0,0,0,0
S00132567,43,0,42,1,0,0,0,0
S00132568,67,0,7,41,13,3,3,0
S00132569,56,1,3,39,12,1,0,0
S00132570,39,0,37,1,0,0,0,1
S00132571,60,1,18,40,0,0,0,1
S00132572,20,1,18,1,0,0,0,0
S00132573,68,0,65,0,1,0,1,1
S00132574,57,1,52,1,1,0,0,2
S00132575,60,2,52,5,0,0,1,0
S00132576,50,0,14,4,27,1,2,2
S00132577,47,0,13,11,17,0,4,2
S00132578,42,1,2,16,17,3,1,2
S00132579,74,1,5,39,18,10,0,1
S00132580,31,1,2,8,15,4,1,0
S00132581,68,0,3,29,18,15,3,0
S00132582,52,1,0,27,14,8,1,1
S00132583,64,2,1,21,31,6,1,2
S00132584,38,0,1,32,3,1,1,0
S00132585,35,0,35,0,0,0,0,0
S00132586,49,1,42,1,2,0,0,3
S00132587,39,1,33,4,0,0,0,1
S00132588,47,0,35,9,0,0,2,1
S00132589,43,0,43,0,0,0,0,0
S00132590,37,0,36,0,0,0,1,0
S00132591,52,0,46,5,0,1,0,0
S00132592,46,0,45,1,0,0,0,0
S00132593,45,0,45,0,0,0,0,0
S00132594,22,0,18,1,1,1,0,1
S00132595,58,3,5,50,0,0,0,0
S00132596,41,2,2,37,0,0,0,0
S00132597,44,0,17,27,0,0,0,0
S00132598,52,0,50,1,0,0,0,1
S00132599,37,1,35,1,0,0,0,0
S00132600,46,1,16,29,0,0,0,0
S00132601,46,2,39,3,0,0,0,2
S00132602,50,0,48,1,0,0,0,1
S00132603,47,0,46,0,0,0,0,1
S00132604,79,0,78,0,0,0,0,1
S00132605,74,2,67,3,0,0,1,1
S00132606,35,0,35,0,0,0,0,0
S00132607,45,0,44,0,1,0,0,0
S00132608,36,0,34,2,0,0,0,0
S00132609,50,0,47,2,1,0,0,0
S00132610,36,0,35,0,0,1,0,0
S00132611,29,0,26,2,0,0,1,0
S00132612,37,1,1,35,0,0,0,0
S00132613,47,0,44,0,0,1,1,1
S00132614,57,0,56,0,0,0,0,1
S00132615,60,0,58,1,0,0,0,1
S00132616,52,0,5,47,0,0,0,0
S00132617,60,0,46,12,1,0,0,1
S00132618,43,0,41,1,1,0,0,0
S00132619,63,0,61,1,0,1,0,0
S00132620,56,0,54,1,1,0,0,0
S00132621,57,0,55,0,1,0,0,1
S00132622,66,0,46,1,10,4,5,0
S00132623,84,2,16,49,15,0,1,1
S00132624,33,0,30,2,1,0,0,0
S00132625,70,0,69,0,1,0,0,0
S00132626,56,0,52,2,1,0,0,1
S00132627,33,1,30,1,1,0,0,0
S00132628,67,0,63,2,0,0,1,1
S00132629,64,4,40,19,0,0,0,1
S00132630,57,5,36,14,1,0,0,1
S00132631,71,0,70,0,0,0,0,1
S00132632,45,0,4,41,0,0,0,0
S00132633,35,0,34,1,0,0,0,0
S00132634,52,0,50,0,0,0,0,2
S00132635,45,1,42,0,1,0,0,1
S00132636,69,2,64,2,0,0,0,1
S00132637,54,1,46,6,0,0,0,1
S00132638,30,0,29,1,0,0,0,0
S00132639,33,4,5,9,2,0,13,0
S00132640,58,11,7,18,4,0,18,0
S00132641,54,6,11,14,4,1,18,0
S00132642,32,0,30,2,0,0,0,0
S00132643,49,0,47,2,0,0,0,0
S00132644,48,0,46,0,0,0,0,2
S00132645,36,0,34,2,0,0,0,0
S00132646,71,0,66,3,1,0,0,1
S00132647,23,2,19,1,0,0,0,1
S00132648,25,0,24,1,0,0,0,0
S00132649,83,3,20,60,0,0,0,0
S00132650,87,1,81,3,0,0,0,2
S00132651,30,3,24,2,0,1,0,0
S00132652,51,1,31,17,0,1,0,1
S00132653,68,1,61,6,0,0,0,0
S00132654,33,0,29,4,0,0,0,0
S00132655,53,0,53,0,0,0,0,0
S00132656,55,0,53,0,0,0,0,2
S00132657,21,0,21,0,0,0,0,0
S00132658,60,1,52,4,0,0,0,3
S00132659,58,1,52,4,0,0,0,1
S00132660,60,0,57,1,0,0,1,1
S00132661,58,0,54,2,0,0,0,2
S00132662,61,0,56,4,0,0,0,1
