oa_code,All occupied household spaces,No central heating,Gas central heating,Electric (including storage heaters) central heating,Oil central heating,Solid fuel (for example wood coal) central heating,Other central heating,Two or more types of central heating
S00089597,45,0,39,3,0,0,0,3
S00089598,35,1,29,3,0,0,0,2
S00089599,64,2,56,1,0,1,1,3
S00089600,28,0,28,0,0,0,0,0
S00089601,37,3,29,4,0,0,0,1
S00089602,74,1,66,4,0,0,0,3
S00089603,49,0,41,4,0,0,0,4
S00089604,43,0,37,6,0,0,0,0
S00089605,76,3,63,6,0,0,0,4
S00089606,68,0,65,0,0,0,0,3
S00089607,49,0,44,2,0,0,0,3
S00089608,39,1,35,2,0,0,0,1
S00089609,45,0,38,6,0,0,0,1
S00089610,69,0,61,2,0,0,0,6
S00089611,58,1,49,4,0,0,0,4
S00089612,42,1,3,38,0,0,0,0
S00089613,30,0,28,0,0,0,0,2
S00089614,72,1,67,2,0,0,0,2
S00089615,55,1,52,2,0,0,0,0
S00089616,69,1,6,61,0,0,0,1
S00089617,69,2,5,61,0,1,0,0
S00089618,58,1,5,52,0,0,0,0
S00089619,63,5,5,52,0,0,0,1
S00089620,69,0,5,64,0,0,0,0
S00089621,43,0,0,41,1,0,0,1
S00089622,45,0,40,4,0,0,0,1
S00089623,48,0,43,4,0,0,0,1
S00089624,36,1,33,2,0,0,0,0
S00089625,43,2,36,2,0,0,0,3
S00089626,61,2,52,5,0,0,0,2
S00089627,46,6,33,5,0,0,0,2
S00089628,71,7,53,9,0,0,0,2
S00089629,65,0,58,3,1,0,0,3
S00089630,30,1,25,3,1,0,0,0
S00089631,52,0,47,1,0,0,0,4
S00089632,48,1,41,4,0,1,0,1
S00089633,79,2,65,4,0,0,0,8
S00089634,46,2,39,5,0,0,0,0
S00089635,34,5,22,7,0,0,0,0
S00089636,50,3,46,1,0,0,0,0
S00089637,40,1,31,8,0,0,0,0
S00089638,47,2,43,2,0,0,0,0
S00089639,61,5,36,19,0,0,0,1
S00089640,66,1,58,4,1,0,0,2
S00089641,38,4,29,5,0,0,0,0
S00089642,36,2,26,7,0,0,0,1
S00089643,67,6,42,18,0,0,0,1
S00089644,73,1,63,4,0,0,0,5
S00089645,66,1,58,4,0,0,0,3
S00089646,81,6,53,18,0,0,1,3
S00089647,66,3,38,21,0,0,1,3
S00089648,31,1,24,6,0,0,0,0
S00089649,50,1,45,4,0,0,0,0
S00089650,60,0,51,4,0,0,0,5
S00089651,64,3,50,3,1,0,3,4
S00089652,54,2,43,8,0,0,0,1
S00089653,59,6,39,13,0,0,0,1
S00089654,41,2,31,6,0,0,1,1
S00089655,29,0,24,3,0,0,0,2
S00089656,53,7,30,12,0,0,0,4
S00089657,31,0,23,8,0,0,0,0
S00089658,74,15,41,16,0,0,0,2
S00089659,48,4,32,11,0,0,0,1
S00089660,60,5,24,27,0,0,0,4
S00089661,91,3,43,42,1,0,1,1
S00089662,50,1,38,7,1,0,0,3
S00089663,70,4,31,32,0,0,0,3
S00089664,41,0,35,5,0,0,0,1
S00089665,64,13,8,42,0,0,1,0
S00089666,50,1,43,4,0,0,0,2
S00089667,44,1,25,17,0,0,1,0
S00089668,61,2,51,6,0,0,1,1
S00089669,66,0,52,10,0,0,0,4
S00089670,38,0,28,9,0,0,0,1
S00089671,46,3,36,7,0,0,0,0
S00089672,86,0,81,3,0,0,1,1
S00089673,78,3,67,4,0,0,0,4
S00089674,80,3,64,11,0,0,0,2
S00089675,78,0,72,3,0,0,0,3
S00089676,49,7,27,12,0,0,0,3
S00089677,72,6,43,22,0,0,0,1
S00089678,36,6,24,5,0,0,0,1
S00089679,82,10,58,10,0,0,1,3
S00089680,83,6,61,10,0,0,1,5
S00089681,57,3,53,1,0,0,0,0
S00089682,33,1,23,8,0,0,0,1
S00089683,46,1,36,6,0,0,0,3
S00089684,50,2,39,8,0,0,0,1
S00089685,65,11,36,17,0,0,0,1
S00089686,25,1,24,0,0,0,0,0
S00089687,46,7,31,8,0,0,0,0
S00089688,51,4,39,5,0,0,0,3
S00089689,42,1,38,2,0,0,0,1
S00089690,69,1,63,1,0,1,0,3
S00089691,68,0,62,5,0,0,0,1
S00089692,25,0,23,2,0,0,0,0
S00089693,28,0,27,1,0,0,0,0
S00089694,57,0,54,3,0,0,0,0
S00089695,58,0,53,4,0,0,0,1
S00089696,62,2,56,1,0,0,0,3
S00089697,36,0,32,3,0,0,0,1
S00089698,47,0,47,0,0,0,0,0
S00089699,32,1,27,3,0,0,0,1
S00089700,51,0,46,1,1,0,0,3
S00089701,44,1,40,2,0,0,0,1
S00089702,30,1,27,2,0,0,0,0
S00089703,56,1,52,1,1,0,0,1
S00089704,49,1,48,0,0,0,0,0
S00089705,42,1,38,2,0,0,0,1
S00089706,54,1,51,2,0,0,0,0
S00089707,48,0,40,6,0,0,0,2
S00089708,39,0,24,12,0,0,1,2
S00089709,40,0,40,0,0,0,0,0
S00089710,72,0,55,16,0,0,0,1
S00089711,71,0,59,9,0,0,0,3
S00089712,50,1,47,2,0,0,0,0
S00089713,48,0,48,0,0,0,0,0
S00089714,60,2,58,0,0,0,0,0
S00089715,39,0,34,4,0,0,0,1
S00089716,56,0,14,42,0,0,0,0
S00089717,64,0,41,22,1,0,0,0
S00089718,63,0,60,1,1,0,0,1
S00089719,76,0,72,2,0,0,0,2
S00089720,64,0,61,3,0,0,0,0
S00089721,63,1,49,7,1,0,0,5
S00089722,55,1,50,3,0,0,0,1
S00089723,23,0,22,1,0,0,0,0
S00089724,42,2,38,0,0,0,0,2
S00089725,41,1,39,1,0,0,0,0
S00089726,53,0,49,4,0,0,0,0
S00089727,50,3,43,4,0,0,0,0
S00089728,46,2,39,4,0,0,0,1
S00089729,76,3,68,3,0,0,0,2
S00089730,58,4,36,16,0,0,0,2
S00089731,49,1,45,3,0,0,0,0
S00089732,84,1,43,39,0,0,0,1
S00089733,56,0,36,18,0,0,1,1
S00089734,52,1,44,7,0,0,0,0
S00089735,41,1,37,2,0,0,0,1
S00089736,54,2,46,4,0,0,0,2
S00089737,50,1,45,3,0,0,0,1
S00089738,41,0,38,3,0,0,0,0
S00089739,39,0,39,0,0,0,0,0
S00089740,70,0,66,3,0,0,0,1
S00089741,45,1,44,0,0,0,0,0
S00089742,53,0,50,1,1,0,0,1
S00089743,57,1,53,1,1,0,0,1
S00089744,38,0,38,0,0,0,0,0
S00089745,55,0,53,1,0,0,0,1
S00089746,53,0,50,2,0,0,0,1
S00089747,44,1,41,2,0,0,0,0
S00089748,46,0,44,0,0,0,0,2
S00089749,26,2,24,0,0,0,0,0
S00089750,63,0,19,43,0,0,0,1
S00089751,44,0,41,1,1,0,0,1
S00089752,41,0,40,0,0,0,0,1
S00089753,53,0,49,2,0,0,0,2
S00089754,49,2,39,4,1,0,0,3
S00089755,28,1,26,0,0,0,0,1
S00089756,37,0,34,2,0,0,0,1
S00089757,64,1,57,2,0,0,0,4
S00089758,55,1,53,0,0,0,0,1
S00089759,68,0,64,2,2,0,0,0
S00089760,53,2,40,8,1,0,0,2
S00089761,22,1,21,0,0,0,0,0
S00089762,70,2,58,8,0,0,0,2
S00089763,59,2,52,2,0,0,0,3
S00089764,58,1,55,2,0,0,0,0
S00089765,52,3,47,0,0,0,0,2
S00089766,63,1,58,3,0,0,0,1
S00089767,39,0,31,7,0,0,0,1
S00089768,39,0,34,4,0,0,0,1
S00089769,36,0,31,5,0,0,0,0
S00089770,52,0,45,5,0,0,0,2
S00089771,64,2,51,10,1,0,0,0
S00089772,62,2,44,14,1,0,0,1
S00089773,71,5,50,16,0,0,0,0
S00089774,53,4,40,6,0,0,0,3
S00089775,54,7,41,5,0,0,0,1
S00089776,66,14,31,21,0,0,0,0
S00089777,59,5,38,13,1,0,0,2
S00089778,75,0,61,12,0,0,0,2
S00089779,66,2,63,1,0,0,0,0
S00089780,55,13,25,16,0,0,0,1
S00089781,69,8,48,12,0,0,0,1
S00089782,56,7,35,14,0,0,0,0
S00089783,57,0,4,52,0,0,1,0
S00089784,37,4,22,7,0,0,0,4
S00089785,64,2,50,5,0,0,0,7
S00089786,38,0,34,1,0,0,0,3
S00089787,55,3,42,9,1,0,0,0
S00089788,37,6,24,7,0,0,0,0
S00089789,71,10,39,18,0,0,0,4
S00089790,95,2,80,10,0,0,0,3
S00089791,42,0,34,6,0,0,0,2
S00089792,44,0,35,9,0,0,0,0
S00089793,43,3,30,9,0,0,0,1
S00089794,36,2,28,4,0,0,0,2
S00089795,72,1,57,8,0,0,0,6
S00089796,72,8,58,6,0,0,0,0
S00089797,63,3,53,7,0,0,0,0
S00089798,63,7,54,2,0,0,0,0
S00089799,70,0,64,6,0,0,0,0
S00089800,65,2,49,12,0,0,0,2
S00089801,62,3,32,23,0,0,4,0
S00089802,72,0,66,5,0,0,0,1
S00089803,40,1,34,4,0,0,0,1
S00089804,58,1,48,8,0,0,0,1
S00089805,40,0,36,4,0,0,0,0
S00089806,50,0,45,4,0,0,0,1
S00089807,42,1,38,3,0,0,0,0
S00089808,38,0,36,2,0,0,0,0
S00089809,53,0,45,4,0,0,0,4
S00089810,28,0,26,1,0,0,0,1
S00089811,41,2,35,2,0,0,0,2
S00089812,42,1,40,0,1,0,0,0
S00089813,57,1,55,0,0,0,0,1
S00089814,45,0,38,5,0,0,0,2
S00089815,40,2,32,4,0,0,0,2
S00089816,52,0,48,1,0,0,0,3
S00089817,59,1,51,4,0,0,0,3
S00089818,38,0,34,4,0,0,0,0
S00089819,73,0,66,3,0,1,0,3
S00089820,50,1,47,1,0,0,0,1
S00089821,51,0,49,0,0,0,0,2
S00089822,44,0,41,2,0,0,0,1
S00089823,43,0,39,2,0,0,1,1
S00089824,72,1,67,1,0,0,0,3
S00089825,68,1,60,6,0,0,0,1
S00089826,50,1,44,1,0,0,1,3
S00089827,46,0,43,2,0,0,0,1
S00089828,54,1,31,22,0,0,0,0
S00089829,42,2,38,2,0,0,0,0
S00089830,51,0,46,3,0,0,0,2
S00089831,46,0,40,3,1,0,2,0
S00089832,40,0,36,2,0,0,2,0
S00089833,65,0,60,2,0,0,0,3
S00089834,40,0,37,2,1,0,0,0
S00089835,43,0,37,3,0,0,1,2
S00089836,72,0,65,6,0,0,0,1
S00089837,68,1,61,4,0,0,0,2
S00089838,68,1,62,1,0,0,0,4
S00089839,35,0,33,1,0,1,0,0
S00089840,35,1,34,0,0,0,0,0
S00089841,48,0,47,1,0,0,0,0
S00089842,40,1,35,4,0,0,0,0
S00089843,50,0,47,3,0,0,0,0
S00089844,51,0,48,2,0,0,0,1
S00089845,55,0,49,5,0,0,0,1
S00089846,36,0,32,4,0,0,0,0
S00089847,34,2,30,1,0,0,1,0
S00089848,46,2,39,4,0,0,0,1
S00089849,59,1,55,2,0,0,0,1
S00089850,65,0,58,5,0,0,0,2
S00089851,40,0,39,1,0,0,0,0
S00089852,70,0,46,21,1,0,2,0
S00089853,70,1,32,24,1,0,10,2
S00089854,68,1,39,21,1,0,5,1
S00089855,72,3,33,16,3,0,15,2
S00089856,75,2,66,5,0,0,2,0
S00089857,57,0,53,3,0,0,0,1
S00089858,37,0,35,2,0,0,0,0
S00089859,48,0,37,10,0,0,0,1
S00089860,48,0,34,12,0,0,0,2
S00089861,51,0,39,6,0,0,0,6
S00089862,68,0,61,3,0,0,0,4
S00089863,64,0,61,2,0,0,0,1
S00089864,76,1,66,6,0,0,0,3
S00089865,57,0,53,2,0,0,0,2
S00089866,49,0,7,42,0,0,0,0
S00089867,52,0,36,14,0,0,0,2
S00089868,40,1,2,36,0,0,0,1
S00089869,67,1,52,10,0,0,0,4
S00089870,48,0,48,0,0,0,0,0
S00089871,63,1,51,9,1,0,0,1
S00089872,59,0,54,4,0,0,0,1
S00089873,67,0,61,2,0,0,0,4
S00089874,69,3,44,20,0,0,0,2
S00089875,68,0,62,6,0,0,0,0
S00089876,51,0,48,1,0,0,0,2
S00089877,45,1,39,5,0,0,0,0
S00089878,51,2,48,1,0,0,0,0
S00089879,62,2,48,11,0,0,1,0
S00089880,66,0,62,1,0,1,0,2
S00089881,74,1,64,7,0,1,0,1
S00089882,51,0,49,1,0,0,0,1
S00089883,46,1,43,2,0,0,0,0
S00089884,36,0,35,0,0,0,0,1
S00089885,76,1,61,11,0,0,0,3
S00089886,57,0,39,14,0,0,4,0
S00089887,49,0,45,4,0,0,0,0
S00089888,38,0,38,0,0,0,0,0
S00089889,49,1,40,6,0,0,0,2
S00089890,65,0,64,1,0,0,0,0
S00089891,69,0,64,2,0,0,0,3
S00089892,67,1,64,2,0,0,0,0
S00089893,73,4,64,4,0,0,0,1
S00089894,86,4,76,4,0,0,0,2
S00089895,40,0,39,1,0,0,0,0
S00089896,45,1,39,5,0,0,0,0
S00089897,66,0,63,1,0,1,1,0
S00089898,65,0,55,5,0,0,0,5
S00089899,51,1,47,1,2,0,0,0
S00089900,49,1,44,2,0,0,0,2
S00089901,40,0,37,2,1,0,0,0
S00089902,74,1,66,5,0,0,0,2
S00089903,67,0,65,2,0,0,0,0
S00089904,42,1,39,1,0,0,0,1
S00089905,52,1,49,2,0,0,0,0
S00089906,42,0,35,6,0,0,0,1
S00089907,49,0,49,0,0,0,0,0
S00089908,43,0,41,1,0,0,0,1
S00089909,28,1,27,0,0,0,0,0
S00089910,50,1,48,0,0,0,0,1
S00089911,64,2,57,1,0,1,1,2
S00089912,56,0,49,4,0,0,0,3
S00089913,47,0,42,4,0,0,0,1
S00089914,40,0,35,4,0,0,0,1
S00089915,40,1,38,0,0,0,0,1
S00089916,59,0,57,1,1,0,0,0
S00089917,43,1,37,3,0,0,0,2
S00089918,45,0,43,1,0,0,0,1
S00089919,42,1,38,1,1,0,0,1
S00089920,52,0,49,2,0,0,0,1
S00089921,40,0,40,0,0,0,0,0
S00089922,41,0,38,3,0,0,0,0
S00089923,41,0,36,2,0,0,0,3
S00089924,42,2,37,2,1,0,0,0
S00089925,47,3,39,2,0,0,0,3
S00089926,49,0,44,4,0,0,0,1
S00089927,43,1,41,1,0,0,0,0
S00089928,50,2,43,1,0,0,0,4
S00089929,54,1,48,5,0,0,0,0
S00089930,41,1,35,3,0,0,1,1
S00089931,44,1,39,3,0,0,0,1
S00089932,50,1,46,1,0,0,1,1
S00089933,39,0,39,0,0,0,0,0
S00089934,39,0,36,1,0,0,0,2
S00089935,58,0,58,0,0,0,0,0
S00089936,41,0,38,3,0,0,0,0
S00089937,36,0,36,0,0,0,0,0
S00089938,58,0,54,2,0,0,0,2
S00089939,66,0,62,4,0,0,0,0
S00089940,55,0,51,2,1,0,0,1
S00089941,49,1,43,3,0,0,0,2
S00089942,39,0,38,1,0,0,0,0
S00089943,44,1,37,2,0,0,0,4
S00089944,47,0,30,15,0,0,1,1
S00089945,58,1,53,2,0,0,0,2
S00089946,62,0,40,20,0,0,0,2
S00089947,40,0,39,0,0,0,0,1
S00089948,71,6,44,19,0,0,0,2
S00089949,57,1,50,6,0,0,0,0
S00089950,53,0,50,2,0,0,0,1
S00089951,48,0,46,1,0,0,0,1
S00089952,57,0,57,0,0,0,0,0
S00089953,40,2,35,1,0,0,0,2
S00089954,67,1,65,1,0,0,0,0
S00089955,74,0,72,2,0,0,0,0
S00089956,48,1,34,12,0,0,0,1
S00089957,45,0,44,0,0,0,0,1
S00089958,43,1,39,2,0,0,0,1
S00089959,56,1,52,2,0,0,1,0
S00089960,38,0,36,1,1,0,0,0
S00089961,44,0,40,1,0,0,1,2
S00089962,55,0,37,13,1,0,2,2
S00089963,53,0,51,2,0,0,0,0
S00089964,72,0,65,7,0,0,0,0
S00089965,70,2,62,3,0,0,0,3
S00089966,68,1,64,3,0,0,0,0
S00089967,54,0,52,0,0,0,1,1
S00089968,41,1,38,2,0,0,0,0
S00089969,47,0,44,2,0,0,1,0
S00089970,42,0,40,2,0,0,0,0
S00089971,73,0,68,5,0,0,0,0
S00089972,43,0,39,0,0,1,0,3
S00089973,44,0,42,1,0,0,0,1
S00089974,41,0,33,6,0,1,1,0
S00089975,54,0,53,0,0,0,0,1
S00089976,46,0,45,1,0,0,0,0
S00089977,42,1,40,1,0,0,0,0
S00089978,67,0,61,4,0,0,0,2
S00089979,44,0,40,3,0,0,0,1
S00089980,49,0,48,0,0,0,0,1
S00089981,50,1,2,47,0,0,0,0
S00089982,45,0,41,2,0,0,0,2
S00089983,37,1,30,2,0,0,0,4
S00089984,47,0,40,4,0,0,0,3
S00089985,50,0,45,2,0,0,0,3
S00089986,50,1,48,1,0,0,0,0
S00089987,43,0,43,0,0,0,0,0
S00089988,49,0,45,3,0,0,0,1
S00089989,48,0,48,0,0,0,0,0
S00089990,42,0,38,4,0,0,0,0
S00089991,42,1,39,1,0,0,0,1
S00089992,59,1,57,0,0,0,0,1
S00089993,39,0,37,1,1,0,0,0
S00089994,44,0,44,0,0,0,0,0
S00089995,40,0,37,1,0,0,0,2
S00089996,24,0,23,0,0,0,0,1
S00089997,57,0,55,0,1,0,1,0
S00089998,75,1,70,0,2,0,0,2
S00089999,47,0,45,1,0,0,0,1
S00090000,44,0,43,1,0,0,0,0
S00090001,39,0,36,3,0,0,0,0
S00090002,60,1,57,1,0,1,0,0
S00090003,48,0,44,3,0,1,0,0
S00090004,34,0,33,0,0,0,0,1
S00090005,25,0,24,1,0,0,0,0
S00090006,44,0,39,1,0,0,0,4
S00090007,71,0,67,2,0,0,0,2
S00090008,53,1,44,4,0,0,0,4
S00090009,44,0,41,2,0,0,0,1
S00090010,38,0,36,2,0,0,0,0
S00090011,49,1,42,5,0,0,0,1
S00090012,54,1,51,2,0,0,0,0
S00090013,40,2,37,0,0,0,0,1
S00090014,55,0,53,1,0,1,0,0
S00090015,41,2,37,1,0,0,0,1
S00090016,50,1,47,0,0,0,0,2
S00090017,48,0,45,3,0,0,0,0
S00090018,50,0,48,1,0,0,0,1
S00090019,21,0,20,0,0,0,0,1
S00090020,26,0,24,0,0,0,0,2
S00090021,53,1,52,0,0,0,0,0
S00090022,46,0,41,2,0,0,0,3
S00090023,41,0,39,1,0,0,0,1
S00090024,54,1,53,0,0,0,0,0
S00090025,49,0,48,0,0,0,0,1
S00090026,29,0,28,1,0,0,0,0
S00090027,51,0,49,0,0,0,1,1
S00090028,52,2,46,1,0,0,1,2
S00090029,36,1,34,1,0,0,0,0
S00090030,40,0,37,0,0,0,0,3
S00090031,52,1,46,2,0,0,0,3
S00090032,43,0,40,0,0,0,0,3
S00090033,47,1,44,1,0,1,0,0
S00090034,48,1,44,1,0,0,0,2
S00090035,41,0,40,0,0,0,0,1
S00090036,48,0,46,2,0,0,0,0
S00090037,50,0,46,2,0,0,0,2
S00090038,42,0,42,0,0,0,0,0
S00090039,51,0,50,0,0,1,0,0
S00090040,64,0,60,1,0,0,0,3
S00090041,26,0,25,1,0,0,0,0
S00090042,50,0,47,1,0,0,0,2
S00090043,54,0,50,1,0,0,1,2
S00090044,53,0,48,0,0,0,1,4
S00090045,75,0,72,0,0,0,0,3
S00090046,39,0,14,24,0,0,0,1
S00090047,42,2,35,3,0,1,0,1
S00090048,48,0,46,0,1,0,1,0
S00090049,54,1,52,0,0,0,0,1
S00090050,46,1,42,1,0,0,1,1
S00090051,55,0,52,0,0,2,0,1
S00090052,44,0,43,0,0,0,0,1
S00090053,44,0,41,2,0,0,0,1
S00090054,58,1,54,1,0,0,0,2
S00090055,44,1,42,1,0,0,0,0
S00090056,35,1,30,0,0,0,0,4
S00090057,49,1,44,3,0,0,0,1
S00090058,49,0,3,46,0,0,0,0
S00090059,68,0,65,3,0,0,0,0
S00090060,50,0,47,2,0,0,0,1
S00090061,52,0,50,1,0,0,0,1
S00090062,43,2,38,3,0,0,0,0
S00090063,47,2,41,3,0,0,0,1
S00090064,74,1,68,2,0,0,0,3
S00090065,30,0,29,0,0,0,0,1
S00090066,29,2,26,0,0,0,0,1
S00090067,42,1,31,9,0,0,0,1
S00090068,43,1,36,4,0,0,0,2
S00090069,52,0,50,1,0,0,0,1
S00090070,79,0,74,4,1,0,0,0
S00090071,78,5,19,53,0,0,0,1
S00090072,72,7,34,31,0,0,0,0
S00090073,63,6,29,27,0,0,0,1
S00090074,74,7,15,44,7,0,0,1
S00090075,67,1,58,7,0,0,0,1
S00090076,83,3,50,29,0,0,0,1
S00090077,43,0,42,0,0,0,0,1
S00090078,76,1,63,12,0,0,0,0
S00090079,58,0,54,0,0,0,1,3
S00090080,53,0,38,13,0,0,0,2
S00090081,66,1,48,17,0,0,0,0
S00090082,43,0,36,6,0,0,0,1
S00090083,50,1,43,6,0,0,0,0
S00090084,86,2,64,19,0,0,1,0
S00090085,62,0,47,12,1,0,0,2
S00090086,55,3,39,11,2,0,0,0
S00090087,49,0,45,4,0,0,0,0
S00090088,46,1,41,4,0,0,0,0
S00090089,59,4,50,3,0,0,0,2
S00090090,20,0,18,0,0,0,0,2
S00090091,76,1,72,3,0,0,0,0
S00090092,35,1,32,2,0,0,0,0
S00090093,41,0,33,8,0,0,0,0
S00090094,53,0,52,1,0,0,0,0
S00090095,58,3,48,6,1,0,0,0
S00090096,48,0,42,5,0,0,0,1
S00090097,37,1,27,8,0,0,0,1
S00090098,56,0,46,10,0,0,0,0
S00090099,94,1,83,8,0,0,1,1
S00090100,58,2,55,0,0,0,0,1
S00090101,60,0,59,1,0,0,0,0
S00090102,42,0,39,2,0,0,0,1
S00090103,61,0,58,2,0,0,0,1
S00090104,46,0,43,3,0,0,0,0
S00090105,43,1,41,1,0,0,0,0
S00090106,65,0,64,0,0,0,0,1
S00090107,66,0,62,1,1,0,0,2
S00090108,52,0,50,2,0,0,0,0
S00090109,46,0,44,1,0,0,0,1
S00090110,54,0,54,0,0,0,0,0
S00090111,42,1,35,4,0,0,0,2
S00090112,74,1,72,1,0,0,0,0
S00090113,47,0,43,4,0,0,0,0
S00090114,47,0,44,0,0,0,1,2
S00090115,47,0,45,1,0,0,0,1
S00090116,55,1,52,1,0,0,1,0
S00090117,58,0,57,0,1,0,0,0
S00090118,64,1,60,1,0,0,0,2
S00090119,69,0,69,0,0,0,0,0
S00090120,52,0,51,0,0,0,0,1
S00090121,79,0,75,3,1,0,0,0
S00090122,58,2,52,2,0,0,0,2
S00090123,51,4,41,6,0,0,0,0
S00090124,70,3,49,17,0,0,0,1
S00090125,54,0,51,1,0,0,0,2
S00090126,73,1,69,1,0,0,1,1
S00090127,60,0,58,2,0,0,0,0
S00090128,42,0,42,0,0,0,0,0
S00090129,61,0,56,4,0,0,0,1
S00090130,67,1,61,4,0,0,0,1
S00090131,63,4,49,10,0,0,0,0
S00090132,59,0,55,1,1,0,1,1
S00090133,91,4,70,14,0,0,0,3
S00090134,59,3,49,6,0,0,0,1
S00090135,57,1,53,1,1,0,0,1
S00090136,61,3,41,16,1,0,0,0
S00090137,64,3,43,18,0,0,0,0
S00090138,44,2,35,6,0,0,0,1
S00090139,59,10,42,6,0,0,0,1
S00090140,41,1,39,0,0,0,0,1
S00090141,29,0,29,0,0,0,0,0
S00090142,58,0,57,0,0,0,0,1
S00090143,42,0,41,1,0,0,0,0
S00090144,45,0,43,1,0,0,0,1
S00090145,54,2,50,0,0,0,1,1
S00090146,50,0,47,2,0,0,1,0
S00090147,48,0,45,2,0,0,1,0
S00090148,40,0,39,1,0,0,0,0
S00090149,73,0,70,1,0,0,0,2
S00090150,48,1,45,1,0,0,1,0
S00090151,47,2,45,0,0,0,0,0
S00090152,48,1,44,2,0,0,0,1
S00090153,50,0,45,3,0,1,0,1
S00090154,45,0,44,1,0,0,0,0
S00090155,50,0,47,2,0,0,0,1
S00090156,41,0,38,2,1,0,0,0
S00090157,76,0,61,12,0,0,0,3
S00090158,41,2,35,3,0,0,0,1
S00090159,69,0,67,1,0,0,0,1
S00090160,58,1,51,3,1,0,0,2
S00090161,49,1,45,2,0,1,0,0
S00090162,59,1,55,0,1,0,1,1
S00090163,49,3,42,1,0,1,0,2
S00090164,57,0,54,0,0,0,0,3
S00090165,76,17,46,8,0,3,0,2
S00090166,62,1,47,13,0,0,0,1
S00090167,62,0,6,56,0,0,0,0
S00090168,45,0,41,2,0,1,0,1
S00090169,43,0,43,0,0,0,0,0
S00090170,48,0,45,1,0,2,0,0
S00090171,22,0,20,1,1,0,0,0
S00090172,56,1,53,2,0,0,0,0
S00090173,52,0,44,7,0,0,0,1
S00090174,67,0,66,1,0,0,0,0
S00090175,58,0,56,2,0,0,0,0
S00090176,30,0,29,0,0,0,1,0
S00090177,62,1,54,4,0,0,0,3
S00090178,66,1,64,0,1,0,0,0
S00090179,74,1,68,2,1,0,1,1
S00090180,72,0,70,2,0,0,0,0
S00090181,64,1,60,0,0,0,0,3
S00090182,61,1,55,4,0,0,0,1
S00090183,75,4,59,11,0,0,0,1
S00090184,50,2,44,2,1,0,0,1
S00090185,46,0,46,0,0,0,0,0
S00090186,62,0,53,6,0,0,0,3
S00090187,60,1,53,2,0,0,0,4
S00090188,41,1,40,0,0,0,0,0
S00090189,51,4,42,4,0,0,0,1
S00090190,83,0,79,3,0,0,0,1
S00090191,62,2,56,3,1,0,0,0
S00090192,40,0,36,2,0,0,0,2
S00090193,57,3,51,0,0,0,0,3
S00090194,41,0,39,0,0,0,0,2
S00090195,44,1,40,2,1,0,0,0
S00090196,49,1,46,2,0,0,0,0
S00090197,42,0,42,0,0,0,0,0
S00090198,52,1,48,2,0,0,0,1
S00090199,34,0,33,0,0,0,0,1
S00090200,45,1,41,2,1,0,0,0
S00090201,58,2,53,3,0,0,0,0
S00090202,71,11,6,54,0,0,0,0
S00090203,56,3,45,6,0,0,0,2
S00090204,58,0,53,2,2,0,0,1
S00090205,48,0,45,2,0,0,1,0
S00090206,41,0,39,1,0,0,0,1
S00090207,46,0,44,2,0,0,0,0
S00090208,49,0,41,6,1,0,0,1
S00090209,41,0,39,1,0,0,0,1
S00090210,35,0,35,0,0,0,0,0
S00090211,50,11,3,36,0,0,0,0
S00090212,26,2,24,0,0,0,0,0
S00090213,31,0,28,2,0,0,0,1
S00090214,48,1,45,2,0,0,0,0
S00090215,57,0,56,1,0,0,0,0
S00090216,42,0,40,1,0,0,0,1
S00090217,39,0,39,0,0,0,0,0
S00090218,47,0,47,0,0,0,0,0
S00090219,50,0,48,1,0,0,0,1
S00090220,36,0,35,1,0,0,0,0
S00090221,61,0,60,1,0,0,0,0
S00090222,75,0,70,4,0,0,0,1
S00090223,75,1,66,7,0,0,0,1
S00090224,59,0,55,2,2,0,0,0
S00090225,26,0,25,0,0,0,1,0
S00090226,52,0,48,0,1,0,0,3
S00090227,76,1,73,1,0,0,0,1
S00090228,73,2,64,7,0,0,0,0
S00090229,94,3,79,10,0,0,0,2
S00090230,48,2,31,14,0,0,0,1
S00090231,57,4,47,4,0,0,0,2
S00090232,47,0,41,6,0,0,0,0
S00090233,35,0,26,4,1,1,0,3
S00090234,43,2,36,4,1,0,0,0
S00090235,57,0,53,3,0,0,0,1
S00090236,46,2,38,4,1,0,0,1
S00090237,46,0,42,2,0,0,0,2
S00090238,42,9,18,14,0,0,0,1
S00090239,49,1,38,8,1,0,1,0
S00090240,53,0,53,0,0,0,0,0
S00090241,67,5,54,2,0,1,3,2
S00090242,59,1,52,5,0,0,0,1
S00090243,42,0,41,0,0,0,0,1
S00090244,38,1,36,1,0,0,0,0
S00090245,68,0,66,1,0,0,0,1
S00090246,29,0,26,1,0,0,0,2
S00090247,51,0,49,1,0,0,0,1
S00090248,30,0,30,0,0,0,0,0
S00090249,93,5,72,13,0,0,1,2
S00090250,53,1,51,1,0,0,0,0
S00090251,67,3,39,25,0,0,0,0
S00090252,72,8,55,8,0,0,0,1
S00090253,79,0,74,2,1,0,1,1
S00090254,63,0,59,2,2,0,0,0
S00090255,68,1,60,4,0,0,0,3
S00090256,73,0,71,0,1,0,0,1
S00090257,63,0,59,1,0,1,0,2
S00090258,79,3,56,18,0,0,0,2
