oa_zones,All people aged 16 and over: Total,All people aged 16 and over: No qualifications,All people aged 16 and over: Level 1,All people aged 16 and over: Level 2,All people aged 16 and over: Level 3,All people aged 16 and over: Level 4 and above
S00089750,95,5,8,8,6,68
S00089751,87,7,13,19,3,45
S00089752,96,8,12,15,7,54
S00089753,108,2,11,10,3,82
S00089754,95,5,10,8,8,64
S00089755,50,3,4,8,3,32
S00089756,67,1,5,15,10,36
S00089757,106,13,5,12,8,68
S00089758,93,14,12,13,8,46
S00089759,139,20,17,22,10,70
S00089760,79,5,12,11,11,40
S00089761,44,3,7,1,5,28
S00089762,107,9,8,11,13,66
S00089763,101,2,6,11,7,75
S00089764,103,8,11,11,9,64
S00089765,107,5,15,14,8,65
S00089766,99,7,15,20,12,45
S00089767,62,5,8,9,8,32
S00089768,59,1,6,12,4,36
S00089769,51,1,6,6,4,34
S00089770,94,4,8,21,12,49
S00089771,93,6,5,14,5,63
S00089772,91,1,7,19,9,55
S00089773,103,9,19,12,9,54
S00089774,77,2,10,13,7,45
S00089775,69,6,5,8,5,45
S00089776,89,7,13,15,12,42
S00089777,87,3,15,10,10,49
S00089778,113,11,22,21,7,52
S00089779,92,22,12,15,7,36
S00089780,70,1,11,11,10,37
S00089781,88,3,13,9,9,54
S00089782,70,3,4,8,6,49
S00089783,79,34,18,4,1,22
S00089784,55,8,5,8,1,33
S00089785,115,31,27,15,10,32
S00089786,75,25,21,7,9,13
S00089787,76,7,9,14,5,41
S00089788,61,5,6,11,5,34
S00089789,108,8,18,23,6,53
S00089790,276,29,45,68,44,90
S00089791,62,16,11,5,6,24
S00089792,73,7,6,13,7,40
S00089793,71,4,9,14,2,42
S00089794,61,5,6,3,4,43
S00089795,130,19,8,22,13,68
S00089796,108,1,13,18,14,62
S00089797,90,5,7,14,6,58
S00089798,92,5,8,13,12,54
S00089799,118,10,15,14,12,67
S00089800,97,6,15,14,11,51
S00089801,80,46,24,3,1,6
S00089802,144,53,50,15,12,14
S00089803,70,30,23,8,5,4
S00089804,108,41,47,7,8,5
S00089805,66,26,20,5,4,11
S00089806,87,31,34,10,7,5
S00089807,72,21,28,4,4,15
S00089808,73,23,22,10,4,14
S00089809,70,25,22,7,8,8
S00089810,53,17,14,5,11,6
S00089811,66,16,19,10,11,10
S00089812,80,19,32,6,12,11
S00089813,140,46,42,19,13,20
S00089814,62,38,9,4,1,10
S00089815,82,20,37,11,6,8
S00089816,101,31,38,13,8,11
S00089817,100,42,30,7,9,12
S00089818,79,25,27,10,5,12
S00089819,137,39,49,18,7,24
S00089820,96,27,31,8,8,22
S00089821,97,44,30,7,7,9
S00089822,87,29,19,13,8,18
S00089823,84,40,19,10,2,13
S00089824,139,55,45,12,12,15
S00089825,133,54,46,13,9,11
S00089826,90,19,30,9,8,24
S00089827,98,35,37,9,10,7
S00089828,71,52,9,2,2,6
S00089829,82,30,19,12,10,11
S00089830,95,31,38,8,5,13
S00089831,99,40,35,10,10,4
S00089832,71,23,27,5,6,10
S00089833,118,44,34,16,15,9
S00089834,76,30,26,7,6,7
S00089835,78,30,24,5,4,15
S00089836,140,53,49,11,7,20
S00089837,123,50,38,20,7,8
S00089838,119,59,38,11,3,8
S00089839,72,19,21,17,4,11
S00089840,66,27,22,5,7,5
S00089841,103,25,40,8,9,21
S00089842,73,25,20,11,7,10
S00089843,104,32,37,9,9,17
S00089844,92,40,29,7,8,8
S00089845,112,27,48,11,9,17
S00089846,68,28,20,7,4,9
S00089847,65,21,20,8,4,12
S00089848,96,19,46,9,5,17
S00089849,117,32,35,17,9,24
S00089850,108,37,40,10,6,15
S00089851,66,25,25,8,4,4
S00089852,97,65,22,6,1,3
S00089853,104,45,31,10,9,9
S00089854,95,66,18,2,2,7
S00089855,107,42,38,5,6,16
S00089856,120,44,41,9,9,17
S00089857,98,29,37,4,12,16
S00089858,75,33,21,5,7,9
S00089859,86,19,30,12,5,20
S00089860,91,11,21,15,10,34
S00089861,71,24,13,16,9,9
S00089862,112,36,34,15,8,19
S00089863,130,24,35,14,4,53
S00089864,149,49,54,17,9,20
S00089865,116,30,27,16,18,25
S00089866,66,24,20,8,7,7
S00089867,91,16,30,19,4,22
S00089868,53,26,16,2,2,7
S00089869,134,17,48,18,17,34
S00089870,95,27,22,17,9,20
S00089871,106,49,26,11,3,17
S00089872,119,37,32,16,13,21
S00089873,146,42,38,17,14,35
S00089874,116,27,28,17,9,35
S00089875,114,41,32,7,12,22
S00089876,92,22,32,10,8,20
S00089877,87,29,28,10,13,7
S00089878,81,27,24,10,8,12
S00089879,111,30,32,9,6,34
S00089880,138,27,32,18,13,48
S00089881,152,28,33,17,18,56
S00089882,108,9,30,9,7,53
S00089883,86,17,18,8,7,36
S00089884,81,8,13,7,7,46
S00089885,108,34,28,14,12,20
S00089886,90,30,18,15,8,19
S00089887,83,14,22,12,9,26
S00089888,66,13,14,13,5,21
S00089889,58,29,9,6,3,11
S00089890,100,5,10,13,8,64
S00089891,219,86,30,16,18,69
S00089892,114,10,14,21,7,62
S00089893,115,36,28,15,8,28
S00089894,139,7,26,26,15,65
S00089895,72,7,5,22,9,29
S00089896,74,23,16,8,6,21
S00089897,95,39,24,10,4,18
S00089898,105,20,34,6,13,32
S00089899,108,13,14,16,8,57
S00089900,80,15,10,9,7,39
S00089901,82,8,15,10,7,42
S00089902,141,14,27,32,12,56
S00089903,116,16,27,15,14,44
S00089904,87,23,20,14,11,19
S00089905,87,18,21,13,11,24
S00089906,83,18,35,12,7,11
S00089907,97,28,14,8,7,40
S00089908,101,30,17,9,13,32
S00089909,49,17,14,6,4,8
S00089910,93,22,29,10,14,18
S00089911,132,31,47,16,15,23
S00089912,93,29,38,8,5,13
S00089913,78,14,10,9,12,33
S00089914,71,14,28,10,6,13
S00089915,91,39,8,6,4,34
S00089916,90,46,22,7,5,10
S00089917,91,25,32,12,8,14
S00089918,80,3,7,11,10,49
S00089919,79,11,16,7,13,32
S00089920,91,35,28,10,2,16
S00089921,77,34,24,5,2,12
S00089922,71,24,25,8,3,11
S00089923,77,31,21,2,6,17
S00089924,68,14,23,8,7,16
S00089925,85,36,22,12,5,10
S00089926,92,26,32,13,7,14
S00089927,82,32,23,10,6,11
S00089928,104,33,36,11,10,14
S00089929,97,37,28,8,11,13
S00089930,64,12,23,9,5,15
S00089931,78,20,33,11,3,11
S00089932,101,29,31,15,7,19
S00089933,65,23,23,3,8,8
S00089934,68,15,38,4,6,5
S00089935,91,32,36,9,9,5
S00089936,55,23,10,11,5,6
S00089937,63,19,23,3,8,10
S00089938,89,19,32,8,7,23
S00089939,114,44,35,16,5,14
S00089940,77,30,24,9,9,5
S00089941,87,27,31,12,3,14
S00089942,49,19,14,5,4,7
S00089943,81,29,29,10,6,7
S00089944,58,42,8,0,1,7
S00089945,157,34,35,15,11,62
S00089946,93,15,23,12,6,37
S00089947,81,26,28,8,2,17
S00089948,112,7,35,15,7,48
S00089949,100,39,33,7,8,13
S00089950,85,27,32,6,8,12
S00089951,89,26,22,10,6,25
S00089952,106,32,29,16,10,19
S00089953,60,36,11,3,2,8
S00089954,116,49,31,13,9,14
S00089955,151,46,52,27,8,18
S00089956,55,40,8,0,4,3
S00089957,91,39,22,11,8,11
S00089958,85,29,18,13,11,14
S00089959,100,50,28,11,3,8
S00089960,77,21,24,10,7,15
S00089961,78,27,29,8,4,10
S00089962,69,20,24,12,2,11
S00089963,69,27,27,3,6,6
S00089964,85,54,17,3,4,7
S00089965,135,39,49,14,10,23
S00089966,138,38,42,15,18,25
S00089967,98,35,37,10,7,9
S00089968,72,22,22,10,7,11
S00089969,82,31,21,7,6,17
S00089970,85,31,30,6,10,8
S00089971,128,39,45,18,6,20
S00089972,80,22,32,7,7,12
S00089973,86,31,34,3,4,14
S00089974,79,19,35,3,7,15
S00089975,103,31,33,12,11,16
S00089976,91,34,31,4,9,13
S00089977,87,16,33,14,5,19
S00089978,119,57,43,8,3,8
S00089979,92,30,33,8,10,11
S00089980,86,32,24,13,8,9
S00089981,56,45,7,0,1,3
S00089982,69,19,27,9,7,7
S00089983,58,16,27,4,5,6
S00089984,79,26,27,8,5,13
S00089985,95,27,31,13,9,15
S00089986,67,24,22,4,8,9
S00089987,72,25,24,8,4,11
S00089988,97,34,36,16,5,6
S00089989,94,47,28,7,5,7
S00089990,81,40,30,6,0,5
S00089991,89,34,17,15,9,14
S00089992,105,29,36,12,9,19
S00089993,84,3,14,11,7,49
S00089994,81,2,7,6,8,58
S00089995,70,6,6,5,4,49
S00089996,51,1,15,5,4,26
S00089997,116,8,22,14,7,65
S00089998,139,18,21,20,9,71
S00089999,95,9,11,15,8,52
S00090000,87,2,10,11,10,54
S00090001,71,5,19,5,5,37
S00090002,131,44,41,13,12,21
S00090003,101,35,35,12,7,12
S00090004,67,28,14,7,6,12
S00090005,49,17,18,6,2,6
S00090006,88,58,14,7,3,6
S00090007,154,48,52,21,11,22
S00090008,74,35,24,5,4,6
S00090009,84,31,28,8,6,11
S00090010,80,21,38,7,8,6
S00090011,87,33,32,8,6,8
S00090012,108,38,35,17,6,12
S00090013,93,37,34,9,5,8
S00090014,114,46,38,11,4,15
S00090015,80,22,29,10,9,10
S00090016,86,34,29,6,6,11
S00090017,95,29,37,8,7,14
S00090018,108,38,39,4,9,18
S00090019,43,13,16,3,6,5
S00090020,40,14,15,2,1,8
S00090021,108,45,25,16,9,13
S00090022,89,35,32,9,3,10
S00090023,58,25,23,3,6,1
S00090024,104,41,27,14,13,9
S00090025,121,32,47,16,8,18
S00090026,61,28,19,6,3,5
S00090027,107,40,43,8,4,12
S00090028,95,23,37,5,6,24
S00090029,82,28,27,7,8,12
S00090030,73,27,27,9,4,6
S00090031,118,41,50,11,6,10
S00090032,89,35,30,4,7,13
S00090033,111,38,45,4,5,19
S00090034,104,35,44,14,5,6
S00090035,85,33,34,5,6,7
S00090036,93,29,38,11,5,10
S00090037,107,40,37,13,7,10
S00090038,85,41,29,7,3,5
S00090039,108,33,45,9,7,14
S00090040,125,54,47,8,4,12
S00090041,55,18,20,6,3,8
S00090042,92,42,26,7,6,11
S00090043,104,35,35,7,11,16
S00090044,114,41,45,6,7,15
S00090045,137,36,48,21,13,19
S00090046,46,30,7,4,3,2
S00090047,77,14,35,8,6,14
S00090048,84,19,31,8,12,14
S00090049,115,47,36,8,10,14
S00090050,87,29,27,6,8,17
S00090051,104,47,33,8,12,4
S00090052,90,27,34,11,7,11
S00090053,88,21,34,11,8,14
S00090054,125,38,57,16,4,10
S00090055,150,76,40,20,9,5
S00090056,69,16,19,8,7,19
S00090057,86,27,38,9,8,4
S00090058,56,41,11,2,0,2
S00090059,126,50,35,9,17,15
S00090060,96,31,33,8,9,15
S00090061,86,20,29,11,10,16
S00090062,74,29,24,9,1,11
S00090063,79,29,23,7,5,15
S00090064,127,34,46,8,13,26
S00090065,43,10,23,1,3,6
S00090066,52,18,27,3,2,2
S00090067,81,14,31,9,6,21
S00090068,92,31,32,12,6,11
S00090069,124,35,40,13,11,25
S00090070,182,74,59,26,10,13
S00090071,114,16,30,11,14,43
S00090072,115,16,21,23,16,39
S00090073,112,22,27,18,13,32
S00090074,118,33,35,7,12,31
S00090075,126,31,33,22,13,27
S00090076,135,15,37,22,17,44
S00090077,94,9,42,20,10,13
S00090078,145,40,48,11,9,37
S00090079,119,21,35,21,12,30
S00090080,95,18,24,15,9,29
S00090081,105,20,35,17,13,20
S00090082,76,37,13,9,4,13
S00090083,100,42,29,6,7,16
S00090084,132,35,41,26,12,18
S00090085,115,24,35,23,10,23
S00090086,114,12,32,21,15,34
S00090087,95,41,25,11,5,13
S00090088,89,27,19,10,10,23
S00090089,93,34,17,12,8,22
S00090090,51,18,17,5,4,7
S00090091,148,27,51,21,11,38
S00090092,59,27,13,4,8,7
S00090093,53,31,8,4,3,7
S00090094,113,23,35,17,18,20
S00090095,122,28,38,21,13,22
S00090096,91,26,21,8,14,22
S00090097,64,17,21,12,4,10
S00090098,79,35,26,3,8,7
S00090099,171,68,40,20,15,28
S00090100,120,20,38,18,11,33
S00090101,119,23,27,20,17,32
S00090102,94,17,24,17,12,24
S00090103,129,27,37,19,11,35
S00090104,102,26,22,9,16,29
S00090105,78,32,20,5,6,15
S00090106,137,31,40,18,16,32
S00090107,127,33,40,14,9,31
S00090108,116,17,35,15,7,42
S00090109,98,14,24,19,9,32
S00090110,113,21,37,17,9,29
S00090111,73,20,13,8,7,25
S00090112,149,30,30,27,20,42
S00090113,91,40,20,9,11,11
S00090114,107,21,20,21,15,30
S00090115,93,28,14,21,9,21
S00090116,120,15,33,24,11,37
S00090117,119,24,37,20,4,34
S00090118,127,28,33,18,23,25
S00090119,178,26,44,40,19,49
S00090120,121,18,33,26,9,35
S00090121,200,20,70,36,22,52
S00090122,105,19,31,13,13,29
S00090123,88,14,32,11,8,23
S00090124,100,54,21,9,5,11
S00090125,73,50,6,2,7,8
S00090126,122,47,37,15,12,11
S00090127,120,20,26,25,10,39
S00090128,92,30,23,20,4,15
S00090129,122,35,33,21,8,25
S00090130,110,34,24,15,9,28
S00090131,122,20,36,22,12,32
S00090132,132,15,30,29,16,42
S00090133,152,11,40,31,17,53
S00090134,122,10,36,25,13,38
S00090135,117,13,41,20,14,29
S00090136,115,16,31,16,18,34
S00090137,103,11,32,16,20,24
S00090138,89,11,39,15,5,19
S00090139,111,10,32,19,12,38
S00090140,87,11,32,15,7,22
S00090141,67,11,20,15,7,14
S00090142,100,36,37,8,6,13
S00090143,67,20,22,10,3,12
S00090144,77,26,22,6,6,17
S00090145,100,42,29,7,6,16
S00090146,77,44,13,5,6,9
S00090147,72,36,15,7,2,12
S00090148,72,31,19,7,5,10
S00090149,141,54,43,14,12,18
S00090150,76,42,14,3,4,13
S00090151,78,36,18,8,6,10
S00090152,80,26,32,6,4,12
S00090153,102,39,38,7,10,8
S00090154,97,28,32,10,11,16
S00090155,99,29,35,11,7,17
S00090156,116,46,40,9,8,13
S00090157,130,31,58,11,18,12
S00090158,90,21,25,24,5,15
S00090159,122,45,33,10,11,23
S00090160,108,36,26,12,9,25
S00090161,98,32,28,8,12,18
S00090162,120,32,45,16,15,12
S00090163,88,30,19,20,8,11
S00090164,115,15,44,20,12,24
S00090165,116,34,31,22,8,21
S00090166,110,13,26,23,18,30
S00090167,87,6,28,11,17,25
S00090168,82,15,24,8,8,27
S00090169,85,42,28,5,4,6
S00090170,96,26,35,11,9,15
S00090171,52,6,8,11,9,18
S00090172,107,26,23,12,15,31
S00090173,112,28,24,19,12,29
S00090174,133,28,44,14,14,33
S00090175,117,19,30,16,18,34
S00090176,54,14,14,7,6,13
S00090177,106,41,28,15,8,14
S00090178,125,32,32,20,14,27
S00090179,122,41,37,13,16,15
S00090180,117,37,46,16,9,9
S00090181,115,39,37,13,11,15
S00090182,112,22,32,13,20,25
S00090183,129,15,35,18,18,43
S00090184,76,16,16,12,9,23
S00090185,74,18,22,5,7,22
S00090186,107,36,30,10,11,20
S00090187,96,19,25,19,10,23
S00090188,96,27,32,22,9,6
S00090189,64,20,23,6,7,8
S00090190,133,46,44,12,13,18
S00090191,113,29,28,19,11,26
S00090192,86,33,14,12,5,22
S00090193,104,40,28,8,12,16
S00090194,81,37,21,8,3,12
S00090195,96,13,23,12,11,37
S00090196,90,25,27,7,12,19
S00090197,87,20,20,13,14,20
S00090198,94,18,17,15,13,31
S00090199,69,6,10,5,12,36
S00090200,85,15,18,12,4,36
S00090201,103,17,23,15,12,36
S00090202,99,9,20,18,14,38
S00090203,105,26,27,18,12,22
S00090204,121,47,35,7,9,23
S00090205,80,23,29,7,10,11
S00090206,82,38,20,11,3,10
S00090207,90,25,20,11,8,26
S00090208,88,22,21,12,9,24
S00090209,84,22,16,12,10,24
S00090210,76,15,23,8,13,17
S00090211,57,3,18,16,3,17
S00090212,57,14,22,6,6,9
S00090213,65,13,14,17,2,19
S00090214,95,26,26,15,6,22
S00090215,126,22,30,33,11,30
S00090216,96,19,26,19,6,26
S00090217,85,17,24,17,6,21
S00090218,90,11,16,17,18,28
S00090219,100,13,22,13,17,35
S00090220,92,11,14,15,13,39
S00090221,119,26,25,19,16,33
S00090222,157,33,37,15,18,54
S00090223,145,61,41,11,10,22
S00090224,124,16,27,21,14,46
S00090225,64,5,22,17,7,13
S00090226,129,21,44,21,12,31
S00090227,181,26,45,30,28,52
S00090228,142,46,45,17,13,21
S00090229,164,41,52,23,19,29
S00090230,87,3,25,15,18,26
S00090231,99,15,21,22,15,26
S00090232,81,17,33,5,11,15
S00090233,76,10,18,9,7,32
S00090234,87,14,25,14,8,26
S00090235,115,20,44,13,12,26
S00090236,82,30,25,8,1,18
S00090237,80,29,19,9,8,15
S00090238,62,6,20,8,4,24
S00090239,104,21,30,13,16,24
S00090240,120,18,40,21,16,25
S00090241,127,24,36,20,12,35
S00090242,110,38,32,16,8,16
S00090243,84,36,27,5,7,9
S00090244,76,10,21,16,7,22
S00090245,143,42,47,18,11,25
S00090246,47,20,10,4,6,7
S00090247,103,14,35,16,8,30
S00090248,47,17,17,2,4,7
S00090249,149,19,48,18,20,44
S00090250,108,26,28,15,11,28
S00090251,117,14,33,20,13,37
S00090252,140,14,56,25,9,36
S00090253,156,41,47,21,14,33
S00090254,105,19,21,14,12,39
S00090255,134,29,33,26,15,31
S00090256,145,30,36,19,16,44
S00090257,132,29,41,13,17,32
S00090258,143,20,37,28,15,43
S00090259,86,15,17,8,6,40
S00090260,110,16,22,16,14,42
S00090261,84,33,19,16,4,12
S00090262,65,24,19,8,3,11
S00090263,132,23,31,18,18,42
S00090264,112,24,26,13,17,32
S00090265,108,21,30,19,11,27
S00090266,92,23,28,13,8,20
S00090267,66,15,21,6,12,12
S00090268,90,36,20,15,3,16
S00090269,102,7,35,14,17,29
S00090270,93,16,21,13,9,34
S00090271,127,18,42,20,17,30
S00090272,81,23,20,14,10,14
S00090273,58,36,10,2,0,10
S00090274,64,12,18,8,6,20
S00090275,48,18,12,7,2,9
S00090276,83,22,22,12,10,17
S00090277,112,38,34,16,10,14
S00090278,121,47,27,17,9,21
S00090279,126,51,26,12,18,19
S00090280,75,33,16,10,4,12
S00090281,101,18,41,11,9,22
S00090282,90,24,32,12,8,14
S00090283,84,45,19,4,3,13
S00090284,80,31,23,10,4,12
S00090285,79,9,21,13,7,29
S00090286,84,16,15,11,8,34
S00090287,96,12,16,10,9,49
S00090288,127,49,31,15,10,22
S00090289,60,8,9,10,9,24
S00090290,66,11,17,12,11,15
S00090291,85,28,24,9,7,17
S00090292,101,35,21,21,1,23
S00090293,94,39,23,11,7,14
S00090294,96,35,28,11,8,14
S00090295,108,20,29,10,16,33
S00090296,92,31,24,8,6,23
S00090297,123,36,31,24,7,25
S00090298,74,27,17,5,7,18
S00090299,101,10,19,7,5,60
S00090300,99,20,16,16,12,35
S00090301,66,10,17,9,8,22
S00090302,85,14,19,13,7,32
S00090303,183,44,20,6,13,100
S00090304,132,10,17,21,16,68
S00090305,149,10,15,17,4,103
S00090306,137,9,12,27,12,77
S00090307,111,10,14,16,13,58
S00090308,99,7,12,16,14,50
S00090309,107,5,12,12,12,66
S00090310,103,8,18,12,20,45
S00090311,125,7,23,15,18,62
S00090312,78,12,10,10,10,36
S00090313,146,10,23,25,14,74
S00090314,223,75,23,16,14,95
S00090315,82,5,19,16,8,34
S00090316,150,20,21,19,8,82
S00090317,143,13,28,19,22,61
S00090318,162,11,17,42,15,77
S00090319,67,17,15,16,8,11
S00090320,60,2,8,10,10,30
S00090321,96,3,7,17,16,53
S00090322,93,1,10,26,4,52
S00090323,69,12,7,12,2,36
S00090324,64,18,20,12,3,11
S00090325,79,8,9,12,8,42
S00090326,77,11,7,8,6,45
S00090327,67,4,3,14,7,39
S00090328,48,3,13,7,7,18
S00090329,70,18,8,8,6,30
S00090330,51,6,6,9,5,25
S00090331,143,22,23,30,18,50
S00090332,99,16,18,23,4,38
S00090333,113,37,33,9,13,21
S00090334,46,9,5,6,4,22
S00090335,57,4,6,7,6,34
S00090336,110,29,19,15,13,34
S00090337,123,41,40,16,3,23
S00090338,44,13,21,3,3,4
S00090339,33,8,13,0,3,9
S00090340,77,25,28,12,6,6
S00090341,63,15,25,5,11,7
S00090342,61,23,23,9,4,2
S00090343,82,37,23,8,6,8
S00090344,56,19,16,9,6,6
S00090345,104,4,14,9,5,72
S00090346,75,30,16,8,3,18
S00090347,122,30,43,13,11,25
S00090348,128,47,27,6,17,31
S00090349,67,27,21,3,6,10
S00090350,70,23,24,8,6,9
S00090351,56,22,15,10,7,2
S00090352,73,32,28,2,5,6
S00090353,61,11,22,8,5,15
S00090354,155,19,58,20,24,34
S00090355,57,24,20,5,3,5
S00090356,80,19,29,9,5,18
S00090357,178,21,42,34,23,58
S00090358,128,14,34,29,18,33
S00090359,111,16,24,13,12,46
S00090360,75,6,27,12,7,23
S00090361,72,10,28,7,7,20
S00090362,116,17,17,17,8,57
S00090363,55,29,10,3,5,8
S00090364,63,24,16,8,5,10
S00090365,102,30,21,10,13,28
S00090366,63,19,26,9,3,6
S00090367,48,12,11,4,6,15
S00090368,47,15,14,7,3,8
S00090369,120,24,46,17,10,23
S00090370,105,19,28,18,15,25
S00090371,108,27,24,17,10,30
S00090372,77,15,19,12,9,22
S00090373,50,10,7,6,7,20
S00090374,104,16,33,13,11,31
S00090375,54,7,13,3,12,19
S00090376,97,14,34,13,15,21
S00090377,81,7,15,8,12,39
S00090378,69,11,14,12,8,24
S00090379,71,29,15,8,4,15
S00090380,101,38,13,10,12,28
S00090381,101,18,18,17,13,35
S00090382,46,5,5,7,2,27
S00090383,73,6,20,10,11,26
S00090384,52,6,11,7,3,25
S00090385,136,25,38,18,14,41
S00090386,57,8,14,11,10,14
S00090387,60,6,13,8,2,31
S00090388,115,18,21,16,20,40
S00090389,101,17,10,15,5,54
S00090390,77,7,16,10,6,38
S00090391,74,9,14,10,6,35
S00090392,87,16,21,8,11,31
S00090393,102,38,37,12,0,15
S00090394,74,8,13,11,5,37
S00090395,84,4,7,12,5,56
S00090396,69,7,8,8,11,35
S00090397,67,4,5,3,4,51
S00090398,58,2,4,6,5,41
S00090399,164,26,31,24,12,71
S00090400,106,6,23,15,8,54
S00090401,62,1,11,9,1,40
S00090402,89,13,7,8,6,55
S00090403,109,9,35,11,20,34
S00090404,160,36,49,20,15,40
S00090405,110,4,27,13,18,48
S00090406,95,0,8,17,21,49
S00090407,145,11,46,21,13,54
S00090408,62,2,5,9,7,39
S00090409,99,25,35,20,4,15
S00090410,84,31,26,9,5,13
S00090411,72,4,11,13,9,35
S00090412,55,9,9,2,8,27
S00090413,74,19,24,9,13,9
S00090414,95,12,15,12,13,43
S00090415,147,35,15,18,11,68
S00090416,96,8,15,13,16,44
S00090417,58,7,12,5,8,26
S00090418,45,8,3,3,8,23
S00090419,82,21,16,11,3,31
S00090420,89,10,17,14,5,43
S00090421,116,9,23,20,11,53
S00090422,66,5,15,7,12,27
S00090423,231,44,41,47,44,55
S00090424,55,2,5,10,11,27
S00090425,96,9,13,19,8,47
S00090426,85,8,16,12,10,39
S00090427,63,4,11,7,2,39
S00090428,161,5,23,21,18,94
S00090429,80,4,10,9,9,48
S00090430,80,7,6,8,3,56
S00090431,103,4,6,20,10,63
S00090432,51,1,6,6,2,36
S00090433,82,4,14,7,6,51
S00090434,68,1,9,4,3,51
S00090435,55,26,9,4,1,15
S00090436,113,21,27,15,10,40
S00090437,108,11,23,22,7,45
S00090438,59,5,4,24,5,21
S00090439,68,2,16,20,7,23
S00090440,113,10,16,15,11,61
S00090441,127,36,37,21,4,29
S00090442,90,46,14,5,7,18
S00090443,57,31,11,2,2,11
S00090444,217,19,30,98,6,64
S00090445,81,6,11,5,3,56
S00090446,71,1,9,20,7,34
S00090447,103,39,29,8,9,18
S00090448,52,12,6,5,5,24
S00090449,68,2,4,11,7,44
S00090450,67,19,13,12,1,22
S00090451,60,2,4,7,5,42
S00090452,65,14,14,12,8,17
S00090453,47,5,11,6,5,20
S00090454,137,7,10,44,15,61
S00090455,61,11,14,4,12,20
S00090456,42,3,16,9,3,11
S00090457,43,10,14,2,8,9
S00090458,80,13,25,7,9,26
S00090459,68,24,18,13,4,9
S00090460,100,46,24,8,8,14
S00090461,59,3,13,11,7,25
S00090462,109,13,10,30,9,47
S00090463,69,15,17,8,5,24
S00090464,60,14,26,10,2,8
S00090465,111,35,33,9,14,20
S00090466,56,17,23,5,7,4
S00090467,80,36,21,6,3,14
S00090468,104,3,7,12,11,71
S00090469,85,12,9,16,7,41
S00090470,71,33,16,4,5,13
S00090471,87,25,16,17,12,17
S00090472,83,24,22,9,7,21
S00090473,72,17,18,11,10,16
S00090474,85,31,18,11,8,17
S00090475,71,17,26,9,4,15
S00090476,79,17,22,7,13,20
S00090477,79,26,23,7,7,16
S00090478,105,26,47,6,13,13
S00090479,114,88,11,1,5,9
S00090480,67,50,6,2,0,9
S00090481,60,19,21,6,6,8
S00090482,64,22,14,9,14,5
S00090483,66,21,22,11,3,9
S00090484,85,4,12,17,5,47
S00090485,68,8,10,12,9,29
S00090486,71,31,18,7,7,8
S00090487,53,19,10,2,4,18
S00090488,84,22,30,10,6,16
S00090489,58,11,24,8,6,9
S00090490,101,36,29,12,9,15
S00090491,43,8,25,1,2,7
S00090492,59,26,12,6,5,10
S00090493,75,36,19,7,7,6
S00090494,73,25,31,5,3,9
S00090495,73,33,16,7,7,10
S00090496,195,28,48,40,15,64
S00090497,81,15,16,10,13,27
S00090498,81,13,18,10,15,25
S00090499,141,26,42,19,20,34
S00090500,100,12,25,23,11,29
S00090501,95,10,18,16,15,36
S00090502,69,6,23,18,11,11
S00090503,63,26,19,7,3,8
S00090504,135,48,42,21,12,12
S00090505,104,19,24,14,9,38
S00090506,85,7,26,15,13,24
S00090507,147,2,16,25,17,87
S00090508,81,5,3,32,4,37
S00090509,117,17,23,18,6,53
S00090510,93,21,15,10,6,41
S00090511,60,2,3,8,3,44
S00090512,65,7,5,9,3,41
S00090513,94,25,30,10,12,17
S00090514,84,20,11,15,8,30
S00090515,99,8,11,13,11,56
S00090516,93,6,7,20,13,47
S00090517,100,25,32,15,8,20
S00090518,93,15,13,14,13,38
S00090519,78,39,18,4,4,13
S00090520,111,52,19,15,6,19
S00090521,60,2,10,3,14,31
S00090522,67,9,5,15,14,24
S00090523,833,14,68,435,101,215
S00090524,100,7,20,21,14,38
S00090525,75,1,10,20,9,35
S00090526,85,8,12,18,9,38
S00090527,120,12,18,19,14,57
S00090528,101,34,26,9,7,25
S00090529,83,22,13,10,10,28
S00090530,82,19,20,11,9,23
S00090531,93,19,33,6,8,27
S00090532,73,22,25,7,6,13
S00090533,46,16,9,9,9,3
S00090534,75,25,17,10,7,16
S00090535,64,16,24,7,6,11
S00090536,65,14,20,11,7,13
S00090537,95,35,22,10,11,17
S00090538,119,5,18,29,17,50
S00090539,110,7,11,24,16,52
S00090540,87,5,12,20,11,39
S00090541,115,4,16,28,7,60
S00090542,67,4,15,13,4,31
S00090543,117,12,19,12,22,52
S00090544,83,2,7,9,13,52
S00090545,69,5,5,4,7,48
S00090546,96,48,20,5,2,21
S00090547,87,18,8,5,9,47
S00090548,78,10,13,10,7,38
S00090549,52,4,9,5,6,28
S00090550,84,2,13,12,14,43
S00090551,82,2,5,10,16,49
S00090552,80,6,13,16,8,37
S00090553,171,11,23,20,14,103
S00090554,83,9,16,13,15,30
S00090555,44,0,2,5,7,30
S00090556,127,23,10,17,7,70
S00090557,61,4,5,7,5,40
S00090558,82,5,10,7,7,53
S00090559,81,4,17,13,6,41
S00090560,101,7,8,16,18,52
S00090561,120,7,11,19,8,75
S00090562,132,1,15,23,15,78
S00090563,80,12,5,28,6,29
